ID,名称,中文名称
781,魔法のそろばん,魔法算盘
782,クリスタルのそろばん,水晶制算盘
783,魔法のそろばん改,魔法算盘改
784,竜鱗のそろばん,龙鳞制算盘
785,闇商人のそろばん,暗商人的算盘
786,オリハルコンのそろばん,奥利哈钢制算盘
787,虹のそろばん,虹制算盘
788,正義のそろばん,正义算盘
789,流星のそろばん,流星制算盘
790,守護天使のそろばん,守护天使算盘
791,守護神のそろばん,守护神算盘
792,魔性のそろばん,魔性算盘
793,ミリオネア,百万富翁
794,闇夜のそろばん,暗夜算盘
796,メス,手术刀
797,鉄のメス,铁制手术刀
798,金のメス,金制手术刀
799,ダークストーカー,暗影追踪者
800,サージャンブレイド,外科手术刀
801,ミスリルのメス,秘银制手术刀
802,サージャンブレイドα,外科手术刀α
803,サージャンブレイドβ,外科手术刀β
804,クリスタルのメス,水晶制手术刀
805,神医のメス,神医的手术刀
806,マジカルメス,魔法手术刀
807,竜鱗のメス,龙鳞制手术刀
808,サージャンブレイドγ,外科手术刀γ
809,オリハルコンのメス,奥利哈钢制手术刀
810,華佗の医刀,华佗的医刀
811,虹のメス,虹制手术刀
812,サージャンブレイド・イリス,外科手术刀・伊莉丝
813,ブレイドアナトミア,解剖刀
814,サージャンブレイド・イデア,外科手术刀・伊迪亚
815,流星のメス,流星制手术刀
816,仙樹の医刀,仙树的医刀
817,科学者のメス,科学家的手术刀
818,世界樹の医刀,世界树的医刀
819,マッドサイエンティスト,疯狂科学家
821,カード,卡牌
822,アイアンカード,铁卡牌
823,銀のタロット,银之塔罗牌
824,ゴールドカード,黄金卡牌
825,黒のカード,黑卡牌
826,白のカード,白卡牌
827,ミスリルカード,秘银卡牌
828,ゾンビカード,僵尸卡牌
829,クリスタルカード,水晶卡牌
830,式神札,式神符
831,竜鱗のカード,龙鳞制卡牌
832,神秘のタロット,神秘塔罗
833,死者のタロット,死者塔罗
834,オリハルコンカード,奥利哈钢制卡牌
835,プリズムカード,棱镜卡牌
836,死神のカード,死神卡牌
837,流星のカード,流星制卡牌
838,陰陽式神札,阴阳式神札
839,ファンタジーカード,幻想卡牌
840,純白のカード,纯白卡牌
841,漆黒のカード,漆黑卡牌
843,高価な皿,昂贵的盘
844,鉄の皿,铁制盘
845,シルバートレイ,银托盘
846,金の皿,金制盘
847,狐皿,狐盘
848,魅惑の皿,魅惑之盘
849,ミスリルの皿,秘银制盘
850,スキュラメイドの皿,斯库拉女仆盘
851,クリスタルの皿,水晶制盘
852,三花皿,三花盘
853,竜鱗の皿,龙鳞制盘
854,河童の皿,河童之盘
855,豊穣の皿,丰收之盘
856,メデューサの皿,美杜莎盘
857,オリハルコンの皿,奥利哈钢制盘
858,サロメの皿,撒罗默之盘
859,サロメの妖花皿,撒罗默妖花盘
860,虹の皿,虹制盘
861,ディオニュソスの皿,狄俄尼索斯之盘
862,流星の皿,流星制盘
863,一級市民の皿,一级市民的盘
864,伝説の皿,传说之盘
865,淫靡触手皿,淫靡触手盘
866,メカニックディッシュ,机械盘
868,司教法典,主教法典
869,司教法典改,""
870,魔導辞書,魔导辞典
871,魔導辞書改,魔导辞典改
872,魔導辞書・呪言,魔导辞典・咒言
873,魔導辞書・大地編,魔导辞典・大地篇
874,精霊の書,精灵之书
875,精霊の書・弐式,精灵之书・贰式
876,ヴォイニッチ写本,伏尼契手稿
877,ヴォイニッチ・セクタ,伏尼契・塞克塔
878,レメゲトン,雷梅格顿
879,レメゲトン・フレア,雷梅格顿・弗雷尔
880,ネクロノミコン,死灵之书
881,ネクロノミコン・エレメント,死灵之书・元素
882,ネクロノミコン・トリニティ,死灵之书・三位一体
883,ラジエルの書,拉结尔之书
884,シックスセンス,六感
885,ヴェーダ,吠陀
886,アカシックレコード,阿卡西记录
887,快楽秘本,快乐秘本
889,マスケット,滑膛枪
890,マスケット改,滑膛枪改
891,デュエルガン,决斗枪
892,ピースメーカー,和平制造者
893,マスケット改＋,滑膛枪改装版＋
894,ガーランド,加兰德
895,ガーランド・エア,加兰德・风
896,ソーコム,索科姆
897,イングラム,英格拉姆
898,マスケット改＋＋,滑膛枪改装版＋＋
899,デザートイーグル,沙漠之鹰
900,アウトサイダー,局外人
901,ステアー,斯特尔
902,マジカルマスケット,魔法滑膛枪
903,アンギルステアー,安吉尔斯泰尔
904,デスペナルティ,死亡惩罚
905,ミラクルマスケット,奇迹滑膛枪
906,ブレイズペナルティ,烈焰惩罚
907,魔法少女のマスケット,魔法少女的滑膛枪
908,リーサルドラグーン,致命龙骑兵
909,ジブリール,吉普莉露
910,魔女のマスケット,魔女的滑膛枪
911,魔弾の射手,魔弹射手
912,禁断の魔銃,禁忌魔铳
913,ジブリール・バースト,吉普莉露・爆发
914,アークドラグーン,弧光龙卷
915,試作パルスライフル,试作脉冲步枪
916,滅穿銃,灭穿铳
917,ジブリール・ノルン,吉普莉露・诺恩
919,サキュバスハンド,魅魔之手
920,フェザーハンド,羽翼之手
921,天女の乳房,天女的乳房
922,テンタクルハンド,触手之手
923,クリーチャーホール,生物孔
924,快楽の妖花,快乐妖花
925,淫蛇掌,""
926,ゼラチナスハンド,粘液手
927,メデューサハンド,美杜莎之手
928,ドレインテイル,吸精尾
929,メカニカルハンド,机械手
930,アフロディーテの唇,阿佛洛狄忒的唇
931,もふもふハンド,毛茸茸手
932,昇天坩堝,升天坩埚
933,イーチテンタクル,一触手
934,メルトメカニカル,熔化机械
935,悪徳の栄え,恶德的繁荣
936,神々の妖花,众神的妖花
937,イシスの妖膣,伊西斯妖腔
938,サイコハンド,念动之手
940,ヴォーパルの剣,沃帕尔之剑
941,ガンバンテイン,甘班特因
942,蝕天弓デスペラーティオ,蚀天弓迪斯佩拉蒂奥
943,夢天杖アダフェラ,梦天杖阿达菲拉
944,覇天拳ヴィオレンティア,霸天拳维奥伦蒂亚
945,秩序と露悪の歪杖,秩序与露恶的扭曲法杖
946,リジェオ☆パラソル,莉洁奥☆阳伞
947,支配の女王,支配的女王
948,リベリオン・K,叛逆・K
949,MTTKスペシャル,MTTK特备
950,博識の杖,博识之杖
951,魔浄扇,魔净扇
952,ランパスウィップ,兰帕丝鞭
953,攻撃ユニットPoN-10,攻击单元PoN-10
954,九龍・玉石,九龙・玉石
955,絶倫坊主の数珠,绝伦和尚的念珠
956,墜龍牙,坠龙牙
957,破杖・えびる,破杖・邪
958,ヘイトスレイヤー,仇恨屠戮者
959,マギ・ガントレット,玛吉・钢手套
960,マギ・クロー,玛吉・爪
961,禁術の杖,禁术之杖
962,別雲剣,别云剑
963,クレセントサイダー,死神之镰
964,魔剣エクスキューショナー,魔剑行刑者
965,魔剣オーガトゥース,魔剑斩裂者
966,魔剣ミステルテイン,魔剑弑神者
967,莫邪宝剣,莫邪宝剑
969,C*-環,C*-环
970,ジャッジメント,审判
971,ワールドブレイカー,世界破坏者
972,ΑΩ,""
973,非可換幾何,非交换几何
1001,短剣,短剑
1002,盗賊,盗贼
1003,青春,""
1004,蝶,""
1005,略奪,掠夺
1006,泥棒,小偷
1007,舞剣,舞剑
1008,閃光,闪光
1009,雷鳴,雷鸣
1010,疾風,疾风
1011,ダガー,匕首
1012,ナイフ,小刀
1013,カッター,切割者
1014,ゴーシュ,格挡匕首
1015,スピード,速度
1016,スライス,切片
1017,マッシャー,马歇尔
1018,アサシン,刺客
1019,グラディウス,宽刃短剑
1020,カーリー,卡里
1021,イオンブレード,离子剑
1022,義賊の宝剣,义贼的宝剑
1023,夜の女王,夜之女王
1024,慈悲と裁き,慈悲与裁决
1025,誘惑剣アシュモラ,诱惑剑阿什莫拉
1026,熱風剣ドラグネスウィンド,热风剑德拉格尼斯风
1027,エンドオブアサシン,暗杀者之终
1028,マハーデーヴィー,玛哈・德维
1029,炎風刃フレイ,炎风刃弗雷
1030,凍水刃フレイヤ,冻水刃芙蕾雅
1031,聖嗣刃エリヤ,圣嗣刃以利亚
1032,凍戯刃ロキ,冻戏刃洛基
1033,魔閃剣グラム,魔闪剑格拉墨
1034,七つの大罪・傲慢,七宗罪・傲慢
1101,剣,剑
1102,棒,""
1103,冒険,冒险
1104,炎剣,炎剑
1105,氷剣,冰剑
1106,雷剣,雷剑
1107,勇気,勇气
1108,勇者,""
1109,王者,""
1110,英雄,""
1111,ソード,剑
1112,スラッシュ,斩击
1113,クエスト,任务
1114,ファンタジー,幻想
1115,ブランド,品牌
1116,カスタム,定制
1117,ヒーロー,英雄
1118,ヒロイン,女主角
1119,キング,国王
1120,ファルシオン,弯刃大刀
1121,アークエンハンス,大强化
1122,陰陽五行相剋,阴阳五行相克
1123,ナイトフライヤ,夜行者
1124,堕剣レムルサクバス,堕剑雷姆尔萨库巴斯
1125,混沌剣カオスハイロウ,混沌剑混沌之翼
1126,マスターソード,大师之剑
1127,不朽剣ジークフリート,不朽剑齐格弗里德
1128,天韻剣ヘイムダル,天韵剑海姆达尔
1201,剣,剑
1202,騎士剣,骑士剑
1203,闘争,斗争
1204,誇り,荣誉
1205,栄光,荣耀
1206,忠誠,忠诚
1207,騎士,骑士
1208,聖剣,圣剑
1209,魔剣,魔剑
1210,王者,""
1211,スレイド,斯雷德
1212,スレイヤー,斯雷亚
1213,ブレイブ,勇气
1214,ナイト,骑士
1215,キラー,杀手
1216,マスター,""
1217,ブリンガー,布林加
1218,ディフェンダー,防御者
1219,アロンダイト,阿隆戴特
1220,デュランダル,杜兰达尔
1221,天軍聖剣,天军圣剑
1222,獅子王剣,狮子王剑
1223,極・隼の剣,极・隼之剑
1224,インフィニティ,无限
1225,エルフィンブリンガー,精灵之剑
1226,カオスブレイド,混沌之刃
1227,アロンダイトディフェンダー,阿隆戴特防御者
1228,魔剣ドラゴンロード,魔剑龙之主宰
1229,カンナギ,神薙
1230,輝鏡剣ペルセウス,辉镜剑珀尔修斯
1231,最終英雄剣ハインリヒ,最终英雄剑海因里希
1232,英雄剣イデア・ルカス,英雄剑伊迪亚・鲁卡斯
1233,聖剣エンジェルスター,圣剑天使之星
1234,轟天はかぶさ,轰天羽羽斩
1235,聖皇剣エクスカリバー,圣皇剑断钢剑
1236,黎明剣ギルガメシュ,黎明剑吉尔伽美什
1237,万廻剣クロノス,万回剑柯罗诺斯
1238,虚竜,虚龙
1301,巨剣,巨剑
1302,殺し,杀戮
1303,塔,""
1304,帝王,""
1305,進撃,进击
1306,バスター,破坏者
1307,タワー,塔
1308,スペシャル,特别
1309,エンペラー,皇帝
1310,クレイモア,双刃大剑
1311,魔神剣リベリオン,魔神剑叛逆
1312,斬釘截鉄,斩钉截铁
1313,斬鉄剣・曙光,斩铁剑・曙光
1314,ドレッドノート,恐惧号
1315,魔剣バスタードオメガ,魔剑混种欧米伽
1316,聖剣マキシマムタイタス,圣剑麦克斯姆泰坦
1317,滅神剣シヴァ,灭神剑湿婆
1318,覇業剣アレス,霸业剑阿瑞斯
1319,輝熱剣レーヴァテイン,辉热剑莱瓦汀
1320,紅星剣クレオ・アドラ,红星剑克莱奥・阿德拉
1351,尖剣,尖剑
1352,貫通,穿透
1353,貴婦人,贵妇人
1354,細剣,细剑
1355,秩序,""
1356,お嬢様,大小姐
1357,征服,""
1358,螺旋,""
1359,薔薇,蔷薇
1360,貴族,贵族
1361,レイピア,细剑
1362,サーベル,佩剑
1363,フルーレ,花剑
1364,レディ,女士
1365,マダム,夫人
1366,バタフライ,蝴蝶
1367,ローズ,萝丝
1368,ブラッド,血
1369,ノーブル,贵族
1370,レコンキスタ,光复者
1371,ソレイユ,曙光
1372,シルバーローズ,银蔷薇
1373,闇薔薇,暗蔷薇
1374,アンファンテリブル,不可侵犯
1375,夢牙,梦牙
1376,黙示の尖剣,默示的尖剑
1377,ダークドリーム,黑暗梦境
1378,聖竜千鳥,圣龙千鸟
1379,魔皇剣ブラッディローズ,魔皇剑血腥蔷薇
1380,三魔滅天,三魔灭天
1381,流炎剣メルクリウス,流炎剑墨丘利
1382,氷魂剣ブリュンヒルド,冰魂剑布伦希尔德
1383,邪神剣アリスフィーズ,邪神剑爱丽丝菲兹
1451,魔導剣,魔导剑
1452,節制,节制
1453,誕生,诞生
1454,覚醒,觉醒
1455,波動,波动
1456,ソウル,灵魂
1457,イーター,伊塔
1458,セイバー,剑士
1459,フォース,力量
1460,エターナル,永恒
1461,ホワイトアリア,白之咏叹调
1462,漆黒の魔剣,漆黑魔剑
1463,アークフォース,阿克福斯
1464,V.,""
1465,宝剣・三魔四精,宝剑・三魔四精
1466,滅身剣クラウ・ソラス,灭身剑克拉乌・索拉斯
1467,呪叫剣テュルフィング,咒叫剑提尔锋
1468,無詠剣エテメンアンキ,无咏剑七曜塔
1469,カオティック,混沌
1470,魔王殺し・終式,魔王杀手・终式
1471,黄龍聖剣,黄龙圣剑
1472,四精魔剣,四精灵魔剑
1501,槍,""
1502,矛,""
1503,平和,和平
1504,理想,""
1505,絶望,绝望
1506,スピア,矛
1507,フォーク,叉子
1508,ニート,尼特
1509,ジャベリン,标枪
1510,トライデント,三叉戟
1511,真・絶風槍シルフ,真・绝风枪希尔芙
1512,天沼矛,""
1513,アルファケンタウリ,阿尔法半人马
1514,クロックスカイ,时钟天空
1515,蝕魔蛭蟲槍,蚀魔蛭虫枪
1516,聖槍ドミニオン,圣枪多米尼翁
1517,ガンランスΩ,铳枪Ω
1551,槍,""
1552,戦槍,战枪
1553,馬上槍,马上枪
1554,革命,""
1555,紋章,纹章
1556,突撃,突击
1557,聖槍,圣枪
1558,魔槍,魔枪
1559,竜槍,龙枪
1560,方天画戟,""
1561,ランス,长枪
1562,パルチザン,阔头枪
1563,ハルベルト,长矛
1564,パイク,矛
1565,アベンジャー,复仇者
1566,チャージ,充能
1567,ドラグーン,龙枪
1568,ロンギヌス,朗基努斯
1569,ブリューナク,布里欧纳克
1570,チャリオット,战车
1571,クルセイダー,十字军
1572,飛黒輝,飞黑辉
1573,ファランクス,方阵
1574,ヴァルキュリア,女武神
1575,幾星槍,几星枪
1576,方天画戟・無双,方天画戟・无双
1577,聖槍ロンギヌス・トリプル,圣枪 朗基努斯・三重
1578,蒼海矛ポセイドン,苍海矛 波塞冬
1579,滅穿槍ゲイボルグ,灭穿枪千棘刺之枪
1580,覇界槍グングニル,霸界枪 冈格尼尔
1651,刀,""
1652,刃,""
1653,太刀,""
1654,業物,业物
1655,菊一文字,""
1656,備前長船,备前长船
1657,同田貫,同田贯
1658,左文字,""
1659,宗像,""
1660,兼光,""
1661,鬼丸国綱,鬼丸国纲
1662,大包平,""
1663,妖魔切,""
1664,村正,""
1665,虎鉄,虎铁
1666,村雨,""
1667,正宗,""
1668,暁,""
1669,宵,""
1670,天叢雲,天丛云
1671,鍾馗,钟馗
1672,雷切,""
1673,五光,""
1674,鏡水,镜水
1675,塵桜,尘樱
1676,蚩尤,""
1677,無尽無銘・詠人不知,无尽无名・咏人不知
1678,真・鏡水刀ウンディーネ,真・镜水刀温蒂妮
1679,天剣天誅,天剑天诛
1680,邪皇七星剣,邪皇七星剑
1681,九魂七支刀,""
1682,暴雄刀スサノオ,暴雄刀须佐之男
1683,統皇刀フツノミタマ,统皇刀布都御魂
1751,忍者刀,""
1752,小太刀,""
1753,くない,苦无
1754,霞,""
1755,陽炎,阳炎
1756,蜻蛉,""
1757,菊花,""
1758,橘花,""
1759,秋水,""
1760,垂氷,垂冰
1761,胡蝶,蝴蝶
1762,雲隠,云隐
1763,帚木,""
1764,闇吹雪,暗吹雪
1765,一撃,一击
1766,紫電,紫电
1767,月光,""
1768,澪標,澪标
1769,霧刃,雾刃
1770,佐助,""
1771,修羅,修罗
1772,羅刹,罗刹
1773,狂悦,""
1774,狐影,""
1775,朧星,胧星
1776,破邪・干将,""
1777,神祁・莫耶,""
1778,聖魔流星,圣魔流星
1779,斬神斬魔,斩神斩魔
1780,死刻刃イザナミ,死刻刃伊邪那美
1781,生刻刃イザナギ,生刻刃伊邪那岐
1851,拳,""
1852,手甲,""
1853,爪,""
1854,鉄拳,铁拳
1855,爆発,爆炸
1856,俺,""
1857,剛毅,刚毅
1858,闘魂,斗魂
1859,聖拳,圣拳
1860,魔拳,""
1861,ナックル,指虎
1862,フィスト,铁拳
1863,セスタス,格斗爪
1864,クロウ,爪
1865,パンチ,拳击
1866,ファイト,战斗
1867,バーニング,燃烧
1868,ショック,电击
1869,ラッシュ,冲刺
1870,ハート,心
1871,ヴィジランテ,维吉兰特
1872,カイザーハート,凯撒之心
1873,死亡遊戯,死亡游戏
1874,ウルヴァリン,狼人
1875,デストロフィスト,死亡破坏拳
1876,七色魔爪,""
1877,聖爪バロン,圣爪巴隆
1878,最終冥王拳,最终冥王拳
1879,邪神拳ソウルジハード,邪神拳灵魂圣战
1880,真・灼炎拳サラマンダー,真・灼炎拳萨拉曼达
1881,グラビティハンドΩ,重力之手Ω
1882,格闘王・不敗蒼華,格斗王・不败苍华
1883,フレデリカ兵装XIII終式,芙蕾德莉卡兵装XIII终式
1884,獄炎拳アグニ,狱炎拳阿耆尼
1885,地母拳キュベレ,地母拳西布莉
1886,明鏡止水の拳,明镜止水的拳
1887,白廻爪アピロ・ラゴス,白回爪阿皮洛・拉戈斯
1951,牙,牙
1952,顎,""
1953,猟犬,猎犬
1954,苦しみ,痛苦
1955,痛み,疼痛
1956,呻き,呻吟
1957,野獣,野兽
1958,粉砕,粉碎
1959,獅子,狮子
1960,叫び,咆哮
1961,ファング,獠牙
1962,ペイン,痛苦
1963,シャーク,鲨鱼
1964,クライ,哭泣
1965,ゲイル,风暴
1966,バイト,咬
1967,ビースト,野兽
1968,レックス,雷克斯
1969,ゲイザー,凝视者
1970,クリムゾン,绯红
1971,Tレックス,T雷克斯
1972,裂帛,""
1973,ドラゴンクライ,龙之咆哮
1974,虚牙,""
1975,四聖西覇白虎の牙,四圣西霸白虎之牙
1976,神祖の牙,神祖之牙
1977,アポカリプス・アリス,启示录・爱丽丝
1978,ルー・ガルー,鲁・加鲁
1979,終狼牙フェンリル,终狼牙芬里尔
1980,覇竜牙バハムート,霸龙牙巴哈姆特
1981,ゲシュタルト,格式塔
2051,斧,""
2052,両断,斩断
2053,暴力,""
2054,怒り,愤怒
2055,情熱,热情
2056,無惨,无惨
2057,憤怒,愤怒
2058,巨人,""
2059,復讐,复仇
2060,戦争,战争
2061,アックス,战斧
2062,アンガー,愤怒
2063,ウォー,战争
2064,ブッチャー,屠夫
2065,グランド,大地
2066,オックス,公牛
2067,パニッシュ,狂乱
2068,バルディッシュ,战斧
2069,バイオレンス,暴力
2070,ボルケーノ,火山
2071,冥帝斧,""
2072,マックスブレイカー,最大破坏者
2073,星割り,星碎
2074,九首牛魔羅王,九首牛魔罗王
2075,オメガベルセルク,欧米伽狂怒战士
2076,巨人の遺産,巨人之遗产
2077,ナノ分解魔神斧,纳米分解魔神斧
2078,聖斧アトラスクロス,圣斧阿特拉斯十字
2079,真・烈土斧ノーム,真・烈土斧诺姆
2080,征服斧イスカンダル,征服斧伊斯坎达尔
2081,蹂躙斧グラシャラボラス,蹂躏斧格剌希亚拉波斯
2151,棍棒,""
2152,金槌,金锤
2153,木槌,木锤
2154,柱,""
2155,鉄槌,铁锤
2156,もの,物品
2157,衝撃,冲击
2158,粉砕,粉碎
2159,風棍,风棍
2160,土棍,""
2161,ハンマー,锤子
2162,メイス,权杖
2163,パワー,力量
2164,プレス,压榨
2165,バール,铁砧
2166,バット,球棒
2167,ブレイカー,破坏者
2168,ストライク,打击
2169,クェイク,地震
2170,ピラー,柱子
2171,雷神のミョルニル,雷神之锤
2172,オライオン,奥拉昂
2173,クロマニヨン,克罗玛尼翁
2174,鬼哭,""
2175,零の龍角,零之龙角
2176,聖棍ギルアンヘル,圣棍吉尔安赫尔
2177,四海大聖如意棒,四海大圣如意棒
2178,ペルセポネー,珀耳塞福涅
2179,虚無金槌,虚无金槌
2180,輪廻棍エクスソニア,轮回棍 艾克斯索尼娅
2181,憤怒棍ヘラクレス,愤怒棍 赫拉克勒斯
2182,英傑棍ダグザ,英杰棍达格达
2183,七つの大罪・憤怒,七宗罪・愤怒
2184,星喰い,星喰
2251,鎌,镰
2252,悲鳴,尖叫
2253,嗚咽,呜咽
2254,嘆き,叹息
2255,恨み,怨恨
2256,恐怖,""
2257,大鎌,大镰
2258,運命,命运
2259,処刑,处刑
2260,死,""
2261,シックル,镰刀
2262,デッド,死亡
2263,デビル,恶魔
2264,イービル,邪恶
2265,フィアー,菲亚
2266,ゴースト,幽灵
2267,ヘル,地狱
2268,デスサイズ,死亡之爪
2269,ナイトメア,噩梦
2270,デスティニー,命运
2271,黒の魔奏,黑色魔奏
2272,克己覇道,克己霸道
2273,ヘルソウル,地狱灵魂
2274,シュレディンガー,薛定谔
2275,あやかし蒼魔,妖异苍魔
2276,永劫と終焉の鎌,永劫与终焉之镰
2277,冥府黄泉舞鎌,冥府黄泉舞镰
2278,黒廻鎌ニフタ・テロス,黑回镰尼菲特・泰罗斯
2279,滅・妖狩斬魂鎌,灭・妖狩斩魂镰
2280,光獄鎌ヘル,光狱镰海拉
2281,冥獄鎌ハデス,冥狱镰哈迪斯
2351,杖,""
2352,癒し,治愈
2353,泉,""
2354,輝き,光辉
2355,神官,""
2356,祈り,祈祷
2357,救済,救济
2358,啓示,启示
2359,奇跡,奇迹
2360,祝福,""
2361,スタッフ,法杖
2362,ワンド,魔杖
2363,ステッキ,手杖
2364,ヒール,治愈
2365,ライト,光明
2366,ワンダー,奇迹
2367,ルーン,符文
2368,ヘブン,天堂
2369,シャイン,闪耀
2370,プラネット,行星
2371,アヴェ・マリア,圣母玛利亚
2372,1000と1の杖,1000与1的杖
2373,オメガアデプタス,欧米伽适配者
2374,コスモス,宇宙神蝶
2375,マグニフィセントワン,壮丽一击
2376,アルテマトリニティ,最终合一
2377,オーバーエリシクル,超艾利西克
2378,乙姫,乙姬
2379,デミウルゴス∞,迪米乌哥斯∞
2380,神鳴杖ホルス,神鸣杖荷鲁斯
2381,誓刻杖トト,誓刻杖托特
2382,神雷杖ゼウス,神雷杖宙斯
2451,杓,""
2452,沈黙,沉默
2453,記憶,记忆
2454,魂,""
2455,呪い,诅咒
2456,憎悪,憎恶
2457,永遠,永远
2458,世界,""
2459,魔導師,魔导师
2460,賢者,贤者
2461,ロッド,法杖
2462,スティック,棍棒
2463,ファントム,幻影
2464,マジック,魔法
2465,カーズ,诅咒
2466,ウィッチ,女巫
2467,メモリー,记忆
2468,セプター,权杖
2469,トリニティ,三位一体
2470,ソーサラー,术士
2471,アルテマウィザード,究极魔法师
2472,夢真彗星,梦真彗星
2473,黙示の刻,默示之刻
2474,ゴーストファンタスティック,幽灵幻想
2475,ツインスパークル,双闪烁
2476,ガンマトロン,伽马托隆
2477,アルテマドラグナー,究极龙骑士
2478,聖杖メシアン,圣杖弥赛亚
2479,セイブザクィーン,拯救女王
2480,邪皇杖カオスクロニクル,邪皇杖混沌编年史
2481,究極魔法少女のロッド,究极魔法少女的法杖
2482,マスターワーム,大师蠕虫
2483,創世杖ブラフマー,创世杖梵天
2484,虐悪杖アーリマン,虐恶杖阿里曼
2485,アポクリファ,伪典
2551,弓,""
2552,狩人,猎人
2553,狩り,狩猎
2554,密猟,偷猎
2555,猟兵,猎兵
2556,季節,季节
2557,聖弓,圣弓
2558,魔弓,""
2559,黄昏,""
2560,宿命,""
2561,アロー,箭矢
2562,ボウガン,弩
2563,ボウ,弓
2564,シーズン,季节
2565,アーチ,拱门
2566,アイ,眼
2567,ハント,狩猎
2568,イェーガー,猎兵
2569,フィールド,野外
2570,エルフ,精灵
2571,明星聖弓,明星圣弓
2572,黄泉ノ星,黄泉之星
2573,輝月弓アルテミス,辉月弓阿尔忒弥斯
2574,エルフィンオルド,精灵之弓
2575,EMPC,""
2576,アポカリプスキラー,末日杀手
2577,ハンターオブハンター,猎人之猎人
2578,滅竜神弓,灭龙神弓
2579,侵蝕蛭蟲弓,侵蚀蛭虫弓
2580,雷帝弓インドラ,雷帝弓因陀罗
2581,滅魔弓ヴィシュヌ,灭魔弓毗湿奴
2582,創世弓イリアスハート,创世弓伊莉娅丝之心
2651,鞭,""
2652,束縛,束缚
2653,緊縛,紧缚
2654,拷問,拷问
2655,花,""
2656,触手,""
2657,竜鞭,龙鞭
2658,支配,""
2659,屈服,""
2660,蛇,""
2661,ウィップ,鞭
2662,テイル,尾巴
2663,アナコンダ,巨蟒
2664,フレンズ,朋友
2665,バインド,束缚
2666,フラワー,花
2667,クィーン,女王
2668,ビュート,野蛮
2669,テンタクル,触手
2670,グレイプニル,格雷普尼尔
2671,ルミナスレイン,光之雨
2672,九頭竜,九头龙
2673,女王の懲罰,女王的惩罚
2674,テンタクルヘル,触手地狱
2675,沙羅双樹,沙罗双树
2676,ハドロンビュート,强子鞭
2677,竜鞭クィーンロード,龙鞭女王主宰
2678,リリスナイトメア,莉莉丝梦魇
2679,世喰鞭ウロボロス,世食鞭衔尾蛇
2680,太極・封神禁鞭,太极・封神禁鞭
2681,聖鞭プリンシパリティ,圣鞭普林西帕利提
2682,螺神鞭ペンテシレア,螺神鞭彭忒西勒亚
2683,傾枷鞭アルテミシア,倾枷鞭阿尔忒弥西亚
2684,七つの大罪・嫉妬,七宗罪・嫉妒
2751,竪琴,竖琴
2752,歌,""
2753,音色,""
2754,囁き,低语
2755,安らぎ,安宁
2756,裁判,""
2757,夢,梦
2758,詩人,诗人
2759,死人,""
2760,旋律,""
2761,ハープ,竖琴
2762,ポエム,诗篇
2763,モザイク,马赛克
2764,ソング,歌曲
2765,ロンド,朗多
2766,サウンド,声音
2767,メモリアル,纪念
2768,フォーチュン,幸运
2769,レクイエム,镇魂曲
2770,ハーモニー,和谐
2771,バンシィ,报丧女妖
2772,ミレニアム,千年
2773,ローレライ,罗蕾莱
2774,オメガの竪琴,欧米伽竖琴
2775,レインボーハープ,彩虹竖琴
2776,冥琴アヌビス,冥琴阿努比斯
2777,アポロン・ケイオス,阿波罗・混沌
2778,ワールドドロウン,世界沉没者
2779,禁じられたハープ,禁忌之琴
2851,円輪,圆轮
2852,輪,""
2853,翼,""
2854,星,""
2855,月,""
2856,太陽,太阳
2857,飛燕,飞燕
2858,飛鷹,飞鹰
2859,大三角,""
2860,三日月,新月
2861,ブーメラン,回旋镖
2862,エッジ,刃
2863,イーグル,鹰
2864,ホーク,隼
2865,スワロー,燕
2866,チャクラム,查克拉姆
2867,ウィング,翅膀
2868,ムーン,月亮
2869,サン,桑
2870,スター,星星
2871,不倶戴天,不共戴天
2872,奇跡の三日月,奇迹的三日月
2873,カナデブーメラン,祸抚飞镖
2874,ナノアセンブラ,纳米装配器
2875,オサカナウェポン,鱼武器
2876,トリニティエッジ,三位一体之刃
2877,ブーメランオブギャラクシー,银河飞镖
2878,カリ・ユガ,卡利・尤加
2879,詠眠輪ヒュプノス,咏眠轮修普诺斯
2880,死柱輪タナトス,死柱轮塔纳托斯
2951,鉄球,铁球
2952,破壊,破坏
2953,野生,""
2954,本能,""
2955,失墜,失坠
2956,重圧,重压
2957,巨岩,""
2958,流星,""
2959,彗星,""
2960,破軍,破军
2961,フレイル,链枷
2962,ブレイク,破坏
2963,ダスト,尘埃
2964,ワイルド,狂野
2965,ロック,岩石
2966,ヘヴィ,沉重
2967,クレーター,陨石坑
2968,メテオ,陨石
2969,クラッシャー,粉碎者
2970,インフェルノ,地狱
2971,天帝球,""
2972,カタストロフィ,大灾难
2973,サーペンタリウス,蛇神
2974,ガイアロード,盖亚主宰
2975,ジェノサイドブレイカー,灭绝破坏者
2976,邪神の鉄球,邪神铁球
2977,滅神球,灭神球
2978,巨蛇球ヨルムンガンド,巨蛇球耶梦加得
2979,覇球ミドガルズオルム,霸球尘世巨蟒
3051,扇,扇
3052,舞い,舞
3053,はりせん,刺猬
3054,ツッコミ,吐槽
3055,怪鳥,怪鸟
3056,巫女,""
3057,風扇,风扇
3058,土扇,""
3059,水扇,""
