ID,名称,中文名称
1404,ミュゼットのミルク,缪泽特的乳汁
1405,ターサのミルク,塔莎的乳汁
1406,エクスキューショナーのミルク,艾斯丘雪娜的乳汁
1407,オーガトゥースのミルク,奥伽图丝的乳汁
1408,ミステルテインのミルク,米斯特汀的乳汁
1409,夢魔のミルク,梦魔的乳汁
1411,ガルーダのミルク,迦楼罗的乳汁
1412,コックローチ娘のミルク,蟑螂娘的乳汁
1413,スピードローチのミルク,迅捷蟑螂的乳汁
1414,クィーンローチのミルク,萝切尔女王的乳汁
1415,マジックポットのミルク,魔法壶的乳汁
1416,豆狸のミルク,豆狸的乳汁
1417,上狸のミルク,上狸的乳汁
1418,忍狸のミルク,忍狸的乳汁
1419,化け狸のミルク,化狸的乳汁
1420,隠神刑部狸のミルク,隐神刑部狸的乳汁
1421,黒狸のミルク,黑狸的乳汁
1422,ヒミコのミルク,卑弥呼的乳汁
1423,くのいちエルフのミルク,女忍精灵的乳汁
1424,くのいちサキュバスのミルク,女忍魅魔的乳汁
1425,くのいちハーピーのミルク,女忍哈比的乳汁
1426,くのいちスキュラのミルク,女忍斯库拉的乳汁
1427,くのいちアラクネのミルク,女忍阿拉克涅的乳汁
1428,エルフ姫のミルク,精灵公主的乳汁
1429,イザナミのミルク,伊邪那美的乳汁
1430,八尾のミルク,八尾的乳汁
1431,エルダーサキュバスのミルク,长老魅魔的乳汁
1432,グランセントールのミルク,巨型半人马的乳汁
1433,エイビス娘のミルク,龙鸟娘的乳汁
1434,陰陽五尾のミルク,阴阳五尾的乳汁
1435,花魁六尾のミルク,花魁六尾的乳汁
1436,前鬼のミルク,前鬼的乳汁
1437,後鬼のミルク,后鬼的乳汁
1438,たまものミルク,玉藻的乳汁
1439,ラファエラのミルク,拉斐艾拉的乳汁
1440,天界エデンのミルク,天界伊甸的乳汁
1441,アリスフィーズ15世のミルク,爱丽丝菲兹15世的乳汁
1442,アモルドールのミルク,阿莫尔人偶的乳汁
1443,アモルラームのミルク,阿莫尔忆体的乳汁
1444,アモルリームのミルク,阿莫尔肢体的乳汁
1445,ペルセポネーのミルク,珀耳塞福涅的乳汁
1446,トリロバイトのミルク,三叶虫的乳汁
1447,ヘブンズゲートのミルク,天堂之门的乳汁
1448,ネフィリムウェポンのミルク,伟大兵器的乳汁
1449,ギガントウェポンのミルク,巨大兵器的乳汁
1450,マリエルのミルク,玛丽艾尔的乳汁
1451,淫乳天女のミルク,淫乳天女的乳汁
1452,キメラテンタクルのミルク,奇美拉触手的乳汁
1453,グランディーネのミルク,格兰蒂妮的乳汁
1454,アリエルのミルク,阿莉艾尔的乳汁
1455,ラナエルのミルク,拉娜艾尔的乳汁
1456,リファイールのミルク,利芙艾尔的乳汁
1457,ラプンツェルのミルク,长发公主的乳汁
1458,ナガエルのミルク,娜迦艾尔的乳汁
1459,キメラメデュラハンのミルク,杜拉罕美杜莎合成兽的乳汁
1460,ノーマレンのミルク,诺玛伦的乳汁
1461,ラタエルのミルク,菈塔艾尔的乳汁
1462,ガブリエラのミルク,加百艾拉的乳汁
1463,ギリエルのミルク,吉莉艾尔的乳汁
1464,トルーパーロイドのミルク,士兵机器人的乳汁
1465,サビリエルのミルク,萨比莉艾尔的乳汁
1466,ウリエラのミルク,乌列艾拉的乳汁
1467,ムズキエルのミルク,穆祖吉艾尔的乳汁
1468,シルキエルのミルク,希尔吉艾尔的乳汁
1469,サリエラのミルク,沙利艾拉的乳汁
1470,ベリエルのミルク,贝莉艾尔的乳汁
1471,キメラプラントのミルク,奇美拉植物的乳汁
1472,リヴァエルのミルク,莉瓦艾尔的乳汁
1473,ギガマンドラのミルク,千兆曼德拉的乳汁
1474,ハイヌウェレのミルク,海奴韦莱的乳汁
1475,ドッペルのミルク,克隆体的乳汁
1476,キメラタンのミルク,奇美拉舌的乳汁
1477,キメラバグのミルク,奇美拉虫的乳汁
1478,キメラスラッグのミルク,奇美拉蛞蝓的乳汁
1479,キメラドリアードのミルク,奇美拉树精的乳汁
1480,カトブレパスのミルク,卡托布莱帕斯的乳汁
1481,テュポーンのミルク,堤丰的乳汁
1482,アンフィスバエナのミルク,双头蛇的乳汁
1483,ラプラスのミルク,拉普拉斯的乳汁
1484,トラップテミスのミルク,陷阱忒弥斯的乳汁
1485,ツクヨミのミルク,月读的乳汁
1486,フーリエルのミルク,傅里艾尔的乳汁
1487,ドレインプラントのミルク,榨精植物的乳汁
1488,ドレインロイドのミルク,榨精机器人的乳汁
1489,ハンディロイドのミルク,巧手机器人的乳汁
1490,メタトローネのミルク,梅塔特隆妮的乳汁
1491,サンダルフォーネのミルク,圣德芬妮的乳汁
1492,メイドエンジェルのミルク,女仆天使的乳汁
1493,コックエンジェルのミルク,厨师天使的乳汁
1494,ワイティエルのミルク,怀蒂艾尔的乳汁
1495,ラミアンロイドのミルク,拉米亚机器人的乳汁
1496,小イリアスのミルク,小伊莉娅丝的乳汁
1497,プルエルのミルク,普露艾尔的乳汁
1498,イヌエルのミルク,伊努艾尔的乳汁
1499,エンディエルのミルク,安迪艾尔的乳汁
1500,ホルミエルのミルク,霍尔米艾尔的乳汁
1501,レプリカントのミルク,新人类的乳汁
1502,キメラプリズンのミルク,奇美拉监狱的乳汁
1503,ジルフィのミルク,吉尔菲的乳汁
1504,マイコニドのミルク,蕈人的乳汁
1505,マタンゴのミルク,玛坦戈的乳汁
1506,メルティモスのミルク,融蛾的乳汁
1507,メルティローズのミルク,融蔷薇的乳汁
1508,キメラドリアード・ボアのミルク,奇美拉树精・吞噬的乳汁
1509,コスモスのミルク,宇宙神蝶的乳汁
1510,帽子のアリスのミルク,帽之爱丽丝的乳汁
1511,傘のアリスのミルク,伞之爱丽丝的乳汁
1512,赤のアリスのミルク,赤之爱丽丝的乳汁
1513,冬のアリスのミルク,冬之爱丽丝的乳汁
1514,剣のアリスのミルク,剑之爱丽丝的乳汁
1515,武のアリスのミルク,武之爱丽丝的乳汁
1516,白のアリスのミルク,白之爱丽丝的乳汁
1517,侍のアリスのミルク,侍之爱丽丝的乳汁
1518,忍のアリスのミルク,忍之爱丽丝的乳汁
1519,猟のアリスのミルク,猎之爱丽丝的乳汁
1520,舞のアリスのミルク,舞之爱丽丝的乳汁
1521,呪のアリスのミルク,咒之爱丽丝的乳汁
1522,兎のアリスのミルク,兔之爱丽丝的乳汁
1523,蝕のアリスのミルク,蚀之爱丽丝的乳汁
1524,海のアリスのミルク,海之爱丽丝的乳汁
1525,魔のアリスのミルク,魔之爱丽丝的乳汁
1526,アルカンシエルのミルク,天空之弧的乳汁
1527,ヨモツシコメのミルク,黄泉丑女的乳汁
1528,フェルメサーラのミルク,拉之子美西芙的乳汁
1529,エンジェルグールのミルク,天使食尸鬼的乳汁
1530,ドラゴンゾンビ娘のミルク,僵尸龙娘的乳汁
1531,シグルドリーヴァのミルク,希格德利法的乳汁
1532,サルラック娘のミルク,沙拉克娘的乳汁
1533,シリエルのミルク,希莉艾尔的乳汁
1534,エグエルのミルク,艾格艾尔的乳汁
1535,キメラチャリオッツのミルク,奇美拉战车的乳汁
1536,ナイトロイドのミルク,骑士机器人的乳汁
1537,アサシンロイドのミルク,刺客机器人的乳汁
1538,ユリエルのミルク,尤莉艾尔的乳汁
1539,メルシエルのミルク,梅尔希艾尔的乳汁
1540,セバスイールのミルク,塞巴西艾尔的乳汁
1541,アプティエルのミルク,阿普蒂艾尔的乳汁
1542,クリオネラのミルク,海天使的乳汁
1543,ロズニエルのミルク,罗兹尼艾尔的乳汁
1544,キュビエルのミルク,丘比艾尔的乳汁
1545,ワミエルのミルク,瓦米艾尔的乳汁
1546,イリアスのミルク,伊莉娅丝的乳汁
1547,カオスイリアスのミルク,混沌伊莉娅丝的乳汁
1548,フェンリルのミルク,芬里尔的乳汁
1549,ガルキマセラのミルク,月笛恶魔的乳汁
1550,グレートオークのミルク,巨兽人的乳汁
1551,ランキュバスのミルク,枪兵魅魔的乳汁
1552,リーキュバスのミルク,贪吸魅魔的乳汁
1553,クィーンエヴァのミルク,女王伊娃的乳汁
1554,バフォメットのミルク,巴风特的乳汁
1555,くだんのミルク,件的乳汁
1556,ヴェルラウネのミルク,丝绒娜温的乳汁
1557,ネペンデスのミルク,食人花的乳汁
1558,薔薇貴族のミルク,蔷薇贵族的乳汁
1559,モルボル娘のミルク,魔界花娘的乳汁
1560,華音のミルク,华音的乳汁
1561,ボムスライムのミルク,炸弹史莱姆的乳汁
1562,リキュルスライムのミルク,利口酒史莱姆的乳汁
1563,スライムプリンセスのミルク,史莱姆公主的乳汁
1564,アスラのミルク,阿修罗的乳汁
1565,ギガスライムのミルク,千兆史莱姆的乳汁
1566,禍撫のミルク,祸抚的乳汁
1567,ラミアンナイトメアのミルク,梦魇拉米亚的乳汁
1568,ロードメデューサのミルク,美杜莎领主的乳汁
1569,パンドラのミルク,潘多拉的乳汁
1570,グリモワールのミルク,格里莫瓦的乳汁
1571,ウツボ娘のミルク,海鳝娘的乳汁
1572,アンシェントスキュラのミルク,古代斯库拉的乳汁
1573,ガタノソアのミルク,加塔诺托亚的乳汁
1574,アスモデウスのミルク,阿斯莫德的乳汁
1575,ヨルムンガンドのミルク,耶梦加得的乳汁
1576,三口あかなめのミルク,三口垢舐鬼的乳汁
1577,猫神のミルク,猫神的乳汁
1578,銀鬼のミルク,银鬼的乳汁
1579,陰陽蠍のミルク,阴阳蝎的乳汁
1580,ケット・シーのミルク,凯西猫的乳汁
1581,ガルフォックスのミルク,伽利狐的乳汁
1582,ジュラエイビスのミルク,侏罗龙鸟的乳汁
1583,マルコシアス娘のミルク,马可西亚斯娘的乳汁
1584,アルケオプテリクスのミルク,阿尔凯奥普泰里克斯的乳汁
1585,ローキュバスのミルク,领主魅魔的乳汁
1586,テスタロッサのミルク,特斯塔罗飒的乳汁
1587,上級海賊マーメイドのミルク,高级海贼人鱼的乳汁
1588,グレイトマーマンのミルク,巨型人鱼的乳汁
1589,ギガドライアドのミルク,千兆树精的乳汁
1590,アンブロシアのミルク,安布罗西亚的乳汁
1591,シヴァのミルク,湿婆的乳汁
1592,アルキュバスのミルク,炼金魅魔的乳汁
1593,レスキュバスのミルク,丝带魅魔的乳汁
1594,グラナバスのミルク,熟女魅魔的乳汁
1595,ユーのミルク,优的乳汁
1596,レイのミルク,铃的乳汁
1597,魅凪のミルク,魅凪的乳汁
1598,アリスフィーズ3世のミルク,爱丽丝菲兹3世的乳汁
1599,アリスフィーズ4世のミルク,爱丽丝菲兹4世的乳汁
1600,アリスフィーズ5世のミルク,爱丽丝菲兹5世的乳汁
1601,アリスフィーズ6世のミルク,爱丽丝菲兹6世的乳汁
1602,アリスフィーズ7世のミルク,爱丽丝菲兹7世的乳汁
1603,アリスフィーズ9世のミルク,爱丽丝菲兹9世的乳汁
1604,アリスフィーズ10世のミルク,爱丽丝菲兹10世的乳汁
1605,アリスフィーズ11+12世のミルク,爱丽丝菲兹11+12世的乳汁
1606,アリスフィーズ13世のミルク,爱丽丝菲兹13世的乳汁
1607,アリスフィーズ14世のミルク,爱丽丝菲兹14世的乳汁
1608,ハーゲンベックのミルク,哈根贝克的乳汁
1609,ベック・ザ・ビーストのミルク,野兽贝克的乳汁
1610,サンタマリアのミルク,圣玛利亚的乳汁
1611,セントメイデンのミルク,圣少女的乳汁
1612,切り裂きエリスのミルク,开膛手厄里斯的乳汁
1613,シャウトマータのミルク,咆哮人偶的乳汁
1614,ジャイアントセーラのミルク,巨人莎拉的乳汁
1615,パイズリ人形Mk.2のミルク,""
1616,ラブマータのミルク,爱情人偶的乳汁
1617,ブラヴァツキーのミルク,布拉瓦茨基的乳汁
1618,決戦人型兵器アグニのミルク,决战人型兵器阿耆尼的乳汁
1619,快楽人形・雅姫のミルク,快乐人偶・雅姬的乳汁
1620,影紬のミルク,影䌷的乳汁
1621,黄泉蜘蛛のミルク,黄泉蜘蛛的乳汁
1622,魁狐々のミルク,魁狐狐的乳汁
1623,蘭天狗のミルク,兰天狗的乳汁
1624,混沌のアリスのミルク,混沌的爱丽丝的乳汁
1625,ナンキュバスのミルク,玉女魅魔的乳汁
1626,パビルサグのミルク,帕皮尔萨格的乳汁
1627,マンイーターのミルク,食人者的乳汁
1628,古代竜のミルク,古代龙的乳汁
1629,ロアのミルク,洛阿的乳汁
1630,魔列車のミルク,魔列车的乳汁
1631,ハイバフォメットのミルク,高阶巴风特的乳汁
1632,ローグエルフのミルク,叛逆精灵的乳汁
1633,蛭蟲のミルク,蛭虫的乳汁
1634,マガツカルラのミルク,祸津迦楼罗的乳汁
1635,ガーゴイル娘のミルク,石像鬼娘的乳汁
1636,アテナのミルク,雅典娜的乳汁
1637,リリスオリジンのミルク,莉莉丝起源的乳汁
1638,エルベティエ・カナデのミルク,艾露贝提耶・祸抚的乳汁
1639,阿吽のミルク,阿吽的乳汁
1640,ドラゴンヘッドのミルク,龙首的乳汁
1641,モンストロのミルク,巨鲸的乳汁
1642,ネプチューンのミルク,尼普顿的乳汁
1643,タオのミルク,道的乳汁
1644,沙蛇のミルク,沙蛇的乳汁
1645,アリスフィーズのミルク,爱丽丝菲兹的乳汁
1646,カオスフィーズのミルク,混沌菲兹的乳汁
1647,失墜の玉座のミルク,失落王座的乳汁
1648,ダブルアンデッドのミルク,双生不死族的乳汁
1649,イズンのミルク,伊敦的乳汁
1650,カースエンジェルズのミルク,诅咒天使的乳汁
1651,アルジェミニのミルク,阿尔杰米妮的乳汁
1652,エルジェミニのミルク,艾尔杰米妮的乳汁
1653,ネリスのミルク,妮莉丝的乳汁
1654,アピロ・ラゴスのミルク,阿皮洛・拉戈斯的乳汁
1655,シェムハザのミルク,示米哈扎的乳汁
1656,アグレイブのミルク,阿格雷夫的乳汁
1657,エクス・ソニアのミルク,艾克斯・索尼娅的乳汁
1658,アンゴルモアのミルク,安哥尔摩亚的乳汁
1659,スターマのミルク,斯塔玛的乳汁
1660,ラジャーラのミルク,拉贾拉的乳汁
1661,メギドリアードのミルク,米吉多树精的乳汁
1662,エグセラのミルク,艾克撒拉的乳汁
1663,アプサラスのミルク,阿普萨拉丝的乳汁
1664,アザゼルのミルク,阿撒兹勒的乳汁
1665,グリゴリのミルク,守望者的乳汁
1666,クレオ・アドラのミルク,克莱奥・阿德拉的乳汁
1667,マガツオオミカミのミルク,祸津大御神的乳汁
1668,ゾルオクトのミルク,佐尔奥克托的乳汁
1669,ティアマトのミルク,提亚玛特的乳汁
1670,シンギュラリティのミルク,奇点的乳汁
1671,奉仕種族のミルク,仆从种族的乳汁
1672,落とし子のミルク,眷族之奶
1673,シスエルのミルク,希斯艾尔之奶
1674,エクスキュウビのミルク,极・九尾之奶
1675,フレールのミルク,弗莱尔之奶
1676,ブラッディドラゴンのミルク,血龙之奶
1677,アプティルトのミルク,阿普蒂尔特之奶
1678,アムナリオのミルク,阿姆纳里奥的乳汁
1679,サマエルのミルク,萨麦尔之奶
1680,シャドウアサシンのミルク,影之刺客之奶
1681,正体不明1のミルク,身份不明1的乳汁
1682,正体不明2のミルク,身份不明2的乳汁
1683,正体不明3のミルク,身份不明3的乳汁
1684,正体不明4のミルク,身份不明4的乳汁
1685,正体不明5のミルク,身份不明5的乳汁
1686,バンシィのミルク,报丧女妖之奶
1687,ボアバンシィのミルク,嗜吞报丧女妖的乳汁
1688,ワールドドロウンのミルク,世界沉没者的乳汁
1689,パズズのミルク,帕祖祖的乳汁
1690,マステマのミルク,莫斯提马的乳汁
1691,ノーライフキングのミルク,无生之王的乳汁
1692,アメノハヅチのミルク,天羽槌的乳汁
1693,八尺様のミルク,八尺大人的乳汁
1694,ニフタ・テロスのミルク,尼菲特・泰罗斯的乳汁
1695,アリスフィーズ11世のミルク,爱丽丝菲兹11世的乳汁
1696,アリスフィーズ12世のミルク,爱丽丝菲兹12世的乳汁
1697,ゲシュタルトのミルク,格式塔的乳汁
1698,ハイブマインドのミルク,蜂巢思维的乳汁
1699,バアル・ゼブブのミルク,巴力・西卜的乳汁
1700,マダムラミアのミルク,拉米亚夫人的乳汁
1701,サタナキアのミルク,萨塔妮基亚的乳汁
1702,七つの大罪のミルク,七宗罪的乳汁
1703,パイズリ人形終異体のミルク,乳交人偶终异体的乳汁
1704,アイアンメイデン終異体のミルク,铁处女终异体的乳汁
1705,呪いの人形終異体のミルク,诅咒人偶终异体的乳汁
1706,マグダのミルク,玛格达的乳汁
1707,白天狐のミルク,白天狐的乳汁
1708,妙法絡新婦のミルク,妙法络新妇的乳汁
1709,全てを識る者のミルク,全知者的乳汁
1710,エキドナのミルク,厄喀德那的乳汁
1711,エキドナクィーンのミルク,厄喀德那女王的乳汁
1712,クトゥルフのミルク,克苏鲁的乳汁
1713,触手の眷属のミルク,触手眷属的乳汁
1714,粘膜の眷属のミルク,粘膜眷属的乳汁
1715,アウタージェリーのミルク,域外水母的乳汁
1716,アウターワームのミルク,域外蠕虫的乳汁
1717,次元侵蝕者のミルク,次元侵蚀者的乳汁
1718,ダークフェニックスのミルク,暗黑凤凰的乳汁
1719,星喰いのミルク,星喰的乳汁
1720,ヌルの眷属・青のミルク,黏黏的眷属・青的乳汁
1721,ヌルの眷属・赤のミルク,黏黏的眷属・赤的乳汁
1722,ヌルの眷属・黄のミルク,黏黏的眷属・黄的乳汁
1723,TTのミルク,TT的乳汁
1724,QQのミルク,QQ的乳汁
1725,ヌール・コギトのミルク,努尔・科吉托的乳汁
1726,グラン・アラーニェのミルク,巨型阿拉涅的乳汁
1727,ベリアルのミルク,贝利亚尔的乳汁
1728,虚竜のミルク,虚龙的乳汁
1729,ゲイザーのミルク,凝视者的乳汁
1730,インドラのミルク,因陀罗的乳汁
1731,トンベリ娘のミルク,冬贝利娘的乳汁
1732,アバドンのミルク,亚巴顿的乳汁
1733,ドーラドーラのミルク,朵拉朵拉的乳汁
1734,ベルゼバブ終異体のミルク,别西卜终异体的乳汁
1735,メルカヴァのミルク,灵轮的乳汁
1736,アガリアレプトのミルク,阿加利亚雷普特的乳汁
1737,魔神のミルク,魔神的乳汁
1738,女神のミルク,女神的乳汁
1739,鬼神のミルク,鬼神的乳汁
1740,デウスエクスマキナのミルク,机械降神的乳汁
1741,カオスのミルク,混沌的乳汁
1801,CD「冒険の始まり」,CD「冒险的开始」
1802,CD「神聖なる調べ」,CD「神圣的调子」
1803,CD「人々の暮らし」,CD「人们的生活」
1804,CD「喜怒哀楽」,CD「喜怒哀乐」
1805,CD「戦いの日々」,CD「战斗的日子」
1806,CD「未知のダンジョン」,CD「未知的迷宫」
1807,CD「神聖なるサン・イリア」,CD「神圣的圣・伊莉娅」
1808,CD「砂漠のサバサ」,CD「沙漠的撒巴萨」
1809,CD「豊かな自然ノア」,CD「丰饶的自然诺亚」
1810,CD「魔導大国グランゴルド」,CD「魔导大国格兰戈尔德」
1811,CD「魔の大陸ヘルゴンド」,CD「魔之大陆赫尔贡多」
1812,CD「精霊の神秘」,CD「精灵的神秘」
1813,CD「大人の経験」,CD「大人的经验」
1814,CD「楽しいステージ」,CD「欢乐的舞台」
1815,CD「大団円」,CD「大团圆」
1816,CD「愉快なアミラ」,CD「愉快的亚米拉」
1817,CD「ヒーロー登場！」,CD「英雄登场！」
1818,CD「空駆けるガルダ」,CD「翱翔天际的加鲁达」
1819,CD「無の刺客アドラメレク」,CD「無的刺客阿德拉梅莱克」
1820,CD「真理の探求者達」,CD「真理的探求者们」
1821,CD「影に紬ぎし者」,CD「影中编织者」
1822,CD「覇王、黒のアリス」,CD「霸王，黑之爱丽丝」
1823,CD「混沌の片鱗」,CD「混沌的一鳞」
1824,CD「天界の冒険」,CD「天界的冒险」
1825,CD「魔界の冒険」,CD「魔界的冒险」
1826,CD「存在しない幼馴染み」,CD「不存在的青梅竹马」
1827,CD「勇者ルカ」,CD「勇者鲁卡」
1828,CD「進め、第三の道」,CD「前进，第三条路」
1829,CD「希望に向かって」,CD「向着希望」
1830,CD「十六の破滅事象」,CD「十六破灭事象」
1831,CD「混沌を晴らす者」,CD「使混沌放晴之人」
1832,CD「七つの世界の勇者達」,CD「七个世界的勇者们」
2024,2024,""
2101,HPの秘石,HP的秘石
2102,HPの大秘石,HP的大秘石
2103,HPの超秘石,HP的超秘石
2104,HPの絶秘石,HP的绝秘石
2105,HPの極秘石,HP的极秘石
2106,HPの神秘石,HP的神秘石
2107,HPの無限秘石,HP的无限秘石
2108,HPの究極秘石,HP的究极秘石
2109,HPの混沌秘石,HP的混沌秘石
2110,HPの最終秘石,HP的最终秘石
2111,力の秘石,力量的秘石
2112,力の大秘石,力量的大秘石
2113,力の超秘石,力量的超秘石
2114,力の絶秘石,力量的绝秘石
2115,力の極秘石,力量的极秘石
2116,力の神秘石,力量的神秘石
2117,力の無限秘石,力量的无限秘石
2118,力の究極秘石,力量的究极秘石
2119,力の混沌秘石,力量的混沌秘石
2120,力の最終秘石,力量的最终秘石
2121,狙う者の秘石,瞄准者的秘石
2122,狙う者の大秘石,瞄准者的大秘石
2123,狙う者の超秘石,瞄准者的超秘石
2124,狙う者の絶秘石,瞄准者的绝秘石
2125,狙う者の極秘石,瞄准者的极秘石
2126,会心の秘石,会心的秘石
2127,会心の大秘石,会心的大秘石
2128,会心の超秘石,会心的超秘石
2129,会心の絶秘石,会心的绝秘石
2130,会心の極秘石,会心的极秘石
2131,反撃の秘石,反击的秘石
2132,反撃の大秘石,反击的大秘石
2133,反撃の超秘石,反击的超秘石
2134,反撃の絶秘石,反击的绝秘石
2135,反撃の極秘石,反击的极秘石
2136,魔法反撃の秘石,魔法反击的秘石
2137,魔法反撃の大秘石,魔法反击的大秘石
2138,魔法反撃の超秘石,魔法反击的超秘石
2139,魔法反撃の絶秘石,魔法反击的绝秘石
2140,魔法反撃の極秘石,魔法反击的极秘石
2141,万能反撃の秘石,万能反击的秘石
2142,万能反撃の大秘石,万能反击的大秘石
2143,万能反撃の超秘石,万能反击的超秘石
2144,万能反撃の絶秘石,万能反击的绝秘石
2145,万能反撃の極秘石,万能反击的极秘石
2146,究極反撃の神秘石,究极反击的神秘石
2147,反撃強化の秘石,反击强化的秘石
2148,反撃強化の大秘石,反击强化的大秘石
2149,反撃強化の絶秘石,反击强化的绝秘石
2150,反撃強化の神秘石,反击强化的神秘石
2151,窮地の秘石,绝境的秘石
2152,窮地の超秘石,绝境的超秘石
2153,窮地の神秘石,绝境的神秘石
2154,窮地の究極秘石,""
2155,仲間思いの秘石,关心同伴的秘石
2156,仲間思いの超秘石,关心同伴的超秘石
2157,仲間思いの神秘石,关心同伴的神秘石
2158,仲間思いの究極秘石,关心同伴的究极秘石
2159,二回攻撃の秘石,两次攻击的秘石
2160,三回攻撃の超秘石,三次攻击的超秘石
2161,四回攻撃の極秘石,四次攻击的极秘石
2162,種族特攻強化の秘石,种族特攻强化的秘石
2163,種族特攻強化の超秘石,种族特攻强化的超秘石
2164,種族特攻強化の神秘石,""
2165,ロイド特攻の秘石,机器人特攻的秘石
2166,ロイド特攻の大秘石,机器人特攻的大秘石
2167,ロイド特攻の極秘石,机器人特攻的极秘石
2168,ロイド特攻の神秘石,""
2169,アポトーシス特攻の秘石,凋零者特攻的秘石
2170,アポトーシス特攻の大秘石,凋零者特攻的大秘石
2171,アポトーシス特攻の極秘石,凋零者特攻的极秘石
2172,アポトーシス特攻の神秘石,""
2173,飛行特攻の秘石,飞行特攻的秘石
2174,飛行特攻の大秘石,飞行特攻的大秘石
2175,飛行特攻の極秘石,飞行特攻的极秘石
2176,飛行特攻の神秘石,""
2177,魔王特攻の絶秘石,魔王特攻的绝秘石
2178,魔王特攻の神秘石,魔王特攻的神秘石
2179,魔王特攻の混沌秘石,""
2180,魔王特攻の最終秘石,魔王特攻的最终秘石
2181,神特攻の絶秘石,神特攻的绝秘石
2182,神特攻の神秘石,神特攻的神秘石
2183,神特攻の混沌秘石,""
2184,神特攻の最終秘石,神特攻的最终秘石
2185,ボス特攻の大秘石,Boss特攻的大秘石
2186,ボス特攻の絶秘石,Boss特攻的绝秘石
2187,ボス特攻の神秘石,Boss特攻的神秘石
2188,ボス特攻の無限秘石,""
2189,人間特攻の秘石,人类特攻的秘石
2190,人間特攻の大秘石,人类特攻的大秘石
2191,人間特攻の極秘石,人类特攻的极秘石
2192,人間特攻の神秘石,""
2193,妖魔特攻の秘石,妖魔特攻的秘石
2194,妖魔特攻の大秘石,妖魔特攻的大秘石
2195,妖魔特攻の極秘石,妖魔特攻的极秘石
2196,妖魔特攻の神秘石,""
2197,亜人特攻の秘石,亚人特攻的秘石
2198,亜人特攻の大秘石,亚人特攻的大秘石
2199,亜人特攻の極秘石,亚人特攻的极秘石
2200,亜人特攻の神秘石,""
2201,淫魔特攻の秘石,淫魔特攻的秘石
2202,淫魔特攻の大秘石,淫魔特攻的大秘石
2203,淫魔特攻の極秘石,淫魔特攻的极秘石
2204,淫魔特攻の神秘石,""
2205,吸血鬼特攻の秘石,吸血鬼特攻的秘石
2206,吸血鬼特攻の大秘石,吸血鬼特攻的大秘石
2207,吸血鬼特攻の極秘石,吸血鬼特攻的极秘石
2208,吸血鬼特攻の神秘石,""
2209,人魚特攻の秘石,人鱼特攻的秘石
2210,人魚特攻の大秘石,人鱼特攻的大秘石
2211,人魚特攻の極秘石,人鱼特攻的极秘石
2212,人魚特攻の神秘石,""
2213,エルフ特攻の秘石,精灵特攻的秘石
2214,エルフ特攻の大秘石,精灵特攻的大秘石
2215,エルフ特攻の極秘石,精灵特攻的极秘石
2216,エルフ特攻の神秘石,""
2217,妖精特攻の秘石,妖精特攻的秘石
2218,妖精特攻の大秘石,妖精特攻的大秘石
2219,妖精特攻の極秘石,妖精特攻的极秘石
2220,妖精特攻の神秘石,""
2221,スライム特攻の秘石,史莱姆特攻的秘石
2222,スライム特攻の大秘石,史莱姆特攻的大秘石
2223,スライム特攻の極秘石,史莱姆特攻的极秘石
2224,スライム特攻の神秘石,""
2225,魔獣特攻の秘石,魔兽特攻的秘石
2226,魔獣特攻の大秘石,魔兽特攻的大秘石
2227,魔獣特攻の極秘石,魔兽特攻的极秘石
2228,魔獣特攻の神秘石,""
2229,妖狐特攻の秘石,妖狐特攻的秘石
2230,妖狐特攻の大秘石,妖狐特攻的大秘石
2231,妖狐特攻の極秘石,妖狐特攻的极秘石
2232,妖狐特攻の神秘石,""
2233,ラミア特攻の秘石,拉米亚特攻的秘石
2234,ラミア特攻の大秘石,拉米亚特攻的大秘石
2235,ラミア特攻の極秘石,拉米亚特攻的极秘石
2236,ラミア特攻の神秘石,""
2237,スキュラ特攻の秘石,斯库拉特攻的秘石
2238,スキュラ特攻の大秘石,斯库拉特攻的大秘石
2239,スキュラ特攻の極秘石,斯库拉特攻的极秘石
2240,スキュラ特攻の神秘石,""
2241,ハーピー特攻の秘石,哈比特攻的秘石
2242,ハーピー特攻の大秘石,哈比特攻的大秘石
2243,ハーピー特攻の極秘石,哈比特攻的极秘石
2244,ハーピー特攻の神秘石,""
2245,竜特攻の秘石,龙特攻的秘石
2246,竜特攻の大秘石,龙特攻的大秘石
2247,竜特攻の極秘石,龙特攻的极秘石
2248,竜特攻の神秘石,""
2249,陸棲種特攻の秘石,陆栖种特攻的秘石
2250,陸棲種特攻の大秘石,陆栖种特攻的大秘石
2251,陸棲種特攻の極秘石,陆栖种特攻的极秘石
2252,陸棲種特攻の神秘石,""
2253,海棲種特攻の秘石,海栖种特攻的秘石
2254,海棲種特攻の大秘石,海栖种特攻的大秘石
2255,海棲種特攻の極秘石,海栖种特攻的极秘石
2256,海棲種特攻の神秘石,""
2257,虫特攻の秘石,虫特攻的秘石
2258,虫特攻の大秘石,虫特攻的大秘石
2259,虫特攻の極秘石,虫特攻的极秘石
2260,虫特攻の神秘石,""
2261,植物特攻の秘石,植物特攻的秘石
2262,植物特攻の大秘石,植物特攻的大秘石
2263,植物特攻の極秘石,植物特攻的极秘石
