ID,名称,中文名称
741,野営（イリアス神殿前）,""
742,グランドノア襲撃,格兰德诺亚袭击
743,おさかな号 B1F,御鱼号 B1F
744,おさかな号 B2F,御鱼号 B2F
745,ひつじのもり,羊之森
746,中章ラストバトル（アリス）,""
747,中章ラストバトル（イリアス）,""
748,ソニア強制加入3,""
749,中章ラストバトル（イリアス）,""
750,中章ラストバトル（アリス）,""
751,中章ラストバトル（イリアス）,""
752,ゴルド王パレード,戈尔德王游行
753,グロリア号,格洛丽亚号
754,孤島1,""
755,ミミックアイランド,宝箱怪岛
756,碑文1,""
758,ステージ51～60,""
759,ステージ61～70,""
760,ステージ71～80,""
761,モンスターハウス,魔物屋
762,マールポート,马尔港
763,海軍本部,海军本部
764,フィノア,菲诺亚
765,グランドノア,格兰德诺亚
766,ヤマタイ村,邪马台村
767,プランセクト村,普兰塞克特村
768,エスタ,埃斯塔
769,リマ村廃墟,利马村废墟
770,ゴッダール,戈达尔
771,グランゴルド,格兰戈尔德
772,地下水路,地下水道
773,スノウヘブン,雪之天堂
774,グランゴルド城 1F,格兰戈尔德城 1F
775,イリアスヴィル,伊莉娅丝村
776,ゴルドポート,戈尔德港
777,サキュバスの村,魅魔村
778,貴婦人の村,贵妇人村
779,スノウヘブン,雪之天堂
780,魔導学園 1F,魔导学园 1F
781,ルドマン結婚,鲁德曼结婚
782,ゴルド砦 1F,戈尔德堡垒 1F
783,サン・イリア城,圣・伊莉娅城
784,幽霊船 B2F,幽灵船 B2F
785,サバサ城1F,撒巴萨城1F
786,滅びの地,毁灭之地
787,領主の館 2F,领主馆 2F
788,創世の館 1F,创世之馆 1F
789,グランドノア城1F,格兰德诺亚城1F
790,泉の精,泉之精灵
791,イリアス神殿跡 第1層,伊莉娅丝神殿遗迹 第1层
792,イリアス神殿跡 第2層,伊莉娅丝神殿遗迹 第2层
793,イリアス神殿跡 第3層,伊莉娅丝神殿遗迹 第3层
794,レミナ研究所,雷米娜研究所
795,マール大回廊,马尔大回廊
796,大海賊の洞窟,大海贼的洞窟
797,ケンカ仲裁・神竜・ルビーの涙,打架仲裁・神龙・红宝石之泪
798,ヘルゴンドの洞窟 1F,赫尔贡多的洞窟 1F
799,化石鉱山 1F,化石矿山 1F
800,宝物庫,宝物库
801,迷宮への洞窟,迷宫之洞窟
802,ミノタウロスの迷宮 1F,米诺陶洛斯的迷宫 1F
803,北のお化け屋敷 1階,北方的鬼屋 1楼
804,魚を捕まえる,捕鱼
805,ヤマタイへの洞窟,通往邪马台的洞窟
806,ウンディーネの泉 B1F,温蒂妮之泉 B1F
807,溶岩鉱窟 1F,熔岩矿窟 1F
808,溶岩鉱窟 B1F,熔岩矿窟 B1F
809,北の海底神殿 1F,北方的海底神殿 1F
810,雪のほこら,雪之祠堂
811,ロストルム山地洞窟,洛斯托鲁姆山地洞窟
812,ゴルド火山洞窟,戈尔德火山洞窟
813,世界樹,世界树
814,探偵,侦探
815,コロシアム,角斗场
816,孤独の地,孤独之地
817,大ボスフロア,大Boss层
818,吸血鬼の魔城 1F,吸血鬼魔城 1F
819,蓬莱山,""
820,レド山,雷德山
821,ライラの大滝 B1F,莱拉大瀑布 B1F
822,雪越えの洞窟 第4層,雪越洞窟 第4层
823,進軍の丘,进军之丘
824,ゴルド東の大毒沼,戈尔德东大毒沼
825,ゴルド海岸,戈尔德海岸
826,風光明媚の山,风景秀丽的山
827,雪越えの洞窟,雪越洞窟
828,妖精の島,妖精之岛
829,レミナ,雷米娜
830,魔王城 1F,""
831,吸血鬼の魔城 B1F,吸血鬼魔城 B1F
832,ライラの大滝,莱拉大瀑布
833,タルタロスCW117136,""
834,スキル習得,技能学习
835,海底神殿,""
836,予告3,""
837,予告4,""
838,混沌の回廊,混沌回廊
839,予告1,""
840,予告2,""
841,予告5,""
842,予告6,""
843,予告2.5,""
844,プロローグ2,""
845,風光明媚の山,风景秀丽的山
846,魔城召喚,魔城召唤
847,ミュスカのゲーム2内装,缪丝卡的游戏2内装
848,迷宮への洞窟,迷宫之洞窟
849,チャプター4幕間,第四章幕间
850,ヤマタイへの洞窟,通往邪马台的洞窟
851,ヤマタイへの洞窟,通往邪马台的洞窟
852,サキュバスの村,魅魔村
853,サキュバスの村屋内,魅魔村室内
854,ゴルド火山洞窟,戈尔德火山洞窟
855,グランドノア城 B1F,格兰德诺亚城 B1F
856,魔城集結イベント1,""
857,イベント,事件
858,ミュスカのゲーム1,""
859,グランドノア,格兰德诺亚
860,ミュスカのゲーム3内装1,""
861,ミュスカのゲーム3,""
862,グランドノア城2F,格兰德诺亚城2F
863,プロローグ3,""
864,エンディング,结局
865,ポケット魔王城 コラボルーム,口袋魔王城 合作室
866,オクストン海岸,奥克斯顿海岸
867,シダラ集落,希达拉村落
868,シダラ集落屋内,希达拉村落室内
869,イズモ村,伊兹莫村
870,イズモ村屋内,伊兹莫村室内
871,グランドノア城 B2F,格兰德诺亚城 B2F
872,グランドノア城 B3F,格兰德诺亚城 B3F
873,魔城トゥーロマンサ,魔城图罗曼卡
874,魔城1F,""
875,魔城2F,""
876,魔城B1F,""
877,魔城B2F,""
878,魔城B3F,""
879,魔城B3FA,""
880,魔城1FA,""
881,魔城1FA左右,""
882,魔城1FB,""
883,魔城1FB左右,""
884,魔城1FB左右部屋,魔城1FB左右房间
885,魔城1FC,""
886,魔城1FC左右,""
887,魔城1FC上,""
888,魔城2F中央左右,""
889,魔城2F中央左右部屋,""
890,魔城2F上部,""
891,魔城B3F魔王の部屋,魔城B3F魔王之室
892,魔城B3F魔王の部屋上,""
893,魔城B3F下,""
894,魔城B1FA隠し部屋,魔城B1FA隐藏房间
895,魔城B1FA左右,""
896,魔城B1FA左下,""
897,魔城B1FB,""
898,魔城B1FB左,""
899,魔城B1FC,""
900,魔城B1FC右,""
901,魔城B1FD,""
902,魔城B1FD左,""
903,魔城B1FE,""
904,魔城B1FE左,""
905,魔城B1FF,""
906,魔城B1FF上,""
907,魔城B1FG,""
908,魔城B1FG下,""
909,魔城B2FA左,""
910,魔城B2FA右,""
911,魔城B2FA上,""
912,魔城B2FA下,""
913,魔城B2F右部屋,""
914,魔城B2FB,""
915,魔城B2FB右,""
916,魔城B2FB上,""
917,魔城B2FB下,""
918,魔城B2FC,""
919,魔城B2FC上,""
920,コラボ,联动
921,魔城トゥーロマンサ崩壊,魔城图罗曼卡崩塌
922,魔城トゥーロマンサ 第1層,魔城图罗曼卡 第1层
923,魔城トゥーロマンサ 第2層,魔城图罗曼卡 第2层
924,魔城トゥーロマンサ 第3層,魔城图罗曼卡 第3层
925,魔城トゥーロマンサ 第4層,魔城图罗曼卡 第4层
926,魔城トゥーロマンサ 第5層,魔城图罗曼卡 第5层
927,魔城トゥーロマンサ 第6層,魔城图罗曼卡 第6层
928,魔城トゥーロマンサ 第7層,魔城图罗曼卡 第7层
929,魔城トゥーロマンサ 第8層,魔城图罗曼卡 第8层
930,魔城トゥーロマンサ 第9層,魔城图罗曼卡 第9层
931,魔城トゥーロマンサ 第10層,魔城图罗曼卡 第10层
932,夜の国 第1層,夜之国 第1层
933,夜の国 第2層,夜之国 第2层
934,夜の国 第3層,夜之国 第3层
935,夜の国 中核,夜之国 核心
936,ミュスカのゲーム2,""
937,貴婦人の村イベント,贵妇人村事件
938,イズモ村上空,伊兹莫村上空
939,イズモ村イベント,伊兹莫村事件
940,イズモ村戦闘,伊兹莫村战斗
941,チャプター7幕間,第七章幕间
942,魔城集結イベント2,""
943,コラボ作戦会議,联合作战会议
944,最終決戦2,""
945,最終決戦1,""
946,同盟者会議,同盟者会议
947,ミュスカ襲撃,缪丝卡袭击
948,魔剣三姉妹戦後,魔剑三姐妹战后
949,ミュスカのゲーム3内装2,""
950,同盟者集結,同盟者集结
951,白兎精神世界,白兔精神世界
952,ヤマタイ大明海,邪马台大明海
953,第四層隠し部屋,第四层隐藏房间
954,ヤマタイ村・夏祭り,邪马台村・夏日祭典
956,玉藻ラファイベント,玉藻拉菲事件
1001,魔界,""
1002,魔王城奪還イベント,魔王城夺还事件
1003,和議会談,和议会谈
1004,天界サン・イリア城 2F黒のアリス襲撃,天界圣・伊莉娅城 2F黑之爱丽丝袭击
1005,月面,月球表面
1006,堕天使の谷 第3層,堕天使之谷 第3层
1007,グランゴルド城監獄 B1F,格兰戈尔德城监狱 B1F
1008,グランゴルド城監獄 B2F,格兰戈尔德城监狱 B2F
1009,グランゴルド城監獄 B3F,格兰戈尔德城监狱 B3F
1010,ルシフィナの家,路西菲娜的家
1011,サバサ,撒巴萨
1012,グランドノア,格兰德诺亚
1013,グランゴルド,格兰戈尔德
1014,天界聖山アモス,天界圣山阿莫斯
1015,妖星外観,妖星外观
1016,神殿上空,""
1017,イリアス神殿最終決戦1,""
1018,イリアス神殿最終決戦2,""
1019,イリアス神殿最終決戦3,""
1020,ワールドブレイカー,世界破坏者
1021,エンディング,结局
1022,天界ラダイト村攻略屋内,天界拉达伊特村攻略屋内
1023,天界ラダイト村攻略2,""
1024,天界ラダイト村宴,天界拉达伊特村宴会
1025,ヘルゴンドのほこら集結,赫尔贡多的神殿集结
1026,魔界サキュバスの村戦闘,魔界魅魔村战斗
1027,魔界サキュバスの村屋内戦闘,魔界魅魔村屋内战斗
1028,グランゴルド戦5,""
1029,魔界グランドノア城 B1F,魔界格兰德诺亚城 B1F
1030,魔界グランゴルド城 2F攻略,魔界格兰戈尔德城 2F攻略
1031,魔界グランゴルド城 3F攻略,魔界格兰戈尔德城 3F攻略
1032,魔界グランゴルド城 4F攻略,魔界格兰戈尔德城 4F攻略
1033,メタサン救出,梅塔森救出
1034,魔界グランドノア城 1F,魔界格兰德诺亚城 1F
1035,魔界グランドノア城 2F,魔界格兰德诺亚城 2F
1036,魔界グランドノア城 3F,魔界格兰德诺亚城 3F
1037,魔界グランドノア城 4F,魔界格兰德诺亚城 4F
1038,魔界グランゴルド城 1F偵察,魔界格兰戈尔德城 1F侦察
1039,魔界グランゴルド城 3F,魔界格兰戈尔德城 3F
1040,魔界グランゴルド城 4F,魔界格兰戈尔德城 4F
1041,魔界グランゴルド城 5F,魔界格兰戈尔德城 5F
1042,魔界グランゴルド城 2F,魔界格兰戈尔德城 2F
1043,魔界グランゴルド城 1F攻略,魔界格兰戈尔德城 1F攻略
1044,魔界グランゴルド地下水路偵察,魔界格兰戈尔德地下水路侦察
1045,魔界グランゴルド地下水路通路偵察,魔界格兰戈尔德地下水路通道侦察
1046,魔界グランゴルド城 5F攻略,魔界格兰戈尔德城 5F攻略
1047,混沌レミナ研究所 実験室,混沌雷米娜研究所 实验室
1048,混沌レミナ研究所 操作室,混沌雷米娜研究所 操作室
1049,魔界グランゴルド偵察,魔界格兰戈尔德侦察
1050,魔界グランゴルド地下水路,魔界格兰戈尔德地下水路
1051,魔界グランゴルド地下水路通路,魔界格兰戈尔德地下水路通道
1052,魔界グランゴルド地下水路襲撃,魔界格兰戈尔德地下水路袭击
1053,魔界グランゴルド城 2F襲撃,魔界格兰戈尔德城 2F袭击
1054,魔界グランゴルド城 3F襲撃,魔界格兰戈尔德城 3F袭击
1055,魔界グランゴルド城 4F襲撃,魔界格兰戈尔德城 4F袭击
1056,魔界グランゴルド城 5F襲撃,魔界格兰戈尔德城 5F袭击
1057,魔界グランゴルド城 1F,魔界格兰戈尔德城 1F
1058,魔界グランドノア城 1F攻略,魔界格兰德诺亚城 1F攻略
1059,魔界グランドノア城 2F攻略,魔界格兰德诺亚城 2F攻略
1060,魔界グランドノア城 3F攻略,魔界格兰德诺亚城 3F攻略
1061,魔界グランドノア城 4F攻略,魔界格兰德诺亚城 4F攻略
1062,魔界グランドノア城 1F襲撃,魔界格兰德诺亚城 1F袭击
1063,魔界グランドノア城 2F襲撃,魔界格兰德诺亚城 2F袭击
1064,イリアス演説,伊莉娅丝演讲
1065,グランゴルド戦1,""
1066,グランゴルド戦2,""
1067,グランゴルド戦3,""
1068,グランゴルド戦4,""
1069,グランゴルド戦,格兰戈尔德战
1070,スノウヘブン大学 1F,雪之天堂大学 1F
1071,和睦の宴,和睦之宴
1072,魔界ヤマタイ村 2F,魔界邪马台村 2F
1073,魔界ヤマタイ攻撃1,""
1074,魔界ヤマタイ攻撃2,""
1075,天界罪人の封牢2,""
1076,月面の機械要塞,月球机械要塞
1077,月面の機械要塞 1F,月球机械要塞 1F
1078,月面の機械要塞 2F,月球机械要塞 2F
1079,魔界ゴルド砦 1F,魔界戈尔德堡垒 1F
1080,魔界ゴルド砦 2F,魔界戈尔德堡垒 2F
1081,魔界ゴルド砦 3F,魔界戈尔德堡垒 3F
1082,月面の機械要塞 3F,月球机械要塞 3F
1083,ルルイエに至る道 B1F,通往拉莱耶的道路 B1F
1084,ルルイエに至る道 B2F,通往拉莱耶的道路 B2F
1085,ルルイエに至る道 B3F,通往拉莱耶的道路 B3F
1086,魔界サキュバスの村屋敷 1F戦闘,魔界魅魔村宅邸 1F战斗
1087,魔界サキュバスの村屋敷 2F戦闘,魔界魅魔村宅邸 2F战斗
1088,魔界サキュバスの村屋敷 B1F戦闘,魔界魅魔村宅邸 B1F战斗
1089,管理者の塔 6F,管理者之塔 6F
1090,管理者の塔 7F,管理者之塔 7F
1091,管理者の塔 8F,管理者之塔 8F
1092,管理者の塔 9F,管理者之塔 9F
1093,魔界ヤマタイ攻撃3,""
1094,魔界ヤマタイ戦後1,""
1095,妖星中枢,""
1096,魔界ヤマタイ戦後3,""
1097,魔界サキュバスの村屋敷 1F,魔界魅魔村宅邸 1F
1098,魔界サキュバスの村屋敷 B1F,魔界魅魔村宅邸 B1F
1099,魔界サキュバスの村屋敷 2F,魔界魅魔村宅邸 2F
1100,魔界サン・イリア城 B3F襲撃,魔界圣・伊莉娅城 B3F袭击
1101,魔界サン・イリア城 B2F襲撃,魔界圣・伊莉娅城 B2F袭击
1102,魔界ヤマタイ村 1F襲撃,魔界邪马台村 1F袭击
1103,魔界ヤマタイ村 2F襲撃,魔界邪马台村 2F袭击
1104,魔界ヤマタイ村 3F襲撃,魔界邪马台村 3F袭击
1105,会議後イベント1,""
1106,魔界サン・イリア城 1F襲撃,魔界圣・伊莉娅城 1F袭击
1107,魔界フィノア木1襲撃,魔界菲诺亚木1袭击
1108,魔界フィノア木2襲撃,魔界菲诺亚木2袭击
1109,魔界ヤマタイ村 4F破壊,魔界邪马台村 4F破坏
1110,魔界ヤマタイ村 B1F,魔界邪马台村 B1F
1111,魔界ヤマタイ村 B2F,魔界邪马台村 B2F
1112,魔界ヤマタイ村 1F攻略,魔界邪马台村 1F攻略
1113,魔界ヤマタイ村 3F,魔界邪马台村 3F
1114,魔界ヤマタイ村 4F,魔界邪马台村 4F
1115,魔界ヤマタイ村 4F襲撃,魔界邪马台村 4F袭击
1116,魔界ヤマタイ村 B1F攻略,魔界邪马台村 B1F攻略
1117,会議後イベント2,""
1118,魔界ヤマタイ村 B2F攻略,魔界邪马台村 B2F攻略
1119,魔界ヤマタイ戦後2,""
1120,アルマエルマ母,阿露艾露玛母亲
1121,人形遣いの塔,操偶师之塔
1122,イリアス神殿2F,伊莉娅丝神殿2F
1123,リリスイベント1,""
1124,リリスイベント2,""
1125,リリスイベント4,""
1126,リリスイベント3,""
1127,魔界サン・イリア城 B1F,魔界圣・伊莉娅城 B1F
1128,魔界サン・イリア城 B2F,魔界圣・伊莉娅城 B2F
1129,魔界サン・イリア城 B1F襲撃,魔界圣・伊莉娅城 B1F袭击
1130,リリスイベント5,""
1131,邪神城上空1,""
1132,邪神城上空2,""
1133,魔界ラストバトル心象世界,魔界最终战斗心象世界
1134,邪神城最終決戦2,""
1135,邪神城最終決戦1,""
1136,邪神城最終決戦3,""
1137,スノウヘブン大学 2F,雪之天堂大学 2F
1138,魔界エンド2,""
1139,ジャッジメント,审判
1140,スノウヘブン大学 3F,雪之天堂大学 3F
1141,魔界エンド1,""
1142,魔界罪人の封牢,魔界罪人之封牢
1143,魔界罪人の封牢 1F,魔界罪人之封牢 1F
1144,魔界罪人の封牢 2F,魔界罪人之封牢 2F
1145,侵蝕サバサ城 1F,侵蚀撒巴萨城 1F
1146,侵蝕サバサ城 2F,侵蚀撒巴萨城 2F
1147,魔界モンテカルロ,魔界蒙特卡洛
1148,堕天使の谷 第1層,堕天使之谷 第1层
1149,堕天使の谷 第2層,堕天使之谷 第2层
1150,大海賊の洞窟 1F,大海贼的洞窟 1F
1151,大海賊の洞窟 2F,大海贼的洞窟 2F
1152,内部,""
1153,天界ナタリアポート,天界娜塔莉亚港
1154,ラダイト村はずれ,拉达伊特村外
1155,ラダイト村洞窟,拉达伊特村洞窟
1156,混沌グランゴルド城 1F,混沌格兰戈尔德城 1F
1157,混沌グランゴルド城 2F,混沌格兰戈尔德城 2F
1158,混沌グランゴルド城 3F,混沌格兰戈尔德城 3F
1159,混沌グランゴルド城 4F,混沌格兰戈尔德城 4F
1160,混沌グランゴルド城 5F,混沌格兰戈尔德城 5F
1161,混沌グランゴルド城監獄 B1F,混沌格兰戈尔德城监狱 B1F
1162,魔界水精の泉,魔界水精之泉
1163,混沌グランゴルド城監獄 B2F,混沌格兰戈尔德城监狱 B2F
1164,混沌グランゴルド城監獄 B3F,混沌格兰戈尔德城监狱 B3F
1165,混沌グランドノア城 1F,混沌格兰德诺亚城 1F
1166,混沌グランドノア城 2F,混沌格兰德诺亚城 2F
1167,混沌グランドノア城 3F,混沌格兰德诺亚城 3F
1168,混沌グランドノア城 4F,混沌格兰德诺亚城 4F
1169,混沌サン・イリア城 研究室,混沌圣・伊莉娅城 研究室
1170,混沌サン・イリア演説,混沌圣・伊莉娅演说
1171,鍛冶場炎イベント,锻冶场炎事件
1172,混沌サバサ城 1F攻略,混沌撒巴萨城 1F攻略
1173,混沌サバサ城 2F攻略,混沌撒巴萨城 2F攻略
1174,混沌サバサ城 3F攻略,混沌撒巴萨城 3F攻略
1175,ルルイエ,拉莱耶
1176,ルルイエ神殿 第1層,拉莱耶神殿 第1层
1177,幽霊船への船,幽灵船的船
1178,混沌サン・イリア城 1F,混沌圣・伊莉娅城 1F
1179,混沌サン・イリア城 2F,混沌圣・伊莉娅城 2F
1180,エンリカ記憶,恩里卡记忆
1181,混沌サバサ城 1F,混沌撒巴萨城 1F
1182,混沌サバサ城 2F,混沌撒巴萨城 2F
1183,魔界に天界軍集結,魔界天界军集结
1184,破壊レミナ研究所教会,破坏雷米娜研究所教会
1185,破壊レミナ研究所入口,破坏雷米娜研究所入口
1186,混沌イリアスヴィル,混沌伊莉娅丝村
1187,混沌イリアスヴィル屋内,混沌伊莉娅丝村室内
1188,混沌イリアスヴィル裏山,混沌伊莉娅丝村后山
1189,混沌エンリカ屋内,混沌恩里卡室内
1190,混沌サン・イリア屋内,混沌圣・伊莉娅室内
1191,混沌サバサ屋内,混沌撒巴萨室内
1192,混沌サキュバス村屋内,混沌魅魔村室内
1193,天界,""
1194,混沌ゴルド砦 1F,混沌戈尔德堡垒 1F
1195,混沌ゴルド砦 2F,混沌戈尔德堡垒 2F
1196,混沌ゴルド砦 3F,混沌戈尔德堡垒 3F
1197,混沌グランドノア屋内,混沌格兰德诺亚室内
1198,混沌コロシアム入口,混沌角斗场入口
1199,混沌コロシアム屋内,混沌角斗场室内
1200,混沌コロシアム闘技場,混沌角斗场竞技场
1201,混沌ヤマタイ村屋内,混沌邪马台村室内
1202,混沌グランゴルド屋内,混沌格兰戈尔德室内
1203,天界精霊の森 第1層,天界精灵之森 第1层
1204,天界精霊の森 第2層,天界精灵之森 第2层
1205,天界ナタリアポート屋内,天界娜塔莉亚港室内
1206,妖星デミウルゴス,妖星迪米乌哥斯
1207,魔界最終決戦開始,魔界最终决战开始
1208,妖星デミウルゴス 1F,妖星迪米乌哥斯 1F
1209,妖星デミウルゴス 3F,妖星迪米乌哥斯 3F
1210,天界聖山アモス内部,天界圣山阿莫斯内部
1211,天界聖山アモス天辺,天界圣山阿莫斯山顶
1212,天界精霊の森 第3層,天界精灵之森 第3层
1213,魔界精霊の森 第1層,魔界精灵之森 第1层
1214,魔界精霊の森 第2層,魔界精灵之森 第2层
1215,魔界精霊の森 第3層,魔界精灵之森 第3层
1216,魔界精霊の森 第2層中,魔界精灵之森 第2层中
1217,混沌精霊の森 第1層,混沌精灵之森 第1层
1218,混沌精霊の森 第2層,混沌精灵之森 第2层
1219,混沌精霊の森 第3層,混沌精灵之森 第3层
1220,混沌精霊の森 第1層奥,混沌精灵之森 第1层深处
1221,天界サファル砂漠遺跡 第1層,天界萨法尔沙漠遗迹 第1层
1222,天界サファル砂漠遺跡 第2層,天界萨法尔沙漠遗迹 第2层
1223,天界サファル砂漠遺跡 第3層,天界萨法尔沙漠遗迹 第3层
1224,天界サファル砂漠遺跡 第4層,天界萨法尔沙漠遗迹 第4层
1225,天界サファル砂漠遺跡 第4層中,天界萨法尔沙漠遗迹 第4层中
1226,天界サファル砂漠遺跡 第5層,天界萨法尔沙漠遗迹 第5层
1227,天界サファル砂漠遺跡 第5層中,天界萨法尔沙漠遗迹 第5层中
1228,魔界サファル砂漠遺跡 第1層,魔界萨法尔沙漠遗迹 第1层
1229,魔界サファル砂漠遺跡 第2層,魔界萨法尔沙漠遗迹 第2层
1230,魔界サファル砂漠遺跡 第3層,魔界萨法尔沙漠遗迹 第3层
1231,魔界サファル砂漠遺跡 第4層,魔界萨法尔沙漠遗迹 第4层
1232,呪われし海底神殿 第1層,被诅咒的海底神殿 第1层
1233,魔界サファル砂漠遺跡 第5層,魔界萨法尔沙漠遗迹 第5层
1234,魔界サファル砂漠遺跡屋内1,""
1235,混沌サファル砂漠遺跡 第1層,混沌萨法尔沙漠遗迹 第1层
1236,混沌サファル砂漠遺跡 第2層,混沌萨法尔沙漠遗迹 第2层
1237,混沌サファル砂漠遺跡 第3層,混沌萨法尔沙漠遗迹 第3层
1238,混沌サファル砂漠遺跡 第4層,混沌萨法尔沙漠遗迹 第4层
1239,混沌サファル砂漠遺跡 第4層中,混沌萨法尔沙漠遗迹 第4层中
1240,混沌サファル砂漠遺跡 第5層,混沌萨法尔沙漠遗迹 第5层
1241,混沌サファル砂漠遺跡 第5層中,混沌萨法尔沙漠遗迹 第5层中
1242,天界水精の泉 B1F,天界水精之泉 B1F
1243,天界水精の泉 B2F,天界水精之泉 B2F
1244,天界水精の泉 B3F,天界水精之泉 B3F
1245,天界水精の泉 B4F,天界水精之泉 B4F
1246,魔界水精の泉 B1F,魔界水精之泉 B1F
1247,魔界水精の泉 B2F,魔界水精之泉 B2F
1248,魔界水精の泉 B3F,魔界水精之泉 B3F
1249,魔界水精の泉 B4F,魔界水精之泉 B4F
1250,混沌水精の泉 B1F,混沌水精之泉 B1F
1251,混沌水精の泉 B2F,混沌水精之泉 B2F
1252,混沌水精の泉 B3F,混沌水精之泉 B3F
1253,混沌水精の泉 B4F,混沌水精之泉 B4F
1254,混沌水精の泉 B4内部,混沌水精之泉 B4内部
1255,天界ゴルド火山洞窟 1F,天界戈尔德火山洞窟 1F
1256,天界ゴルド火山洞窟 B1F,天界戈尔德火山洞窟 B1F
1257,天界ゴルド火山洞窟 B2F,天界戈尔德火山洞窟 B2F
1258,天界ゴルド火山洞窟 B3F,天界戈尔德火山洞窟 B3F
1259,魔界ゴルド火山洞窟 1F,魔界戈尔德火山洞窟 1F
1260,魔界ゴルド火山洞窟 B1F,魔界戈尔德火山洞窟 B1F
1261,魔界ゴルド火山洞窟 B2F,魔界戈尔德火山洞窟 B2F
1262,魔界ゴルド火山洞窟 B3F,魔界戈尔德火山洞窟 B3F
1263,混沌ゴルド火山洞窟 1F,混沌戈尔德火山洞窟 1F
1264,混沌ゴルド火山洞窟 B1F,混沌戈尔德火山洞窟 B1F
1265,混沌ゴルド火山洞窟 B2F,混沌戈尔德火山洞窟 B2F
1266,混沌ゴルド火山洞窟 B3F,混沌戈尔德火山洞窟 B3F
1267,呪われし海底神殿 第2層,被诅咒的海底神殿 第2层
1268,呪われし海底神殿 第3層,被诅咒的海底神殿 第3层
1269,封魔の洞窟 1F,封魔洞窟 1F
1270,封魔の洞窟 B1F,封魔洞窟 B1F
1271,封魔の洞窟 B2F,封魔洞窟 B2F
1272,リリス体内 第1層,莉莉丝体内 第1层
1273,リリス体内 第2層,莉莉丝体内 第2层
1274,混沌妖星デミウルゴス 第3層,混沌妖星迪米乌哥斯 第3层
1275,混沌妖星デミウルゴス 第4層,混沌妖星迪米乌哥斯 第4层
1276,混沌妖星デミウルゴス,混沌妖星迪米乌哥斯
1277,侵蝕サバサ,侵蚀撒巴萨
1278,侵蝕サバサ屋内,侵蚀撒巴萨室内
1279,ルルイエ神殿 第2層,拉莱耶神殿 第2层
1280,混沌エンディング11,""
1281,混沌イリアス神殿,混沌伊莉娅丝神殿
1282,混沌妖星デミウルゴス 第1層,混沌妖星迪米乌哥斯 第1层
1283,混沌妖星デミウルゴス 第2層,混沌妖星迪米乌哥斯 第2层
1284,リリス体内 第3層,莉莉丝体内 第3层
1285,リリス体内 第4層,莉莉丝体内 第4层
1286,リリス体内 第5層,莉莉丝体内 第5层
1287,混沌,""
1288,混沌イリアス神殿 1階,混沌伊莉娅丝神殿 1层
1289,混沌イリアス神殿 2階,混沌伊莉娅丝神殿 2层
1290,混沌イリアス神殿 3階,混沌伊莉娅丝神殿 3层
1291,混沌イリアス神殿上層 第1層,混沌伊莉娅丝神殿上层 第1层
1292,混沌イリアス神殿上層 第2層,混沌伊莉娅丝神殿上层 第2层
1293,混沌イリアス神殿上層 第3層,混沌伊莉娅丝神殿上层 第3层
1294,混沌イリアス神殿上層 第4層,混沌伊莉娅丝神殿上层 第4层
1295,混沌魔導学園 1F,混沌魔导学院 1F
1296,混沌魔導学園 2F,混沌魔导学院 2F
1297,混沌魔導学園 3F,混沌魔导学院 3F
1298,混沌創世の館 1F,混沌创世之馆 1F
1299,管理者の塔 1F,管理者之塔 1F
1300,管理者の塔 2F,管理者之塔 2F
1301,管理者の塔 3F,管理者之塔 3F
1302,管理者の塔 4F,管理者之塔 4F
1303,管理者の塔 5F,管理者之塔 5F
1304,混沌創世の館 B1F,混沌创世之馆 B1F
1305,混沌創世の館 2F,混沌创世之馆 2F
1306,星の中核 B1F,星之中核 B1F
1307,星の中核 B2F,星之中核 B2F
1308,星の中核 B3F,星之中核 B3F
1309,黄泉比良坂への道 B1F,黄泉比良坂之路 B1F
1310,黄泉比良坂への道 B2F,黄泉比良坂之路 B2F
1311,黄泉比良坂への道 B3F,黄泉比良坂之路 B3F
1312,黄泉比良坂,""
1313,黄泉比良坂 1F,""
1314,黄泉比良坂 2F,""
1315,黄泉比良坂 3F,""
1316,混沌邪神城 1F,""
1317,邪神城 1F,""
1318,邪神城 2F,""
1319,邪神城 3F,""
1320,邪神城 4F,""
1321,邪神城 5F,""
1322,イリアス神殿 第1層,伊莉娅丝神殿 第1层
1323,イリアス神殿 第1層2,""
1324,イリアス神殿 第3層,伊莉娅丝神殿 第3层
1325,イリアス神殿 第4層,伊莉娅丝神殿 第4层
1326,イリアス神殿 第5層,伊莉娅丝神殿 第5层
1327,イリアス神殿 第6層,伊莉娅丝神殿 第6层
1328,混沌邪神城 2F,""
1329,混沌邪神城 3F,""
1330,混沌邪神城 4F,""
1331,混沌聖山アモス,混沌圣山阿莫斯
1332,混沌聖山アモス内部,混沌圣山阿莫斯内部
1333,混沌聖山アモス天辺,混沌圣山阿莫斯顶峰
1334,魔界蓬莱山 第1層,魔界蓬莱山 第1层
1335,魔界蓬莱山 第2層,魔界蓬莱山 第2层
1336,魔界蓬莱山 第3層,魔界蓬莱山 第3层
1337,ゲシュタルト・ハイブマインド 第1層,格式塔・蜂巢思维 第1层
1338,ゲシュタルト・ハイブマインド 第2層,格式塔・蜂巢思维 第2层
1339,ゲシュタルト・ハイブマインド 第3層,格式塔・蜂巢思维 第3层
