"产物ID","产物名称","产物种类","配方ID","合成方案","中文合成方案","中文产物名称"
"413","ナイトメアセーター","防具","1267","金币：22000；材料：防具 ID 387「リリスのセーター」×1；物品 ID 2「高級薬草」×1","金币：22000；材料：防具 ID 387「莉莉丝的毛衣」×1；物品 ID 2「高级药草」×1","噩梦毛衣"
"413","ナイトメアセーター","防具","2455","金币：22000；材料：防具 ID 387「リリスのセーター」×1；物品 ID 876「虚夢の欠片」×1","金币：22000；材料：防具 ID 387「莉莉丝的毛衣」×1；物品 ID 876「虚梦的碎片」×1","噩梦毛衣"
"414","ブレイブフルフォース","防具","1342","金币：20000；材料：防具 ID 408「ブレイブフォース」×1；物品 ID 2「高級薬草」×1","金币：20000；材料：防具 ID 408「勇气之力」×1；物品 ID 2「高级药草」×1","勇气之力"
"414","ブレイブフルフォース","防具","2386","金币：20000；材料：防具 ID 408「ブレイブフォース」×1；物品 ID 878「カオスマター」×1；物品 ID 879「紅蓮の瞳」×1","金币：20000；材料：防具 ID 408「勇气之力」×1；物品 ID 878「混沌物质」×1；物品 ID 879「红莲之瞳」×1","勇气之力"
"415","侵蝕され尽くしたコート","防具","1377","金币：22200；材料：防具 ID 398「侵蝕されたコート」×1；物品 ID 2「高級薬草」×1","金币：22200；材料：防具 ID 398「被侵蚀的大衣」×1；物品 ID 2「高级药草」×1","被侵蚀殆尽的斗篷"
"415","侵蝕され尽くしたコート","防具","2456","金币：22200；材料：防具 ID 398「侵蝕されたコート」×1；物品 ID 886「根源の闇」×1","金币：22200；材料：防具 ID 398「被侵蚀的大衣」×1；物品 ID 886「根源的黑暗」×1","被侵蚀殆尽的斗篷"
"418","上忍の衣","防具","562","金币：4400；材料：防具 ID 21「忍びの衣改」×1；物品 ID 257「偉大なる花びら」×1","金币：4400；材料：防具 ID 21「忍者的衣服改」×1；物品 ID 257「伟大的花瓣」×1","上忍之衣"
"419","グリーンハンター","防具","563","金币：4400；材料：防具 ID 417「狩人の衣」×1；物品 ID 254「強靱なる蛇尾」×1","金币：4400；材料：防具 ID 417「猎人的衣服」×1；物品 ID 254「坚韧的蛇尾」×1","绿色猎人"
"421","熾天使の闘衣","防具","646","金币：5000；材料：防具 ID 27「天使闘衣」×1；物品 ID 262「神々しい花びら」×1","金币：5000；材料：防具 ID 27「天使斗衣」×1；物品 ID 262「神圣花瓣」×1","炽天使的斗衣"
"422","淫魔闘衣","防具","647","金币：5000；材料：防具 ID 27「天使闘衣」×1；物品 ID 266「絶美の尻尾」×1","金币：5000；材料：防具 ID 27「天使斗衣」×1；物品 ID 266「绝美尾巴」×1","淫魔斗衣"
"423","大剣豪の衣","防具","735","金币：6000；材料：防具 ID 24「師範の羽織」×1；物品 ID 267「極竜の牙」×1","金币：6000；材料：防具 ID 24「师范羽织」×1；物品 ID 267「极龙之牙」×1","大剑豪的衣"
"424","インフィニティアサルト","防具","734","金币：6000；材料：防具 ID 29「アサルトスーツ」×1；物品 ID 268「無限細胞」×1","金币：6000；材料：防具 ID 29「突击套装」×1；物品 ID 268「无限细胞」×1","无限突击"
"426","極忍龍衣","防具","839","金币：7200；材料：防具 ID 418「上忍の衣」×1；物品 ID 275「最後の竜牙」×1","金币：7200；材料：防具 ID 418「上忍之衣」×1；物品 ID 275「最终之龙牙」×1","极忍龙衣"
"427","極淫艶衣","防具","840","金币：7200；材料：防具 ID 422「淫魔闘衣」×1；物品 ID 287「世界蛇尾」×1","金币：7200；材料：防具 ID 422「淫魔斗衣」×1；物品 ID 287「世界蛇尾」×1","极淫艳衣"
"428","熾天使の闘衣・聖誅","防具","907","金币：8900；材料：防具 ID 421「熾天使の闘衣」×1；物品 ID 284「シヴァの髪」×1","金币：8900；材料：防具 ID 421「炽天使的斗衣」×1；物品 ID 284「湿婆的头发」×1","炽天使的斗衣・圣诛"
"429","影衣","防具","940","金币：9600；材料：防具 ID 426「極忍龍衣」×1；物品 ID 2「高級薬草」×1","金币：9600；材料：防具 ID 426「极忍龙衣」×1；物品 ID 2「高级药草」×1","影衣"
"429","影衣","防具","2022","金币：9600；材料：防具 ID 426「極忍龍衣」×1；物品 ID 825「ダークマター」×1","金币：9600；材料：防具 ID 426「极忍龙衣」×1；物品 ID 825「暗物质」×1","影衣"
"430","エメラルドハート","防具","1006","金币：12000；材料：防具 ID 419「グリーンハンター」×1；物品 ID 2「高級薬草」×1","金币：12000；材料：防具 ID 419「绿色猎人」×1；物品 ID 2「高级药草」×1","翡翠之心"
"430","エメラルドハート","防具","2088","金币：12000；材料：防具 ID 419「グリーンハンター」×1；物品 ID 834「シャインエキス」×1","金币：12000；材料：防具 ID 419「绿色猎人」×1；物品 ID 834「闪耀精华」×1","翡翠之心"
"431","天剣の衣","防具","1068","金币：14400；材料：防具 ID 423「大剣豪の衣」×1；物品 ID 2「高級薬草」×1","金币：14400；材料：防具 ID 423「大剑豪的衣」×1；物品 ID 2「高级药草」×1","天剑之衣"
"431","天剣の衣","防具","2150","金币：14400；材料：防具 ID 423「大剣豪の衣」×1；物品 ID 846「神威の羽根」×1","金币：14400；材料：防具 ID 423「大剑豪的衣」×1；物品 ID 846「神威的羽毛」×1","天剑之衣"
"432","アンリミテッドアサルト","防具","1135","金币：16800；材料：防具 ID 424「インフィニティアサルト」×1；物品 ID 2「高級薬草」×1","金币：16800；材料：防具 ID 424「无限突击」×1；物品 ID 2「高级药草」×1","无限突击"
"432","アンリミテッドアサルト","防具","2217","金币：16800；材料：防具 ID 424「インフィニティアサルト」×1；物品 ID 855「世界樹の花びら」×1","金币：16800；材料：防具 ID 424「无限突击」×1；物品 ID 855「世界树的花瓣」×1","无限突击"
"433","怒りのドラゴン","防具","2285","金币：19200；材料：防具 ID 28「覇竜闘衣」×1；物品 ID 863「竜神の牙」×1","金币：19200；材料：防具 ID 28「霸龙斗衣」×1；物品 ID 863「龙神的牙齿」×1","愤怒的龙"
"434","シオンの闘衣","防具","1259","金币：26000；材料：防具 ID 428「熾天使の闘衣・聖誅」×1；物品 ID 2「高級薬草」×1","金币：26000；材料：防具 ID 428「炽天使的斗衣・圣诛」×1；物品 ID 2「高级药草」×1","锡安的战斗服"
"434","シオンの闘衣","防具","2417","金币：26000；材料：防具 ID 428「熾天使の闘衣・聖誅」×1；物品 ID 875「永劫の羽根」×1","金币：26000；材料：防具 ID 428「炽天使的斗衣・圣诛」×1；物品 ID 875「永劫的羽根」×1","锡安的战斗服"
"435","神闘衣オシリス","防具","1343","金币：24000；材料：防具 ID 425「オシリスの闘衣」×1；物品 ID 2「高級薬草」×1","金币：24000；材料：防具 ID 425「奥西里斯的斗衣」×1；物品 ID 2「高级药草」×1","神斗衣奥西里斯"
"435","神闘衣オシリス","防具","2387","金币：24000；材料：防具 ID 425「オシリスの闘衣」×1；物品 ID 878「カオスマター」×1；物品 ID 880「雷土の結晶石」×1","金币：24000；材料：防具 ID 425「奥西里斯的斗衣」×1；物品 ID 878「混沌物质」×1；物品 ID 880「雷土的结晶石」×1","神斗衣奥西里斯"
"436","リリスの魔装束","防具","1378","金币：26200；材料：防具 ID 427「極淫艶衣」×1；物品 ID 2「高級薬草」×1","金币：26200；材料：防具 ID 427「极淫艳衣」×1；物品 ID 2「高级药草」×1","莉莉丝的魔装束"
"436","リリスの魔装束","防具","2457","金币：26200；材料：防具 ID 427「極淫艶衣」×1；物品 ID 886「根源の闇」×1","金币：26200；材料：防具 ID 427「极淫艳衣」×1；物品 ID 886「根源的黑暗」×1","莉莉丝的魔装束"
"438","試作複合素材プレート","防具","513","金币：5500；材料：防具 ID 46「プリズムプレート」×1；物品 ID 253「カオストロン」×1","金币：5500；材料：防具 ID 46「棱镜胸甲」×1；物品 ID 253「混沌之核」×1","试作复合材料胸甲"
"442","ワイルドタイガー","防具","590","金币：7000；材料：防具 ID 440「獣の胸当て」×1；物品 ID 260「超力の結晶」×1","金币：7000；材料：防具 ID 440「兽胸甲」×1；物品 ID 260「超力结晶」×1","狂野虎"
"445","大商人の胸当て","防具","648","金币：7700；材料：防具 ID 439「商人の胸当て」×1；物品 ID 261「神蟲の鱗粉」×1","金币：7700；材料：防具 ID 439「商人胸甲」×1；物品 ID 261「神虫鳞粉」×1","大商人胸甲"
"446","大海賊の胸当て","防具","649","金币：7700；材料：防具 ID 441「海賊の胸当て」×1；物品 ID 259「深海の鱗」×1","金币：7700；材料：防具 ID 441「海贼胸甲」×1；物品 ID 259「深海之鳞」×1","大海贼胸甲"
"447","軽複合素材プレート","防具","675","金币：7800；材料：防具 ID 438「試作複合素材プレート」×1；物品 ID 265「ナノ歯車」×1","金币：7800；材料：防具 ID 438「试作复合材料胸甲」×1；物品 ID 265「纳米齿轮」×1","轻复合材料胸甲"
"448","ネクストアーク","防具","683","金币：8000；材料：防具 ID 444「アークチェスト」×1；物品 ID 263「神物の破片」×1","金币：8000；材料：防具 ID 444「弧光胸甲」×1；物品 ID 263「神物碎片」×1","次世代弧光"
"450","神聖なる胸当て","防具","736","金币：8400；材料：防具 ID 49「流星の胸当て」×1；物品 ID 262「神々しい花びら」×1","金币：8400；材料：防具 ID 49「流星制胸甲」×1；物品 ID 262「神圣花瓣」×1","神圣胸甲"
"451","竜の胸当て","防具","737","金币：8400；材料：防具 ID 49「流星の胸当て」×1；物品 ID 267「極竜の牙」×1","金币：8400；材料：防具 ID 49「流星制胸甲」×1；物品 ID 267「极龙之牙」×1","龙之胸甲"
"454","スピードガード","防具","841","金币：12000；材料：防具 ID 443「疾風の胸当て」×1；物品 ID 277「究極の羽根」×1","金币：12000；材料：防具 ID 443「疾风胸甲」×1；物品 ID 277「究极之羽」×1","速度护甲"
"455","聖竜の胸当て","防具","842","金币：12000；材料：防具 ID 450「神聖なる胸当て」×1；防具 ID 451「竜の胸当て」×1；物品 ID 275「最後の竜牙」×1","金币：12000；材料：防具 ID 450「神圣胸甲」×1；防具 ID 451「龙之胸甲」×1；物品 ID 275「最终之龙牙」×1","圣龙胸甲"
"456","軽複合素材プレート・改","防具","880","金币：12500；材料：防具 ID 447「軽複合素材プレート」×1；物品 ID 279「ネクストコア」×1","金币：12500；材料：防具 ID 447「轻复合材料胸甲」×1；物品 ID 279「次世代核心」×1","轻复合材料胸甲・改"
"457","ヒルベルト変換装甲","防具","1016","金币：20000；材料：防具 ID 456「軽複合素材プレート・改」×1；物品 ID 2「高級薬草」×1","金币：20000；材料：防具 ID 456「轻复合材料胸甲・改」×1；物品 ID 2「高级药草」×1","希尔伯特转换装甲"
"457","ヒルベルト変換装甲","防具","2098","金币：20000；材料：防具 ID 456「軽複合素材プレート・改」×1；物品 ID 842「高次半導体」×1","金币：20000；材料：防具 ID 456「轻复合材料胸甲・改」×1；物品 ID 842「高次半导体」×1","希尔伯特转换装甲"
"459","ラストアーク","防具","941","金币：16000；材料：防具 ID 448「ネクストアーク」×1；物品 ID 2「高級薬草」×1","金币：16000；材料：防具 ID 448「次世代弧光」×1；物品 ID 2「高级药草」×1","最终弧光"
"459","ラストアーク","防具","2023","金币：16000；材料：防具 ID 448「ネクストアーク」×1；物品 ID 821「神の涙石」×1","金币：16000；材料：防具 ID 448「次世代弧光」×1；物品 ID 821「神的泪石」×1","最终弧光"
"460","ワールドトレーダー","防具","971","金币：17000；材料：防具 ID 445「大商人の胸当て」×1；物品 ID 2「高級薬草」×1","金币：17000；材料：防具 ID 445「大商人胸甲」×1；物品 ID 2「高级药草」×1","世界商人"
"460","ワールドトレーダー","防具","2053","金币：17000；材料：防具 ID 445「大商人の胸当て」×1；物品 ID 831「魔界樹の花びら」×1","金币：17000；材料：防具 ID 445「大商人胸甲」×1；物品 ID 831「魔界树的花瓣」×1","世界商人"
"461","触手装甲","防具","1007","金币：19000；材料：防具 ID 449「触手まみれの胸当て」×1；物品 ID 2「高級薬草」×1","金币：19000；材料：防具 ID 449「触手缠绕胸甲」×1；物品 ID 2「高级药草」×1","触手装甲"
"461","触手装甲","防具","2089","金币：19000；材料：防具 ID 449「触手まみれの胸当て」×1；物品 ID 835「超蛭蟲細胞」×1","金币：19000；材料：防具 ID 449「触手缠绕胸甲」×1；物品 ID 835「超蛭虫细胞」×1","触手装甲"
"462","タイドタイガー","防具","1037","金币：21000；材料：防具 ID 442「ワイルドタイガー」×1；物品 ID 2「高級薬草」×1","金币：21000；材料：防具 ID 442「狂野虎」×1；物品 ID 2「高级药草」×1","潮汐虎"
"462","タイドタイガー","防具","2119","金币：21000；材料：防具 ID 442「ワイルドタイガー」×1；物品 ID 837「神々しい角」×1","金币：21000；材料：防具 ID 442「狂野虎」×1；物品 ID 837「神圣的角」×1","潮汐虎"
"464","バッカニア","防具","1069","金币：23000；材料：防具 ID 446「大海賊の胸当て」×1；物品 ID 2「高級薬草」×1","金币：23000；材料：防具 ID 446「大海贼胸甲」×1；物品 ID 2「高级药草」×1","巴卡尼亚"
"464","バッカニア","防具","2151","金币：23000；材料：防具 ID 446「大海賊の胸当て」×1；物品 ID 845「神獣の爪」×1","金币：23000；材料：防具 ID 446「大海贼胸甲」×1；物品 ID 845「神兽的爪」×1","巴卡尼亚"
"465","ヘルメスガード","防具","1136","金币：26600；材料：防具 ID 454「スピードガード」×1；物品 ID 2「高級薬草」×1","金币：26600；材料：防具 ID 454「速度护甲」×1；物品 ID 2「高级药草」×1","赫尔墨斯护甲"
"465","ヘルメスガード","防具","2218","金币：26600；材料：防具 ID 454「スピードガード」×1；物品 ID 854「集合意識の甲殻」×1","金币：26600；材料：防具 ID 454「速度护甲」×1；物品 ID 854「集合意识的甲壳」×1","赫尔墨斯护甲"
"466","アトラス","防具","1162","金币：28000；材料：防具 ID 50「ジャイアントプレート」×1；物品 ID 2「高級薬草」×1","金币：28000；材料：防具 ID 50「巨人胸甲」×1；物品 ID 2「高级药草」×1","阿特拉斯"
"466","アトラス","防具","2244","金币：28000；材料：防具 ID 50「ジャイアントプレート」×1；物品 ID 859「牛魔王の角」×1","金币：28000；材料：防具 ID 50「巨人胸甲」×1；物品 ID 859「牛魔王的角」×1","阿特拉斯"
"467","神竜の胸当て","防具","1204","金币：31000；材料：防具 ID 455「聖竜の胸当て」×1；物品 ID 2「高級薬草」×1","金币：31000；材料：防具 ID 455「圣龙胸甲」×1；物品 ID 2「高级药草」×1","神龙胸甲"
"467","神竜の胸当て","防具","2286","金币：31000；材料：防具 ID 455「聖竜の胸当て」×1；物品 ID 863「竜神の牙」×1","金币：31000；材料：防具 ID 455「圣龙胸甲」×1；物品 ID 863「龙神的牙齿」×1","神龙胸甲"
"468","ヒルベルト増幅装甲・最終型","防具","1222","金币：38000；材料：防具 ID 457「ヒルベルト変換装甲」×1；物品 ID 2「高級薬草」×1","金币：38000；材料：防具 ID 457「希尔伯特转换装甲」×1；物品 ID 2「高级药草」×1","希尔伯特增幅装甲・最终型"
"468","ヒルベルト増幅装甲・最終型","防具","2395","金币：38000；材料：防具 ID 457「ヒルベルト変換装甲」×1；物品 ID 866「オメガコア」×1","金币：38000；材料：防具 ID 457「希尔伯特转换装甲」×1；物品 ID 866「欧米伽核心」×1","希尔伯特增幅装甲・最终型"
"471","ハイエンジェルクロス","防具","564","金币：6300；材料：防具 ID 67「エンジェルクロス」×1；物品 ID 256「恩寵の羽根」×1","金币：6300；材料：防具 ID 67「天使十字」×1；物品 ID 256「恩宠的羽毛」×1","高阶天使十字"
"475","神仙万華鎧","防具","738","金币：8600；材料：防具 ID 472「神仙の鎧」×1；物品 ID 262「神々しい花びら」×1","金币：8600；材料：防具 ID 472「神仙之铠」×1；物品 ID 262「神圣花瓣」×1","神仙万华铠"
"476","四精万華鎧","防具","843","金币：11400；材料：防具 ID 475「神仙万華鎧」×1；物品 ID 280「エレメントコア」×1","金币：11400；材料：防具 ID 475「神仙万华铠」×1；物品 ID 280「元素核心」×1","四精万华铠"
"477","ハインの黒鎧","防具","844","金币：11400；材料：防具 ID 473「黒騎士の鎧」×1；物品 ID 273「ハインリヒ細胞」×1","金币：11400；材料：防具 ID 473「黑骑士之铠」×1；物品 ID 273「海因里希细胞」×1","海因的黑铠"
"479","エレメントガード","防具","972","金币：18000；材料：防具 ID 476「四精万華鎧」×1；物品 ID 2「高級薬草」×1","金币：18000；材料：防具 ID 476「四精万华铠」×1；物品 ID 2「高级药草」×1","元素守护"
"479","エレメントガード","防具","2054","金币：18000；材料：防具 ID 476「四精万華鎧」×1；物品 ID 831「魔界樹の花びら」×1","金币：18000；材料：防具 ID 476「四精万华铠」×1；物品 ID 831「魔界树的花瓣」×1","元素守护"
"480","ハインの輝黒鎧","防具","1038","金币：21000；材料：防具 ID 477「ハインの黒鎧」×1；物品 ID 2「高級薬草」×1","金币：21000；材料：防具 ID 477「海因的黑铠」×1；物品 ID 2「高级药草」×1","海因的辉黑铠"
"480","ハインの輝黒鎧","防具","2120","金币：21000；材料：防具 ID 477「ハインの黒鎧」×1；物品 ID 841「ドッペル細胞Σ」×1","金币：21000；材料：防具 ID 477「海因的黑铠」×1；物品 ID 841「克隆体细胞Σ」×1","海因的辉黑铠"
"482","ゴッドクロス","防具","1100","金币：24500；材料：防具 ID 471「ハイエンジェルクロス」×1；物品 ID 2「高級薬草」×1","金币：24500；材料：防具 ID 471「高阶天使十字」×1；物品 ID 2「高级药草」×1","神之十字"
"482","ゴッドクロス","防具","2182","金币：24500；材料：防具 ID 471「ハイエンジェルクロス」×1；物品 ID 848「永遠の鱗」×1","金币：24500；材料：防具 ID 471「高阶天使十字」×1；物品 ID 848「永恒的鳞片」×1","神之十字"
"483","メンアットアームズ","防具","1137","金币：26600；材料：防具 ID 474「バトラーアームズ」×1；物品 ID 2「高級薬草」×1","金币：26600；材料：防具 ID 474「战士之铠」×1；物品 ID 2「高级药草」×1","武器在手"
"483","メンアットアームズ","防具","2219","金币：26600；材料：防具 ID 474「バトラーアームズ」×1；物品 ID 854「集合意識の甲殻」×1","金币：26600；材料：防具 ID 474「战士之铠」×1；物品 ID 854「集合意识的甲壳」×1","武器在手"
"486","紅星の鎧","防具","1425","金币：41800；材料：防具 ID 485「混沌の鎧」×1；物品 ID 2「高級薬草」×1","金币：41800；材料：防具 ID 485「混沌之铠」×1；物品 ID 2「高级药草」×1","红星之铠"
"486","紅星の鎧","防具","2498","金币：41800；材料：防具 ID 485「混沌の鎧」×1；物品 ID 887「反物質」×1","金币：41800；材料：防具 ID 485「混沌之铠」×1；物品 ID 887「反物质」×1","红星之铠"
"488","南覇朱雀の鎧","防具","580","金币：7200；材料：防具 ID 82「朱雀の鎧」×1；物品 ID 271「天空の羽根」×1","金币：7200；材料：防具 ID 82「朱雀之铠」×1；物品 ID 271「天空之羽」×1","南霸朱雀之铠"
"489","七色華鎧","防具","651","金币：8000；材料：防具 ID 91「プリズムメイル・エア」×1；物品 ID 262「神々しい花びら」×1","金币：8000；材料：防具 ID 91「棱镜铠甲・风」×1；物品 ID 262「神圣花瓣」×1","七色华铠"
"490","グロリアスオズマ","防具","650","金币：8000；材料：防具 ID 93「グロリアスヘブン」×1；物品 ID 264「オズマ細胞」×1","金币：8000；材料：防具 ID 93「荣耀天堂」×1；物品 ID 264「奥兹玛细胞」×1","辉煌奥兹玛"
"492","ギガントマキシム","防具","739","金币：9300；材料：防具 ID 101「グレイトマキシム」×1；物品 ID 269「終蟲の甲殻」×1","金币：9300；材料：防具 ID 101「伟大麦克斯姆」×1；物品 ID 269「终虫甲壳」×1","巨型麦克斯"
"493","増殖重装","防具","740","金币：9300；材料：防具 ID 100「無敵重装」×1；物品 ID 282「蛭蟲細胞」×1","金币：9300；材料：防具 ID 100「无敌重装」×1；物品 ID 282「蛭虫细胞」×1","增殖重装"
"493","増殖重装","防具","1203","金币：19200；材料：防具 ID 28「覇竜闘衣」×1；物品 ID 2「高級薬草」×1","金币：19200；材料：防具 ID 28「霸龙斗衣」×1；物品 ID 2「高级药草」×1","增殖重装"
"496","真・聖皇の鎧","防具","845","金币：12500；材料：防具 ID 495「聖皇の鎧」×1；物品 ID 277「究極の羽根」×1","金币：12500；材料：防具 ID 495「圣皇制铠」×1；物品 ID 277「究极之羽」×1","真・圣皇制铠"
"498","真・闇皇の鎧","防具","846","金币：12500；材料：防具 ID 497「闇皇の鎧」×1；物品 ID 281「最後の結晶」×1","金币：12500；材料：防具 ID 497「暗皇制铠」×1；物品 ID 281「最终之结晶」×1","真・暗皇制铠"
"499","バハムートメイル","防具","847","金币：13000；材料：防具 ID 102「ドラゴンメイル参式」×1；物品 ID 275「最後の竜牙」×1","金币：13000；材料：防具 ID 102「龙铠参式」×1；物品 ID 275「最终之龙牙」×1","巴哈姆特之铠"
"500","魔王の鎧","防具","895","金币：14000；材料：防具 ID 99「蛇帝衣ラミアンティーヌ」×1；物品 ID 272「黒のアリス細胞」×1","金币：14000；材料：防具 ID 99「蛇帝衣拉米亚提努」×1；物品 ID 272「黑之爱丽丝细胞」×1","魔王之铠"
"501","英雄の鎧","防具","915","金币：14000；材料：防具 ID 97「ハインリヒの鎧」×1；物品 ID 276「ルカ細胞」×1","金币：14000；材料：防具 ID 97「海因里希之铠」×1；物品 ID 276「鲁卡细胞」×1","英雄之铠"
"505","八色万華鎧","防具","942","金币：17000；材料：防具 ID 489「七色華鎧」×1；物品 ID 2「高級薬草」×1","金币：17000；材料：防具 ID 489「七色华铠」×1；物品 ID 2「高级药草」×1","八色万华铠"
"505","八色万華鎧","防具","2024","金币：17000；材料：防具 ID 489「七色華鎧」×1；物品 ID 823「きらきらゼリー」×1","金币：17000；材料：防具 ID 489「七色华铠」×1；物品 ID 823「闪闪发光的果冻」×1","八色万华铠"
"506","飛竜鎧","防具","973","金币：18500；材料：防具 ID 499「バハムートメイル」×1；物品 ID 2「高級薬草」×1","金币：18500；材料：防具 ID 499「巴哈姆特之铠」×1；物品 ID 2「高级药草」×1","飞龙铠"
"506","飛竜鎧","防具","2055","金币：18500；材料：防具 ID 499「バハムートメイル」×1；物品 ID 829「蒼天の羽根」×1","金币：18500；材料：防具 ID 499「巴哈姆特之铠」×1；物品 ID 829「苍天的羽毛」×1","飞龙铠"
"507","真・覇竜の鎧","防具","1008","金币：20000；材料：防具 ID 491「覇竜の鎧」×1；物品 ID 2「高級薬草」×1","金币：20000；材料：防具 ID 491「霸龙之铠」×1；物品 ID 2「高级药草」×1","真・霸龙之铠"
"507","真・覇竜の鎧","防具","2090","金币：20000；材料：防具 ID 491「覇竜の鎧」×1；物品 ID 833「竜王の牙」×1","金币：20000；材料：防具 ID 491「霸龙之铠」×1；物品 ID 833「龙王的牙齿」×1","真・霸龙之铠"
"510","グロリアスオメガ","防具","1070","金币：24500；材料：防具 ID 490「グロリアスオズマ」×1；物品 ID 2「高級薬草」×1","金币：24500；材料：防具 ID 490「辉煌奥兹玛」×1；物品 ID 2「高级药草」×1","辉煌欧米伽"
"510","グロリアスオメガ","防具","2152","金币：24500；材料：防具 ID 490「グロリアスオズマ」×1；物品 ID 843「終焉の結晶」×1","金币：24500；材料：防具 ID 490「辉煌奥兹玛」×1；物品 ID 843「终焉的结晶」×1","辉煌欧米伽"
"512","灰燼の王","防具","1101","金币：26000；材料：防具 ID 499「バハムートメイル」×1；物品 ID 2「高級薬草」×1","金币：26000；材料：防具 ID 499「巴哈姆特之铠」×1；物品 ID 2「高级药草」×1","灰烬之王"
"512","灰燼の王","防具","2183","金币：26000；材料：防具 ID 499「バハムートメイル」×1；物品 ID 849「悪夢の胞子」×1","金币：26000；材料：防具 ID 499「巴哈姆特之铠」×1；物品 ID 849「恶梦的孢子」×1","灰烬之王"
"514","ヘビーパワード","防具","1163","金币：30000；材料：防具 ID 492「ギガントマキシム」×1；物品 ID 2「高級薬草」×1","金币：30000；材料：防具 ID 492「巨型麦克斯」×1；物品 ID 2「高级药草」×1","重型动力"
"514","ヘビーパワード","防具","2245","金币：30000；材料：防具 ID 492「ギガントマキシム」×1；物品 ID 859「牛魔王の角」×1","金币：30000；材料：防具 ID 492「巨型麦克斯」×1；物品 ID 859「牛魔王的角」×1","重型动力"
"516","楯無","防具","1205","金币：32000；材料：防具 ID 493「増殖重装」×1；物品 ID 2「高級薬草」×1","金币：32000；材料：防具 ID 493「增殖重装」×1；物品 ID 2「高级药草」×1","楯无"
"516","楯無","防具","2287","金币：32000；材料：防具 ID 493「増殖重装」×1；物品 ID 932「カオストルマリン」×1","金币：32000；材料：防具 ID 493「增殖重装」×1；物品 ID 932「混沌电气石」×1","楯无"
"517","四聖南覇朱雀の鎧","防具","1250","金币：34000；材料：防具 ID 488「南覇朱雀の鎧」×1；物品 ID 2「高級薬草」×1","金币：34000；材料：防具 ID 488「南霸朱雀之铠」×1；物品 ID 2「高级药草」×1","四圣南霸朱雀之铠"
"517","四聖南覇朱雀の鎧","防具","2353","金币：34000；材料：防具 ID 488「南覇朱雀の鎧」×1；物品 ID 867「古神の依代」×1","金币：34000；材料：防具 ID 488「南霸朱雀之铠」×1；物品 ID 867「古神的依代」×1","四圣南霸朱雀之铠"
"518","源氏の鎧・マガツ","防具","1251","金币：34000；材料：防具 ID 98「源氏の鎧」×1；物品 ID 2「高級薬草」×1","金币：34000；材料：防具 ID 98「源氏之铠」×1；物品 ID 2「高级药草」×1","源氏之铠・祸津"
"518","源氏の鎧・マガツ","防具","2354","金币：34000；材料：防具 ID 98「源氏の鎧」×1；物品 ID 867「古神の依代」×1","金币：34000；材料：防具 ID 98「源氏之铠」×1；物品 ID 867「古神的依代」×1","源氏之铠・祸津"
"520","覇竜炎帝の鎧","防具","1313","金币：44000；材料：防具 ID 507「真・覇竜の鎧」×1；物品 ID 2「高級薬草」×1","金币：44000；材料：防具 ID 507「真・霸龙之铠」×1；物品 ID 2「高级药草」×1","霸龙炎帝之铠"
"520","覇竜炎帝の鎧","防具","2341","金币：44000；材料：防具 ID 507「真・覇竜の鎧」×1；物品 ID 873「テラ甲殻」×1","金币：44000；材料：防具 ID 507「真・霸龙之铠」×1；物品 ID 873「大地甲壳」×1","霸龙炎帝之铠"
"521","冥府黄泉桜鎧","防具","1314","金币：36000；材料：防具 ID 494「冥府の鎧」×1；防具 ID 508「黄泉の鎧」×1；物品 ID 2「高級薬草」×1","金币：36000；材料：防具 ID 494「冥府之铠」×1；防具 ID 508「黄泉之铠」×1；物品 ID 2「高级药草」×1","冥府黄泉樱铠"
"521","冥府黄泉桜鎧","防具","2342","金币：36000；材料：防具 ID 494「冥府の鎧」×1；防具 ID 508「黄泉の鎧」×1；物品 ID 872「ヌル細胞」×1","金币：36000；材料：防具 ID 494「冥府之铠」×1；防具 ID 508「黄泉之铠」×1；物品 ID 872「努尔细胞」×1","冥府黄泉樱铠"
"522","覇天鎧アテナ","防具","1344","金币：40000；材料：防具 ID 511「アテナの鎧」×1；物品 ID 2「高級薬草」×1","金币：40000；材料：防具 ID 511「雅典娜之铠」×1；物品 ID 2「高级药草」×1","霸天铠雅典娜"
"522","覇天鎧アテナ","防具","2388","金币：40000；材料：防具 ID 511「アテナの鎧」×1；物品 ID 878「カオスマター」×1；物品 ID 883「ゴッドライト」×1","金币：40000；材料：防具 ID 511「雅典娜之铠」×1；物品 ID 878「混沌物质」×1；物品 ID 883「神光」×1","霸天铠雅典娜"
"523","英雄の輝鎧","防具","1348","金币：44000；材料：防具 ID 501「英雄の鎧」×1；物品 ID 2「高級薬草」×1","金币：44000；材料：防具 ID 501「英雄之铠」×1；物品 ID 2「高级药草」×1","英雄的光辉铠"
"523","英雄の輝鎧","防具","2487","金币：44000；材料：防具 ID 501「英雄の鎧」×1；物品 ID 877「勇者の魂」×1","金币：44000；材料：防具 ID 501「英雄之铠」×1；物品 ID 877「勇者的魂」×1","英雄的光辉铠"
"524","天軍聖鎧","防具","1353","金币：48000；材料：防具 ID 504「天軍の鎧」×1；物品 ID 2「高級薬草」×1","金币：48000；材料：防具 ID 504「天军之铠」×1；物品 ID 2「高级药草」×1","天军神圣铠"
