"产物ID","产物名称","产物种类","配方ID","合成方案","中文合成方案","中文产物名称"
"2574","バーン付加の超秘石","物品","3048","金币：10000；材料：物品 ID 93「空の超秘石」×1；物品 ID 2573「バーン付加の大秘石」×2","金币：10000；材料：物品 ID 93「空的超秘石」×1；物品 ID 2573「燃烧附加的大秘石」×2","燃烧附加的超秘石"
"2575","バーン付加の絶秘石","物品","3236","金币：30000；材料：物品 ID 94「空の絶秘石」×1；物品 ID 2574「バーン付加の超秘石」×2","金币：30000；材料：物品 ID 94「空的绝秘石」×1；物品 ID 2574「燃烧附加的超秘石」×2","燃烧附加的绝秘石"
"2577","フリーズ付加の秘石","物品","1649","金币：1000；材料：物品 ID 91「空の秘石」×1；物品 ID 57「凍結蒼氷石」×1","金币：1000；材料：物品 ID 91「空秘石」×1；物品 ID 57「冻结苍冰石」×1","冻结附加的秘石"
"2578","フリーズ付加の大秘石","物品","1760","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 2577「フリーズ付加の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 2577「冻结附加的秘石」×2","冻结附加的大秘石"
"2579","フリーズ付加の超秘石","物品","3049","金币：10000；材料：物品 ID 93「空の超秘石」×1；物品 ID 2578「フリーズ付加の大秘石」×2","金币：10000；材料：物品 ID 93「空的超秘石」×1；物品 ID 2578「冻结附加的大秘石」×2","冻结附加的超秘石"
"2580","フリーズ付加の絶秘石","物品","3237","金币：30000；材料：物品 ID 94「空の絶秘石」×1；物品 ID 2579「フリーズ付加の超秘石」×2","金币：30000；材料：物品 ID 94「空的绝秘石」×1；物品 ID 2579「冻结附加的超秘石」×2","冻结附加的绝秘石"
"2582","ショック付加の秘石","物品","1650","金币：1000；材料：物品 ID 91「空の秘石」×1；物品 ID 61「電光黄雷石」×1","金币：1000；材料：物品 ID 91「空秘石」×1；物品 ID 61「电光黄雷石」×1","电击附加的秘石"
"2583","ショック付加の大秘石","物品","1761","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 2582「ショック付加の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 2582「电击附加的秘石」×2","电击附加的大秘石"
"2584","ショック付加の超秘石","物品","3050","金币：10000；材料：物品 ID 93「空の超秘石」×1；物品 ID 2583「ショック付加の大秘石」×2","金币：10000；材料：物品 ID 93「空的超秘石」×1；物品 ID 2583「电击附加的大秘石」×2","电击附加的超秘石"
"2585","ショック付加の絶秘石","物品","3238","金币：30000；材料：物品 ID 94「空の絶秘石」×1；物品 ID 2584「ショック付加の超秘石」×2","金币：30000；材料：物品 ID 94「空的绝秘石」×1；物品 ID 2584「电击附加的超秘石」×2","电击附加的绝秘石"
"2587","スロウ付加の秘石","物品","1651","金币：1000；材料：物品 ID 91「空の秘石」×1；物品 ID 200「理知の歯車」×1","金币：1000；材料：物品 ID 91「空秘石」×1；物品 ID 200「理智的齿轮」×1","减速附加的秘石"
"2588","スロウ付加の大秘石","物品","1762","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 2587「スロウ付加の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 2587「减速附加的秘石」×2","减速附加的大秘石"
"2589","スロウ付加の超秘石","物品","3051","金币：10000；材料：物品 ID 93「空の超秘石」×1；物品 ID 2588「スロウ付加の大秘石」×2","金币：10000；材料：物品 ID 93「空的超秘石」×1；物品 ID 2588「减速附加的大秘石」×2","减速附加的超秘石"
"2590","スロウ付加の絶秘石","物品","3239","金币：30000；材料：物品 ID 94「空の絶秘石」×1；物品 ID 2589「スロウ付加の超秘石」×2","金币：30000；材料：物品 ID 94「空的绝秘石」×1；物品 ID 2589「减速附加的超秘石」×2","减速附加的绝秘石"
"2592","ストップ付加の秘石","物品","1652","金币：1000；材料：物品 ID 91「空の秘石」×1；物品 ID 200「理知の歯車」×1","金币：1000；材料：物品 ID 91「空秘石」×1；物品 ID 200「理智的齿轮」×1","停止附加的秘石"
"2593","ストップ付加の大秘石","物品","1763","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 2592「ストップ付加の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 2592「停止附加的秘石」×2","停止附加的大秘石"
"2594","ストップ付加の超秘石","物品","3052","金币：10000；材料：物品 ID 93「空の超秘石」×1；物品 ID 2593「ストップ付加の大秘石」×2","金币：10000；材料：物品 ID 93「空的超秘石」×1；物品 ID 2593「停止附加的大秘石」×2","停止附加的超秘石"
"2595","ストップ付加の絶秘石","物品","3240","金币：30000；材料：物品 ID 94「空の絶秘石」×1；物品 ID 2594「ストップ付加の超秘石」×2","金币：30000；材料：物品 ID 94「空的绝秘石」×1；物品 ID 2594「停止附加的超秘石」×2","停止附加的绝秘石"
"2597","ミニマム付加の秘石","物品","1653","金币：1000；材料：物品 ID 91「空の秘石」×1；物品 ID 229「精霊のどんぐり」×1","金币：1000；材料：物品 ID 91「空秘石」×1；物品 ID 229「精灵的橡果」×1","缩小附加的秘石"
"2598","ミニマム付加の大秘石","物品","1764","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 2597「ミニマム付加の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 2597「缩小附加的秘石」×2","缩小附加的大秘石"
"2599","ミニマム付加の超秘石","物品","3053","金币：10000；材料：物品 ID 93「空の超秘石」×1；物品 ID 2598「ミニマム付加の大秘石」×2","金币：10000；材料：物品 ID 93「空的超秘石」×1；物品 ID 2598「缩小附加的大秘石」×2","缩小附加的超秘石"
"2600","ミニマム付加の絶秘石","物品","3241","金币：30000；材料：物品 ID 94「空の絶秘石」×1；物品 ID 2599「ミニマム付加の超秘石」×2","金币：30000；材料：物品 ID 94「空的绝秘石」×1；物品 ID 2599「缩小附加的超秘石」×2","缩小附加的绝秘石"
"2602","ゾンビ付加の秘石","物品","1654","金币：1000；材料：物品 ID 91「空の秘石」×1；物品 ID 221「ネクロパウダー」×1","金币：1000；材料：物品 ID 91「空秘石」×1；物品 ID 221「死灵粉末」×1","僵尸附加的秘石"
"2603","ゾンビ付加の大秘石","物品","1765","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 2602「ゾンビ付加の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 2602「僵尸附加的秘石」×2","僵尸附加的大秘石"
"2604","ゾンビ付加の超秘石","物品","3054","金币：10000；材料：物品 ID 93「空の超秘石」×1；物品 ID 2603「ゾンビ付加の大秘石」×2","金币：10000；材料：物品 ID 93「空的超秘石」×1；物品 ID 2603「僵尸附加的大秘石」×2","僵尸附加的超秘石"
"2605","ゾンビ付加の絶秘石","物品","3242","金币：30000；材料：物品 ID 94「空の絶秘石」×1；物品 ID 2604「ゾンビ付加の超秘石」×2","金币：30000；材料：物品 ID 94「空的绝秘石」×1；物品 ID 2604「僵尸附加的超秘石」×2","僵尸附加的绝秘石"
"2607","石化付加の秘石","物品","1655","金币：1000；材料：物品 ID 91「空の秘石」×1；物品 ID 220「メデューサの蛇」×1","金币：1000；材料：物品 ID 91「空秘石」×1；物品 ID 220「美杜莎的蛇」×1","石化附加的秘石"
"2608","石化付加の大秘石","物品","1766","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 2607「石化付加の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 2607「石化附加的秘石」×2","石化附加的大秘石"
"2609","石化付加の超秘石","物品","3055","金币：10000；材料：物品 ID 93「空の超秘石」×1；物品 ID 2608「石化付加の大秘石」×2","金币：10000；材料：物品 ID 93「空的超秘石」×1；物品 ID 2608「石化附加的大秘石」×2","石化附加的超秘石"
"2610","石化付加の絶秘石","物品","3243","金币：30000；材料：物品 ID 94「空の絶秘石」×1；物品 ID 2609「石化付加の超秘石」×2","金币：30000；材料：物品 ID 94「空的绝秘石」×1；物品 ID 2609「石化附加的超秘石」×2","石化附加的绝秘石"
"2612","消化付加の秘石","物品","1656","金币：1000；材料：物品 ID 91「空の秘石」×1；物品 ID 218「ぐにゅぐにゅゼリー」×1","金币：1000；材料：物品 ID 91「空秘石」×1；物品 ID 218「咕啾咕啾的果冻」×1","消化附加的秘石"
"2613","消化付加の大秘石","物品","1767","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 2612「消化付加の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 2612「消化附加的秘石」×2","消化附加的大秘石"
"2614","消化付加の超秘石","物品","3056","金币：10000；材料：物品 ID 93「空の超秘石」×1；物品 ID 2613「消化付加の大秘石」×2","金币：10000；材料：物品 ID 93「空的超秘石」×1；物品 ID 2613「消化附加的大秘石」×2","消化附加的超秘石"
"2615","消化付加の絶秘石","物品","3244","金币：30000；材料：物品 ID 94「空の絶秘石」×1；物品 ID 2614「消化付加の超秘石」×2","金币：30000；材料：物品 ID 94「空的绝秘石」×1；物品 ID 2614「消化附加的超秘石」×2","消化附加的绝秘石"
"2617","スタン付加の秘石","物品","1657","金币：1000；材料：物品 ID 91「空の秘石」×1；物品 ID 245「覇蛇の蛇尾」×1","金币：1000；材料：物品 ID 91「空秘石」×1；物品 ID 245「霸蛇的蛇尾」×1","眩晕附加的秘石"
"2618","スタン付加の大秘石","物品","1768","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 2617「スタン付加の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 2617「眩晕附加的秘石」×2","眩晕附加的大秘石"
"2619","スタン付加の超秘石","物品","3057","金币：10000；材料：物品 ID 93「空の超秘石」×1；物品 ID 2618「スタン付加の大秘石」×2","金币：10000；材料：物品 ID 93「空的超秘石」×1；物品 ID 2618「眩晕附加的大秘石」×2","眩晕附加的超秘石"
"2620","スタン付加の絶秘石","物品","3245","金币：30000；材料：物品 ID 94「空の絶秘石」×1；物品 ID 2619「スタン付加の超秘石」×2","金币：30000；材料：物品 ID 94「空的绝秘石」×1；物品 ID 2619「眩晕附加的超秘石」×2","眩晕附加的绝秘石"
"2622","ヌルヌル付加の秘石","物品","1658","金币：1000；材料：物品 ID 91「空の秘石」×1；物品 ID 165「ネバネバ粘液」×1","金币：1000；材料：物品 ID 91「空秘石」×1；物品 ID 165「黏糊糊粘液」×1","黏滑附加的秘石"
"2623","ヌルヌル付加の大秘石","物品","1769","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 2622「ヌルヌル付加の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 2622「黏滑附加的秘石」×2","黏滑附加的大秘石"
"2624","ヌルヌル付加の超秘石","物品","3058","金币：10000；材料：物品 ID 93「空の超秘石」×1；物品 ID 2623「ヌルヌル付加の大秘石」×2","金币：10000；材料：物品 ID 93「空的超秘石」×1；物品 ID 2623「黏滑附加的大秘石」×2","黏滑附加的超秘石"
"2625","ヌルヌル付加の絶秘石","物品","3246","金币：30000；材料：物品 ID 94「空の絶秘石」×1；物品 ID 2624「ヌルヌル付加の超秘石」×2","金币：30000；材料：物品 ID 94「空的绝秘石」×1；物品 ID 2624「黏滑附加的超秘石」×2","黏滑附加的绝秘石"
"2627","敏感付加の秘石","物品","1659","金币：1000；材料：物品 ID 91「空の秘石」×1；物品 ID 251「妖艶なる尻尾」×1","金币：1000；材料：物品 ID 91「空秘石」×1；物品 ID 251「妖艳的尾巴」×1","敏感附加的秘石"
"2628","敏感付加の大秘石","物品","1770","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 2627「敏感付加の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 2627「敏感附加的秘石」×2","敏感附加的大秘石"
"2629","敏感付加の超秘石","物品","3059","金币：10000；材料：物品 ID 93「空の超秘石」×1；物品 ID 2628「敏感付加の大秘石」×2","金币：10000；材料：物品 ID 93「空的超秘石」×1；物品 ID 2628「敏感附加的大秘石」×2","敏感附加的超秘石"
"2630","敏感付加の絶秘石","物品","3247","金币：30000；材料：物品 ID 94「空の絶秘石」×1；物品 ID 2629「敏感付加の超秘石」×2","金币：30000；材料：物品 ID 94「空的绝秘石」×1；物品 ID 2629「敏感附加的超秘石」×2","敏感附加的绝秘石"
"2632","恍惚付加の秘石","物品","1660","金币：1000；材料：物品 ID 91「空の秘石」×1；物品 ID 251「妖艶なる尻尾」×1","金币：1000；材料：物品 ID 91「空秘石」×1；物品 ID 251「妖艳的尾巴」×1","恍惚附加的秘石"
"2633","恍惚付加の大秘石","物品","1771","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 2632「恍惚付加の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 2632「恍惚附加的秘石」×2","恍惚附加的大秘石"
"2634","恍惚付加の超秘石","物品","3060","金币：10000；材料：物品 ID 93「空の超秘石」×1；物品 ID 2633「恍惚付加の大秘石」×2","金币：10000；材料：物品 ID 93「空的超秘石」×1；物品 ID 2633「恍惚附加的大秘石」×2","恍惚附加的超秘石"
"2635","恍惚付加の絶秘石","物品","3248","金币：30000；材料：物品 ID 94「空の絶秘石」×1；物品 ID 2634「恍惚付加の超秘石」×2","金币：30000；材料：物品 ID 94「空的绝秘石」×1；物品 ID 2634「恍惚附加的超秘石」×2","恍惚附加的绝秘石"
"2637","誘惑付加の秘石","物品","1661","金币：1000；材料：物品 ID 91「空の秘石」×1；物品 ID 251「妖艶なる尻尾」×1","金币：1000；材料：物品 ID 91「空秘石」×1；物品 ID 251「妖艳的尾巴」×1","诱惑附加的秘石"
"2638","誘惑付加の大秘石","物品","1772","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 2637「誘惑付加の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 2637「诱惑附加的秘石」×2","诱惑附加的大秘石"
"2639","誘惑付加の超秘石","物品","3061","金币：10000；材料：物品 ID 93「空の超秘石」×1；物品 ID 2638「誘惑付加の大秘石」×2","金币：10000；材料：物品 ID 93「空的超秘石」×1；物品 ID 2638「诱惑附加的大秘石」×2","诱惑附加的超秘石"
"2640","誘惑付加の絶秘石","物品","3249","金币：30000；材料：物品 ID 94「空の絶秘石」×1；物品 ID 2639「誘惑付加の超秘石」×2","金币：30000；材料：物品 ID 94「空的绝秘石」×1；物品 ID 2639「诱惑附加的超秘石」×2","诱惑附加的绝秘石"
"2642","失禁付加の秘石","物品","1662","金币：1000；材料：物品 ID 91「空の秘石」×1；物品 ID 251「妖艶なる尻尾」×1","金币：1000；材料：物品 ID 91「空秘石」×1；物品 ID 251「妖艳的尾巴」×1","失禁附加的秘石"
"2643","失禁付加の大秘石","物品","1773","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 2642「失禁付加の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 2642「失禁附加的秘石」×2","失禁附加的大秘石"
"2644","失禁付加の超秘石","物品","3062","金币：10000；材料：物品 ID 93「空の超秘石」×1；物品 ID 2643「失禁付加の大秘石」×2","金币：10000；材料：物品 ID 93「空的超秘石」×1；物品 ID 2643「失禁附加的大秘石」×2","失禁附加的超秘石"
"2645","失禁付加の絶秘石","物品","3250","金币：30000；材料：物品 ID 94「空の絶秘石」×1；物品 ID 2644「失禁付加の超秘石」×2","金币：30000；材料：物品 ID 94「空的绝秘石」×1；物品 ID 2644「失禁附加的超秘石」×2","失禁附加的绝秘石"
"2647","盗賊技の秘石","物品","1706","金币：1000；材料：物品 ID 91「空の秘石」×1；武器 ID 33「流星のナイフ」×1","金币：1000；材料：物品 ID 91「空秘石」×1；武器 ID 33「流星制小刀」×1","盗贼技的秘石"
"2648","盗賊技の大秘石","物品","1814","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 2647「盗賊技の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 2647「盗贼技的秘石」×2","盗贼技的大秘石"
"2649","盗賊技の絶秘石","物品","3181","金币：30000；材料：物品 ID 94「空の絶秘石」×1；物品 ID 2648「盗賊技の大秘石」×2","金币：30000；材料：物品 ID 94「空的绝秘石」×1；物品 ID 2648「盗贼技的大秘石」×2","盗贼技的绝秘石"
"2652","忍術の秘石","物品","1707","金币：1000；材料：物品 ID 91「空の秘石」×1；武器 ID 281「流星の刃」×1","金币：1000；材料：物品 ID 91「空秘石」×1；武器 ID 281「流星制之刃」×1","忍术的秘石"
"2653","忍術の大秘石","物品","1815","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 2652「忍術の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 2652「忍术的秘石」×2","忍术的大秘石"
"2654","忍術の絶秘石","物品","3182","金币：30000；材料：物品 ID 94「空の絶秘石」×1；物品 ID 2653「忍術の大秘石」×2","金币：30000；材料：物品 ID 94「空的绝秘石」×1；物品 ID 2653「忍术的大秘石」×2","忍术的绝秘石"
"2657","海賊技の秘石","物品","1708","金币：1000；材料：物品 ID 91「空の秘石」×1；武器 ID 136「巨人剣タイタス」×1","金币：1000；材料：物品 ID 91「空秘石」×1；武器 ID 136「巨人剑泰坦」×1","海贼技的秘石"
"2658","海賊技の大秘石","物品","1816","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 2657「海賊技の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 2657「海贼技的秘石」×2","海贼技的大秘石"
"2659","海賊技の絶秘石","物品","3183","金币：30000；材料：物品 ID 94「空の絶秘石」×1；物品 ID 2658「海賊技の大秘石」×2","金币：30000；材料：物品 ID 94「空的绝秘石」×1；物品 ID 2658「海贼技的大秘石」×2","海贼技的绝秘石"
"2662","ヒーロー技の秘石","物品","1709","金币：1000；材料：物品 ID 91「空の秘石」×1；武器 ID 321「流星の爪」×1","金币：1000；材料：物品 ID 91「空秘石」×1；武器 ID 321「流星制之爪」×1","英雄技的秘石"
"2663","ヒーロー技の大秘石","物品","1817","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 2662「ヒーロー技の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 2662「英雄技的秘石」×2","英雄技的大秘石"
"2664","ヒーロー技の絶秘石","物品","3184","金币：30000；材料：物品 ID 94「空の絶秘石」×1；物品 ID 2663「ヒーロー技の大秘石」×2","金币：30000；材料：物品 ID 94「空的绝秘石」×1；物品 ID 2663「英雄技的大秘石」×2","英雄技的绝秘石"
"2667","商技の秘石","物品","1710","金币：1000；材料：物品 ID 91「空の秘石」×1；武器 ID 789「流星のそろばん」×1","金币：1000；材料：物品 ID 91「空秘石」×1；武器 ID 789「流星制算盘」×1","商技的秘石"
"2668","商技の大秘石","物品","1818","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 2667「商技の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 2667「商技的秘石」×2","商技的大秘石"
"2669","商技の絶秘石","物品","3185","金币：30000；材料：物品 ID 94「空の絶秘石」×1；物品 ID 2668「商技の大秘石」×2","金币：30000；材料：物品 ID 94「空的绝秘石」×1；物品 ID 2668「商技的大秘石」×2","商技的绝秘石"
"2672","EXアイテムの秘石","物品","1711","金币：1000；材料：物品 ID 91「空の秘石」×1；武器 ID 789「流星のそろばん」×1","金币：1000；材料：物品 ID 91「空秘石」×1；武器 ID 789「流星制算盘」×1","EX物品的秘石"
"2673","EXアイテムの大秘石","物品","1819","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 2672「EXアイテムの秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 2672「EX物品的秘石」×2","EX物品的大秘石"
"2674","EXアイテムの絶秘石","物品","3186","金币：30000；材料：物品 ID 94「空の絶秘石」×1；物品 ID 2673「EXアイテムの大秘石」×2","金币：30000；材料：物品 ID 94「空的绝秘石」×1；物品 ID 2673「EX物品的大秘石」×2","EX物品的绝秘石"
"2677","オラクルの秘石","物品","1712","金币：1000；材料：物品 ID 91「空の秘石」×1；武器 ID 837「流星のカード」×1","金币：1000；材料：物品 ID 91「空秘石」×1；武器 ID 837「流星制卡牌」×1","神谕的秘石"
"2678","オラクルの大秘石","物品","1820","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 2677「オラクルの秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 2677「神谕的秘石」×2","神谕的大秘石"
"2679","オラクルの絶秘石","物品","3187","金币：30000；材料：物品 ID 94「空の絶秘石」×1；物品 ID 2678「オラクルの大秘石」×2","金币：30000；材料：物品 ID 94「空的绝秘石」×1；物品 ID 2678「神谕的大秘石」×2","神谕的绝秘石"
"2682","踊りの秘石","物品","1713","金币：1000；材料：物品 ID 91「空の秘石」×1；武器 ID 746「流星の扇」×1","金币：1000；材料：物品 ID 91「空秘石」×1；武器 ID 746「流星制扇」×1","舞蹈的秘石"
"2683","踊りの大秘石","物品","1821","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 2682「踊りの秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 2682「舞蹈的秘石」×2","舞蹈的大秘石"
"2684","踊りの絶秘石","物品","3188","金币：30000；材料：物品 ID 94「空の絶秘石」×1；物品 ID 2683「踊りの大秘石」×2","金币：30000；材料：物品 ID 94「空的绝秘石」×1；物品 ID 2683「舞蹈的大秘石」×2","舞蹈的绝秘石"
"2687","歌の秘石","物品","1714","金币：1000；材料：物品 ID 91「空の秘石」×1；武器 ID 649「流星の竪琴」×1","金币：1000；材料：物品 ID 91「空秘石」×1；武器 ID 649「流星制竖琴」×1","歌唱的秘石"
"2688","歌の大秘石","物品","1822","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 2687「歌の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 2687「歌唱的秘石」×2","歌唱的大秘石"
"2689","歌の絶秘石","物品","3189","金币：30000；材料：物品 ID 94「空の絶秘石」×1；物品 ID 2688「歌の大秘石」×2","金币：30000；材料：物品 ID 94「空的绝秘石」×1；物品 ID 2688「歌唱的大秘石」×2","歌唱的绝秘石"
"2692","話術の秘石","物品","1715","金币：1000；材料：物品 ID 91「空の秘石」×1；武器 ID 689「流星のブーメラン」×1","金币：1000；材料：物品 ID 91「空秘石」×1；武器 ID 689「流星制回旋镖」×1","话术的秘石"
"2693","話術の大秘石","物品","1823","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 2692「話術の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 2692「话术的秘石」×2","话术的大秘石"
"2694","話術の絶秘石","物品","3190","金币：30000；材料：物品 ID 94「空の絶秘石」×1；物品 ID 2693「話術の大秘石」×2","金币：30000；材料：物品 ID 94「空的绝秘石」×1；物品 ID 2693「话术的大秘石」×2","话术的绝秘石"
"2697","マキナの秘石","物品","1716","金币：1000；材料：物品 ID 91「空の秘石」×1；武器 ID 909「ジブリール」×1","金币：1000；材料：物品 ID 91「空秘石」×1；武器 ID 909「吉普莉露」×1","器械的秘石"
"2698","マキナの大秘石","物品","1824","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 2697「マキナの秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 2697「器械的秘石」×2","器械的大秘石"
"2699","マキナの絶秘石","物品","3191","金币：30000；材料：物品 ID 94「空の絶秘石」×1；物品 ID 2698「マキナの大秘石」×2","金币：30000；材料：物品 ID 94「空的绝秘石」×1；物品 ID 2698「器械的大秘石」×2","器械的绝秘石"
"2702","料理の秘石","物品","1717","金币：1000；材料：物品 ID 91「空の秘石」×1；武器 ID 768「流星の包丁」×1","金币：1000；材料：物品 ID 91「空秘石」×1；武器 ID 768「流星制菜刀」×1","料理的秘石"
"2703","料理の大秘石","物品","1825","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 2702「料理の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 2702「料理的秘石」×2","料理的大秘石"
"2704","料理の絶秘石","物品","3192","金币：30000；材料：物品 ID 94「空の絶秘石」×1；物品 ID 2703「料理の大秘石」×2","金币：30000；材料：物品 ID 94「空的绝秘石」×1；物品 ID 2703「料理的大秘石」×2","料理的绝秘石"
"2707","医術の秘石","物品","1718","金币：1000；材料：物品 ID 91「空の秘石」×1；武器 ID 815「流星のメス」×1","金币：1000；材料：物品 ID 91「空秘石」×1；武器 ID 815「流星制手术刀」×1","医术的秘石"
"2708","医術の大秘石","物品","1826","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 2707「医術の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 2707「医术的秘石」×2","医术的大秘石"
"2709","医術の絶秘石","物品","3193","金币：30000；材料：物品 ID 94「空の絶秘石」×1；物品 ID 2708「医術の大秘石」×2","金币：30000；材料：物品 ID 94「空的绝秘石」×1；物品 ID 2708「医术的大秘石」×2","医术的绝秘石"
"2712","御奉仕の秘石","物品","1719","金币：1000；材料：物品 ID 91「空の秘石」×1；武器 ID 862「流星の皿」×1","金币：1000；材料：物品 ID 91「空秘石」×1；武器 ID 862「流星制盘」×1","侍奉的秘石"
"2713","御奉仕の大秘石","物品","1827","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 2712「御奉仕の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 2712「侍奉的秘石」×2","侍奉的大秘石"
"2714","御奉仕の絶秘石","物品","3194","金币：30000；材料：物品 ID 94「空の絶秘石」×1；物品 ID 2713「御奉仕の大秘石」×2","金币：30000；材料：物品 ID 94「空的绝秘石」×1；物品 ID 2713「侍奉的大秘石」×2","侍奉的绝秘石"
"2717","王技の秘石","物品","1720","金币：1000；材料：物品 ID 91「空の秘石」×1；防具 ID 269「ロイヤルクラウン」×1","金币：1000；材料：物品 ID 91「空秘石」×1；防具 ID 269「皇家王冠」×1","王技的秘石"
"2718","王技の大秘石","物品","1828","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 2717「王技の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 2717「王技的秘石」×2","王技的大秘石"
"2719","王技の絶秘石","物品","3195","金币：30000；材料：物品 ID 94「空の絶秘石」×1；物品 ID 2718「王技の大秘石」×2","金币：30000；材料：物品 ID 94「空的绝秘石」×1；物品 ID 2718「王技的大秘石」×2","王技的绝秘石"
"2722","勇者技の秘石","物品","1721","金币：1000；材料：物品 ID 91「空の秘石」×1；武器 ID 81「抗う者の剣」×1","金币：1000；材料：物品 ID 91「空秘石」×1；武器 ID 81「反抗者之剑」×1","勇者技的秘石"
"2723","勇者技の大秘石","物品","1829","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 2722「勇者技の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 2722「勇者技的秘石」×2","勇者技的大秘石"
"2724","勇者技の絶秘石","物品","3196","金币：30000；材料：物品 ID 94「空の絶秘石」×1；物品 ID 2723「勇者技の大秘石」×2","金币：30000；材料：物品 ID 94「空的绝秘石」×1；物品 ID 2723「勇者技的大秘石」×2","勇者技的绝秘石"
"2727","淫技の秘石","物品","1722","金币：1000；材料：物品 ID 91「空の秘石」×1；防具 ID 172「天使のレオタード」×1","金币：1000；材料：物品 ID 91「空秘石」×1；防具 ID 172「天使紧身衣」×1","淫技的秘石"
"2728","淫技の大秘石","物品","1830","金币：3000；材料：物品 ID 92「空の大秘石」×1；物品 ID 2727「淫技の秘石」×2","金币：3000；材料：物品 ID 92「空的大秘石」×1；物品 ID 2727「淫技的秘石」×2","淫技的大秘石"
