ID,名称,中文名称
839,エルジェミニ,艾尔杰米妮
840,ネロ,尼禄
841,ネリス,妮莉丝
842,アピロ・ラゴス,阿皮洛・拉戈斯
843,シェムハザ,示米哈扎
844,アグレイブ,阿格雷夫
845,アドラメレク,阿德拉梅莱克
846,エクス・ソニア,艾克斯・索尼娅
847,アンゴルモア,安哥尔摩亚
848,スターマ,斯塔玛
849,ラジャーラ,拉贾拉
850,アプティルト,阿普蒂尔特
851,メギドリアード,米吉多树精
852,エグセラ,艾克撒拉
853,アプサラス,阿普萨拉丝
854,アザゼル,阿撒兹勒
855,グリゴリ,守望者
856,蛭蟲分裂体,蛭虫分裂体
857,クレオ・アドラ,克莱奥・阿德拉
858,アピロ・ラゴス,阿皮洛・拉戈斯
859,アピロ・ラゴス,阿皮洛・拉戈斯
860,マガツオオミカミ,祸津大御神
861,マガツオオミカミ,祸津大御神
862,ゾルオクト,佐尔奥克托
863,ティアマト,提亚玛特
864,シンギュラリティ,奇点
865,奉仕種族,仆从种族
866,落とし子,眷族
867,シスエル,希斯艾尔
868,エクスキュウビ,极・九尾
869,フレール,弗莱尔
870,ブラッディドラゴン,血龙
871,アプティルト,阿普蒂尔特
872,アムナリオ,阿姆纳里奥
873,サマエル,萨麦尔
874,シャドウアサシン,影之刺客
875,正体不明,身份不明
876,正体不明,身份不明
877,正体不明,身份不明
878,正体不明,身份不明
879,正体不明,身份不明
880,強欲のパピ,贪婪的帕皮
881,バンシィ,报丧女妖
882,ボアバンシィ,嗜吞报丧女妖
883,ワールドドロウン,世界沉没者
884,パズズ,帕祖祖
885,マステマ,莫斯提马
886,コスモス,宇宙神蝶
887,ノーライフキング,无生之王
888,アメノハヅチ,天羽槌
889,八尺様,八尺大人
890,ニフタ・テロス,尼菲特・泰罗斯
891,ノーライフキング,无生之王
892,アンゴルモア,安哥尔摩亚
893,マガツオオミカミ,祸津大御神
894,アリスフィーズ3世,爱丽丝菲兹3世
895,アリスフィーズ4世,爱丽丝菲兹4世
896,アリスフィーズ5世,爱丽丝菲兹5世
897,アリスフィーズ6世,爱丽丝菲兹6世
898,アリスフィーズ7世,爱丽丝菲兹7世
899,アリスフィーズ9世,爱丽丝菲兹9世
900,アリスフィーズ10世,爱丽丝菲兹10世
901,アリスフィーズ11世,爱丽丝菲兹11世
902,アリスフィーズ12世,爱丽丝菲兹12世
903,アリスフィーズ13世,爱丽丝菲兹13世
904,アリスフィーズ14世,爱丽丝菲兹14世
905,禍撫分裂体,祸抚分裂体
906,蛭蟲分裂体,蛭虫分裂体
907,ゲシュタルト,格式塔
908,ハイブマインド,蜂巢思维
909,バアル・ゼブブ,巴力・西卜
910,強欲のゴブ,贪婪的葛布
911,強欲のプチ,贪婪的普蒂
912,強欲のヴァニラ,贪婪的瓦尼拉
913,マダムラミア,拉米亚夫人
914,嫉妬のリリィ,嫉妒的莉莉
915,憤怒の牛魔王,愤怒的牛魔王
916,暴食のカサンドラ,暴食的卡桑德拉
917,色欲のリリス＆リリム,色欲的莉莉斯＆莉莉姆
918,色欲のウィッチ,色欲的女巫
919,傲慢のカーミラ,傲慢的卡米拉
920,傲慢のエリザベート,傲慢的伊丽莎白
921,傲慢のファティマ,傲慢的法蒂玛
922,サタナキア,萨塔妮基亚
923,ブラッディドラゴン,血龙
924,強欲のエヴァ,贪婪的伊娃
925,嫉妬のエヴァ,嫉妒的伊娃
926,怠惰のエヴァ,懒惰的伊娃
927,七つの大罪,七宗罪
928,パイズリ人形終異体,乳交人偶终异体
929,アイアンメイデン終異体,铁处女终异体
930,呪いの人形終異体,诅咒人偶终异体
931,量産型影紬,量产型影䌷
932,マグダ,玛格达
933,シスエル,希斯艾尔
934,アザゼル,阿撒兹勒
935,グリゴリ,守望者
936,白天狐,""
937,妙法絡新婦,妙法络新妇
938,全てを識る者,全知者
939,モリガン,摩莉甘
940,アスタロト,阿斯塔洛特
941,リリス,莉莉丝
942,エキドナ,厄喀德那
943,エキドナクィーン,厄喀德那女王
944,奉仕種族,仆从种族
945,落とし子,眷族
946,クトゥルフ,克苏鲁
947,触手の眷属,触手眷属
948,粘膜の眷属,粘膜眷属
949,アウタージェリー,域外水母
950,アウターワーム,域外蠕虫
951,次元侵蝕者,次元侵蚀者
952,フェニックス娘,凤凰娘
953,ダークフェニックス,黑暗凤凰
954,星喰い,星喰
955,星喰い,星喰
956,ヌルの眷属,黏黏的眷属
957,ヌルの眷属,黏黏的眷属
958,ヌルの眷属,黏黏的眷属
959,TT,""
960,QQ,""
961,ヌール・コギト,努尔・科吉托
962,グラン・アラーニェ,巨型阿拉涅
963,白兎・蝕,白兔・蚀
964,死神・蝕,死神・蚀
965,白兎・流,白兔・流
966,死神・流,""
967,エクス・ソニア,艾克斯・索尼娅
968,ベリアル,贝利亚尔
969,虚竜,虚龙
970,虚竜,虚龙
971,アピロ・ラゴス,阿皮洛・拉戈斯
972,ゲイザー,凝视者
973,インドラ,因陀罗
974,トンベリ娘,冬贝利娘
975,トンベリーズ娘,冬贝利群娘
976,アバドン,亚巴顿
977,エクスキュウビ,极・九尾
978,ドーラドーラ,朵拉朵拉
979,ベルゼバブ終異体,别西卜终异体
980,メルカヴァ,灵轮
981,フレール,弗莱尔
982,アガリアレプト,阿加利亚雷普特
983,ゲイザー,凝视者
984,ベリアル,贝利亚尔
985,魔神,""
986,女神,""
987,鬼神,""
988,ワールドブレイカー,世界破坏者
989,ジャッジメント,审判
990,デウスエクスマキナ,机械降神
991,カオス,混沌
992,カオス,混沌
993,カオス,混沌
994,蛭蟲,蛭虫
995,華音,华音
996,禍撫,祸抚
997,イデア・ルカス,伊迪亚・鲁卡斯
998,アガリアレプト,阿加利亚雷普特
1001,スライム娘,史莱姆娘
1003,バニースライム娘,兔子史莱姆娘
1004,ナメクジ娘,蛞蝓娘
1005,インプ,小恶魔
1006,マンドラゴラ娘,曼德拉娘
1007,犬娘,犬娘
1008,ミミズ娘,蚯蚓娘
1009,ゴブリン娘,哥布林娘
1010,プチラミア,迷你拉米亚
1011,ヴァンパイアガール,萝莉吸血鬼
1012,ドラゴンパピー,迷你龙
1013,ネズミ娘,鼠娘
1014,狼娘,狼娘
1015,フェニックス娘,凤凰娘
1016,ヒル娘,水蛭娘
1017,ウサギ娘,兔娘
1018,羊娘,""
1019,シュリー,修莉
1020,ジェイド,杰伊德
1021,シェスタ,谢丝塔
1022,ヌルコ,黏黏子
1023,オーク娘,兽人娘
1024,ミツバチ娘,蜜蜂娘
1025,スズメ娘,麻雀娘
1026,ハーピー,哈比
1027,ハーピーツインズ,哈比姐妹
1028,クィーンハーピー,哈比女王
1029,ハイスラッグ娘,高阶蛞蝓娘
1030,ナメクジシスター,蛞蝓修女
1031,スラグスターズ,蛞蝓群星
1032,ジャックオーランタン,杰克灯笼
1033,ローパー娘,树绳妖娘
1034,メーダ娘,梅达娘
1035,キャンドル娘,蜡烛娘
1036,イーター,伊塔
1037,ライオット,莱奥特
1038,ルクスル,露克斯
1039,ダークエルフ,暗精灵
1040,ダークエルフ,暗精灵
1041,フェアリー,妖精
1042,ミニカニ娘,迷你蟹娘
1043,ナマズ娘,鲶鱼娘
1044,ラフレシア娘,霸王花娘
1045,セントール,半人马
1046,銀狐二尾,银狐二尾
1047,かむろ二尾,神室二尾
1048,クモ娘,蜘蛛娘
1049,ミミック娘,宝箱娘
1050,七尾,""
1051,モリガン,摩莉甘
1052,ナマコ娘,海参娘
1053,貝娘,贝娘
1054,カニ娘,螃蟹娘
1055,スライムベス娘,史莱姆贝丝娘
1056,スイカ娘,西瓜娘
1057,ウツボカズラ娘,猪笼草娘
1058,ラミア,拉米亚
1059,ワカメ娘,裙带菜娘
1060,クラゲ娘,海蜇娘
1061,イソギンチャク娘,海葵娘
1062,アンコウ娘,鮟鱇鱼娘
1063,メイア,梅尔
1064,17ページ,17页
1065,257ページ,257页
1066,65537ページ,65537页
1067,シスターラミア,修女拉米亚
1068,シスキュバス,修女魅魔
1069,アリクイ娘,食蚁兽娘
1070,グリズリー娘,灰熊娘
1071,XX-7,""
1072,リトルバグ,小虫
1073,キャンサーロイド,巨蟹机器人
1074,ブリュンヒルデ,布伦希尔德
1075,ゴースト,幽灵
1076,呪いの人形娘,诅咒人偶娘
1077,ゾンビ剣士,僵尸剑士
1078,ゾンビ娘,僵尸娘
1079,ゾンビ娘,僵尸娘
1080,ゾンビ娘,僵尸娘
1081,ゾンビ娘,僵尸娘
1082,フレデリカ,芙蕾德莉卡
1083,クロム,库洛姆
1084,エルフ,精灵
1085,ブラウニーズ,棕精灵们
1086,ツインズフェアリー,小仙子姐妹
1087,フェアリーズ,小仙子们
1088,フェアリーズ,小仙子们
1089,フェアリーズ,小仙子们
1090,フェアリーズ,小仙子们
1091,フェアリーズ,小仙子们
1092,フェアリーズ,小仙子们
1093,シルフ,希尔芙
1095,タランチュラ娘,塔兰图拉毒蛛娘
1096,ミノタウロス娘,米诺陶洛斯娘
1097,バンダースナッチ娘,攫速者娘
1098,エヴァ,伊娃
1099,サボレス,萨博雷斯
1100,ムカデ娘,蜈蚣娘
1101,サソリ娘,蝎娘
1102,サボテン娘,仙人掌娘
1103,ダチョウ娘,鸵鸟娘
1104,ランプの魔女,神灯魔女
1105,ミイラ娘,木乃伊娘
1106,コブラ娘,眼镜蛇娘
1107,ネフェルラミアス,奈夫顿拉米亚集团
1108,スフィンクス,斯芬克斯
1109,サラ,萨拉
1110,アスタロト,阿斯塔洛特
1111,ワニ娘,鳄鱼娘
1112,サキ,萨琪
1113,デビルファイター,恶魔战士
1114,大蜘蛛,""
1115,サックボア,榨精生物
1116,アイアンメイデン,铁处女
1117,ワームビレッジャ,蠕虫村姑
1118,ウーストレル,乌斯托尔
1119,蜜壺,蜜壶
1120,リリィ,莉莉
1121,小鬼,""
1122,オナホ娘,飞机杯娘
1123,ナーキュバス,护士魅魔
1124,ルシア,露西亚
1125,百々目鬼,百目鬼
1126,リザードシーフ,蜥蜴盗贼
1127,リザードシーフ,蜥蜴盗贼
1128,リザードボス,蜥蜴首领
1129,蜃気楼娘,海市蜃楼娘
1130,アリジゴク娘,蚁狮娘
1131,サンドワーム娘,沙虫娘
1132,デザートスキュラ,沙漠斯库拉
1133,ノーム,诺姆
1134,ヴィタエ,薇塔耶
1135,ヴェータラ,维塔拉
1136,ヴァルト,瓦尔特
1137,シニファ,希妮法
1138,シャドー娘,影子娘
1139,ガイストビーネ,画像娘
1140,キメラホムンクルス,奇美拉人造人
1141,アイアンメイデン改,铁处女改
1142,ジャンクドール娘,废品人偶娘
1143,アドラメレク,阿德拉梅莱克
1144,アリスフィーズ16世,爱丽丝菲兹16世
1145,死神,""
1148,インプ,小恶魔
1149,インプ,小恶魔
1151,きのこ娘,蘑菇娘
1152,ノビスタドール娘,隐形虫娘
1153,ウルスキュラ,狼首斯库拉
1154,襖,袄
1155,マーメイド,人鱼
1156,商人マーメイド,商人人鱼
1157,海賊マーメイド,海贼人鱼
1158,一反木綿娘,一反木绵娘
1159,一反木綿娘,一反木绵娘
1160,一反木綿娘,一反木绵娘
1161,ダゴン娘,达贡娘
1162,人魂娘,人魂娘
1163,アシェル,阿谢尔
1164,ボニー,波妮
1165,タツノコ海兵,龙之子海兵
1166,ウミウシ海兵,海蛞蝓海兵
1167,リヴァイアサン娘,利维坦娘
1168,カエル娘,青蛙娘
1169,カエル娘,青蛙娘
1170,ケンタウロス娘,马人娘
1171,アルラウネ,阿娜温
1172,御菊蟲,御菊虫
1173,幽霊娘,幽灵娘
1174,ハコイリ,箱中千金
1175,デュラハン,杜拉罕
1176,ケルベロス,刻耳柏洛斯
1177,アルマエルマ,阿露艾露玛
1178,グランベリア,古兰贝莉娅
1179,濡れ女,濡女
1180,ハイミノタウロス,高阶米诺陶洛斯
1181,ミズタウロス,米诺陶洛斯女士
1182,ジニタウロス,技师米诺陶洛斯
1183,斉天大聖,齐天大圣
1184,牛魔王,""
1185,くのいちエルフ,女忍精灵
1186,サムライエルフ,武士精灵
1187,雪女,""
1188,ねこまた,猫又
1189,あかなめ,垢舐鬼
1190,河童,""
1191,二口娘,二口娘
1192,白蛇様,白蛇大人
1193,巫女ラミア,巫女拉米亚
1194,巫女アラクネ,巫女阿拉克涅
1195,毛倡妓,""
1196,ヤマタノオロチ,八岐大蛇
1197,マジカルアゲハ,魔法凤蝶
1198,マジカルフライ,魔法飞蛾
1199,マジカルテントウ,魔法瓢虫
1200,マジカルピクシー,魔法皮克西
1201,マジカルエルフ,魔法精灵
1202,マジカルサキュバス,魔法魅魔
1203,メフィスト,梅菲斯特
1204,カマキリ娘,螳螂娘
1205,カイコ娘,蚕娘
1206,アルラ・アルム,阿娜・阿尔姆
1207,アルラ・ルーティー,阿娜・鲁蒂
1208,アルラ・ボア,阿娜・吞噬藤
1209,アルラ・パラソル,阿娜・伞菌
1210,アルラ・プリズン,阿娜・囚笼花
1211,アルラ・マッシュ,阿娜・菌菇
1212,ドローシー,多萝西
1213,ラフィ,拉菲
1214,ディーナ,迪娜
1215,アルラ・プリエステス,阿娜-普莉艾丝缇丝
1216,モス娘,蛾娘
1217,モスキート娘,蚊子娘
1218,イモムシ娘,毛毛虫娘
1219,スズメバチ娘,胡蜂娘
1220,クィーン・ビー,蜂后
1221,テスカトリポカ,特斯卡特利波卡
1222,ケツァルコァトル,羽蛇神
1223,グノーシス,格诺西丝
1224,シオン,锡安
1225,ジェリー娘,果冻娘
1226,ブロブ娘,粘体娘
1227,グリーンスライム,绿史莱姆
1228,レッドスライム,红史莱姆
1229,ブルースライム,蓝史莱姆
1230,パープルスライム,紫史莱姆
1231,ウンディーネ,温蒂妮
1232,エルベティエ,艾露贝提耶
1233,アリ娘,蚁娘
1234,オートマータ娘,自动机娘
1235,パイズリ人形,乳交人偶
1236,スキュラ,斯库拉
1237,メデューサ,美杜莎
1238,あげは娘,凤蝶娘
1239,ブロム娘,剧毒史莱姆娘
1240,ウォーマー,沼泽毒尸
1241,グール,食尸鬼
1242,グール,食尸鬼
1243,グール,食尸鬼
1244,フェイクジェリー,假水母
1245,ウィングハーピー,翼身哈比
1246,ナイトハーピー,骑士哈比
1247,マッドゴーレム娘,疯狂泥魔像娘
1248,ゴーレム娘,魔像娘
1249,ハナビラカマキリ娘,兰花螳螂娘
1250,ブラックゴーレム,黑暗魔像
1251,狐獣,狐兽
1252,くのいち三尾,女忍三尾
1253,もののふ四尾,武士四尾
1254,クィーンアント,蚁后
1255,リリス,莉莉丝
1256,溶岩娘,熔岩娘
1257,デーモンラミア,恶魔拉米亚
1258,デーモンスキュラ,恶魔斯库拉
1259,セイレーン,塞壬
1260,サンゴ娘,珊瑚娘
1261,ヒトデ娘,海星娘
1262,ベルゼバブ,别西卜
1263,ベルゼバブ,别西卜
1264,ベルゼバブ,别西卜
1265,アークジェリー,电弧水母
1266,エルダースキュラ,长老斯库拉
1267,ポセイドネス,波塞冬尼斯
1268,サキュバス,魅魔
1269,サキュバス,魅魔
1270,サキュバス,魅魔
1271,サキュバス,魅魔
1272,メイキュバス,女仆魅魔
1273,マキュバス,魔力魅魔
1274,ミンキュバス,幼女魅魔
1275,レンキュバス,吸能魅魔
1276,サキュバス,魅魔
1277,ナターシャ,娜塔莎
1278,メイドスキュラ,女仆斯库拉
1279,マダムインセクト,昆虫夫人
1280,マダムアンブレラ,伞夫人
1281,アラディア,阿拉迪亚
1282,キャンディ,坎蒂
1283,バジリスク娘,鸡蛇娘
1284,ドラゴン娘,龙娘
1285,サラマンダー,萨拉曼达
1287,ゼラチナスキューブ娘,凝胶立方娘
1288,妖鬼,""
1289,虎娘,""
1290,ヴァンパイア,吸血鬼
1291,ジェライラ,杰莱拉
1292,リボ・リボ,莉波・莉波
1293,アンフィル,安菲尔
1294,ツィンケル,辛克尔
1295,リリス＆リリム,莉莉斯＆莉莉姆
1296,エミリ,艾米莉
1297,カサンドラ,卡桑德拉
1298,ウィッチサキュバス,女巫魅魔
1299,シーアネモネ,海百合
1300,水龍娘,水龙娘
1301,マンタ娘,蝠鲼娘
1302,イッカク娘,独角鲸娘
1303,トリックフェアリー,捣蛋小仙子
1304,アマゾネスエルフ,亚马逊精灵
1305,カーバンクル娘,卡班克尔娘
1306,ジャイガンテック娘,巨人娘
1307,クィーンフェアリー,妖精女王
1308,クィーンエルフ,精灵女王
1309,フォレストアルラウネ,森林阿娜温
1310,フォレストドリアード,森林树精
1311,ワルラウネ,恶娜温
1312,ドリアード,树精
1313,ドリアード,树精
1314,クィーンアルラウネ,阿娜温女王
1315,アジ・ダハーカ,阿兹・达哈卡
1316,ナイトマーメイド,骑士人鱼
1317,ジェネラルマーメイド,将军人鱼
1318,ローレライ,罗蕾莱
1319,エル,艾露
1320,クィーンマーメイド,人鱼女王
1321,アラクネ,阿拉克涅
1322,アラクネ,阿拉克涅
1323,アラクネ,阿拉克涅
1324,あやし土蜘蛛,诡怪土蜘蛛
1325,アラクネロード,阿拉克涅领主
1326,アトラク＝ナクア,阿特拉克・纳克亚
1327,蜘蛛之皇女,""
1328,コンキスタ,征服者
1329,ヴェンデッタ,仇杀者
1330,エルダーヴァンパイア,长老吸血鬼
1331,カーミラ,卡米拉
1332,エリザベート,伊丽莎白
1333,クィーンヴァンパイア,吸血鬼女王
1334,マスターシャドウ,幽影之主
1335,煙々羅,烟烟罗
1336,麒麟,""
1337,蛇骨女,""
1338,ベヒーモス娘,贝希摩斯娘
1339,ワイバーン,飞龙
1340,巨竜娘,巨龙娘
1341,モンクサキュバス,僧侣魅魔
1342,モンクデーモン,僧侣恶魔
1343,スキュラサーバント,斯库拉女仆
1344,ヴィーヴル娘,薇薇尔娘
1345,黒華,黑华
1346,黒蛇,黑蛇
1347,黒薔薇,黑蔷薇
1348,黒のアリス,黑之爱丽丝
1349,黒のアリス,黑之爱丽丝
1350,黒のアリス,黑之爱丽丝
1351,氷の魔女,冰之魔女
1352,シロクマ娘,白熊娘
1353,天使兵,""
1354,天使兵,""
1355,天使兵,""
1356,天使兵,""
1357,天使兵,""
1358,トリニティ,三位一体
1359,トリニティ,三位一体
1360,トリニティ,三位一体
1361,ウラヌス,乌拉诺斯
1362,エリシエル,伊利西艾尔
1363,キューピッド,丘比特
1364,ヴァルキリー,瓦尔基里
1365,エデン,伊甸
1366,ヘリエル,海莉艾尔
1367,アルシエル,艾尔西艾尔
1368,ソニアマズダ,索尼娅・马兹达
1369,ソニアマンユ,索尼娅・曼纽
1370,ソニアカオス,索尼娅・卡奥斯
1371,ミカエラ,米迦艾拉
1372,ルシフィナ,路西菲娜
1373,キメラビースト,奇美拉兽
1374,S-2,""
1375,A-3,""
1376,AD-5,""
1377,Q-5,""
1378,フェルナンデス,费尔南德斯
1379,タイタニア,缇坦妮雅
1380,ロザ,罗莎
1381,クィーンラミア,拉米亚女王
1382,クィーンハーピー,哈比女王
1383,クィーンスキュラ,斯库拉女王
1384,玉藻,""
1386,ルカ・ホリィ,鲁卡・霍莉
1387,ルカ・リノア,鲁卡・莉诺雅
1388,ルカ・ハイネ,鲁卡・海涅
1389,ルカ・キリエ,鲁卡・姬莉叶
1390,フェルナンデス,费尔南德斯
1391,タイタニア,缇坦妮雅
1392,ロザ,罗莎
1393,クィーンラミア,拉米亚女王
1394,クィーンハーピー,哈比女王
1395,クィーンスキュラ,斯库拉女王
1397,天使殺し,天使杀手
1398,ジャッジメント,审判
1399,ワールドブレイカー,世界破坏者
1401,ランク1,""
1402,ランク2,""
1403,ランク3,""
1404,ランク4,""
1405,ランク5,""
1406,ランク6,""
1407,ランク7,""
1408,ランク8,""
1409,ランク9,""
1410,ランク10,""
1411,ランク11,""
1412,ランク12,""
1413,ランク13,""
1414,ランク14,""
1415,ランク15,""
1416,ランク16,""
1417,ランク17,""
1418,ランク18,""
1419,ランク19,""
1420,ランク20,""
1421,ランク21,""
1422,ランク22,""
1423,ランク23,""
1424,ランク24,""
1425,ランク25,""
1426,ランク26,""
1427,ランク27,""
1428,ランク28,""
1429,ランク29,""
1430,ランク30,""
1431,ランク31,""
1432,ランク32強雑魚,等级32强杂鱼
1433,ランク33中ボス,等级33中BOSS
1455,ランパス,兰帕丝
1456,妖狐,""
1457,躯,""
1462,サキュバス,魅魔
1477,エクスキューショナー,艾斯丘雪娜
1478,オーガトゥース,奥伽图丝
1479,ミステルテイン,米斯特汀
1480,ミュスカ,缪丝卡
1481,ネメア,涅梅雅
1482,ヴィヌム,薇诺姆
1483,ベル,贝尔
1484,リラ,莉拉
1485,ミュゼット,缪泽特
1486,フルビュア,芙尔维娅
1487,ギルゴーン,吉尔贡
1488,大明海,""
1489,ターサ,塔莎
1490,妲己,""
1491,エスト,艾斯特
1492,サキュバス,魅魔
1494,サキュバス,魅魔
1497,イデア・ルカス,伊迪亚・鲁卡斯
1498,カサンドラ,卡桑德拉
1500,魔王カサンドラ,魔王卡桑德拉
1647,マルケルス,马鲁塞勒斯
2001,カオススライム,混沌史莱姆
2003,堕粘兎,堕粘兔
2004,カオススラッグ,混沌蛞蝓
2005,カオスインプ,混沌小恶魔
2006,ヘルスクリーム,地狱尖啸
2007,混沌の魔犬,混沌的魔犬
2008,カオスワーム,混沌蠕虫
2013,コラプスラット,崩坏鼠
2014,カオスウルフ,混沌狼
2016,カオスヒル,混沌水蛭
2017,ピンクバニー,粉红毛毛兔
2018,レッドラム,赤红羊羔
2019,シュリーオリジン,修莉起源
2020,ジェイドオリジン,杰伊德起源
2021,シェスタオリジン,谢丝塔起源
2022,ヌルの肖像,努尔的肖像
2023,カオスオーク,混沌兽人
2024,クリムゾンハニー,绯红蜂蜜
2025,残照雀,""
2026,カオスハーピー,混沌哈比
2027,カオスツインズ,混沌双子
2028,碧鳥姫,碧鸟姬
2029,フロストスラッグ,霜冻蛞蝓
2030,フォールンシスター,堕落修女
2031,カーズスターズ,诅咒之星
2032,ウィルオーウィスプ,鬼火
2033,カオスローパー,混沌树绳妖
2034,ヒートメーダ,炽热梅达
2035,カオスキャンドル,混沌蜡烛
2036,イーターオリジン,伊塔起源
2037,ライオットオリジン,莱奥特起源
2038,ルクスルオリジン,露克斯起源
2039,カオスエルフ,混沌精灵
2040,カオスサモナー,混沌布道者
2041,カオスフェアリー,混沌小仙子
2042,ロストバブル,失落泡沫
2043,雷神鯰,雷神鲶
2044,カオスラフレシア,混沌霸王花
2045,堕馬,堕马
2046,虚狐,虚狐
2047,混沌かむろ,混沌神室
2048,カオススパイダー,混沌蜘蛛
2049,カオスミミック,混沌宝箱怪
2050,紅七尾,红七尾
2052,カオスナマコ,混沌海参
2053,ネイチャーシェル,天然贝壳
2054,カオスキャンサー,混沌巨蟹
2055,ステルスジェル,隐身胶体
2056,堕西瓜,堕西瓜
2057,エビルカズラ,邪蔓
2058,カオスラミア,混沌拉米亚
2059,混沌に揺れるワカメ,混沌中摇曳的裙带菜
2060,カオスクラゲ,混沌海蜇
2061,カーズギンチャク,究极海葵
2062,ディープアンコウ,深渊鮟鱇鱼
2063,少年を喰らいし者,吞噬少年的存在
2064,170077ページ,170077页
2065,257000757ページ,257000757页
2066,1420.406ページ,""
2067,ピュートーン,皮同
2068,フォールンマザー,堕落圣母
2069,蟻を喰らう者,噬蚁者
2070,カオスグリズリー,混沌灰熊
2071,XXXX-7,""
2072,カオスバグ,混沌虫
2073,機甲蟹,机甲蟹
2074,カオスマリア,混沌玛利亚
2075,カオスゴースト,混沌幽灵
2076,混沌人形,混沌人偶
2077,虚剣士,虚空剑士
2078,カオスゾンビ,混沌僵尸
2079,カオスゾンビ,混沌僵尸
2080,カオスゾンビ,混沌僵尸
2081,カオスゾンビ,混沌僵尸
2084,虚無の弓姫,虚无的弓姬
2085,虚無の鍛冶屋,虚无的铁匠
2086,カオスジェミニ,混沌双子星
2087,カオスフェアリーズ,混沌小仙子们
2088,カオスフェアリーズ,混沌小仙子们
2089,カオスフェアリーズ,混沌小仙子们
2090,カオスフェアリーズ,混沌小仙子们
2091,カオスフェアリーズ,混沌小仙子们
2092,カオスフェアリーズ,混沌小仙子们
2093,シルフオリジン,希尔芙起源
2095,カオスタランチュラ,混沌塔兰图拉毒蛛
2096,カオスタウロス,混沌牛头怪
2097,カオススナッチ,混沌攫速者
2098,フリーダム,自由
2099,カオスサボレス,混沌萨博雷斯
2100,カオスセンチピート,混沌蜈蚣
2101,カオススコーピオン,混沌蝎子
2102,紅針嬢,红针娘
2103,カオスダチョウ,混沌鸵鸟
2104,ワンダーランプ,奇迹之灯
2105,カオスマミー,混沌木乃伊
2106,カオスコブラ,混沌眼镜蛇
2107,カオスラミアス,混沌拉米亚集团
2108,シェセプ・アンク,生命的雕像
2109,砂漠の淫蕩姫,沙漠的淫荡姬
2111,カオスアリゲーター,混沌鳄鱼
2112,カオスアイドル,混沌偶像
2113,カオスファイター,混沌战士
2114,混沌の大蜘蛛,混沌大蜘蛛
2115,カオスボア,混沌蟒蛇
2116,カオスメイデン,混沌处女
2117,カオスビレッジャ,混沌村姑
2118,カオスウーストレル,混沌乌斯托尔
2119,虚無の蜜壺,虚无的蜜壶
2121,零鬼,""
2122,カオスオナホ,混沌飞机杯
2123,フォールンナース,堕落护士
2125,サウザンドアイズ,千目
2126,カオスリザード,混沌蜥蜴
2127,カオスリザード,混沌蜥蜴
2128,鱗の盗王,鳞片盗王
2129,カオスミラージュ,混沌蜃景
2130,カオスアリジゴク,混沌蚁狮
2131,ギガントワーム,巨型蠕虫
2132,熱砂の虚足,热砂的虚足
2133,ノームオリジン,诺姆起源
2134,ヴィタエオリジン,薇塔耶起源
2135,ヴェータラオリジン,维塔拉起源
2136,ヴァルトオリジン,瓦尔特起源
2137,シニファオリジン,希妮法起源
2138,混沌の影,混沌之影
2139,カーズアート,诅咒艺术品
2140,カオスホムンクルス,混沌人造人
2141,カオスメイデン改,混沌处女改
2142,メギドジャンク,米吉多废弃品
2143,第四法則,第四法则
2148,怠惰の残影,怠惰的残影
2151,カオスウィドウ,混沌遗孀
2152,コラプスドール,崩溃虫
2153,ウル,狼
2154,虚襖,虚袄
2155,カオスマーメイド,混沌人鱼
2156,虚無の商人,虚无商人
2157,時空海賊,时空海贼
2158,虚空木綿,虚空木绵
2159,虚空木綿,虚空木绵
2160,虚空木綿,虚空木绵
2161,カーズダゴン,诅咒达贡
2162,レッドスピリッツ,赤红精魂
2165,タツノコ虚兵,龙之子虚兵
2166,ウミウシ虚兵,虚空海蛞蝓兵
2167,タイダリアサン,泰达利亚桑
2168,カオスフロッグ,混沌青蛙
2169,カオスフロッグ,混沌青蛙
2170,カオスケンタウロス,混沌马人
2171,カオスアルラウネ,混沌阿娜温
2172,彼岸蟲,彼岸虫
2173,虚霊,虚灵
2174,カオスハコイリ,混沌箱中千金
2175,カオスデュラハン,混沌杜拉罕
2176,カオスケルベロス,混沌刻耳柏洛斯
2179,侵す女,侵女
2180,カーズミノタウロス,诅咒米诺陶洛斯
2181,美齢虚牛,美龄虚牛
2182,空賢牛,空贤牛
2183,闘神の虚像,斗神之虚像
2185,虚忍エルフ,虚忍精灵
2186,虚侍エルフ,虚侍精灵
2187,零女,""
2188,虚猫,""
2189,虚空を舐める者,虚空舔舐者
2190,虚河童,""
2191,零口娘,""
2192,虚蛇様,虚蛇大人
2193,黄泉ラミア,黄泉拉米亚
2194,黄泉アラクネ,黄泉阿拉克涅
2195,毛虚倡妓,""
2196,マガタノオロチ,真蛇
2197,メギドアゲハ,魔界凤蝶
2198,メギドフライ,魔界飞蛾
2199,メギドテントウ,魔界天牛
2200,メギドピクシー,魔界皮克西
2201,メギドエルフ,魔界精灵
2202,メギドサキュバス,米吉多魅魔
2204,サイコマンティス,念动曼提斯
2205,カオスシルク,混沌丝绸
2206,メギド・アルム,梅吉德・阿尔姆
2207,メギド・ルーティー,米吉多・鲁蒂
2208,メギド・ボア,米吉多・博亚
