"产物ID","产物名称","产物种类","配方ID","合成方案","中文合成方案","中文产物名称"
"358","西覇白虎の牙","武器","579","金币：8500；材料：武器 ID 347「白虎の牙」×1；物品 ID 267「極竜の牙」×1","金币：8500；材料：武器 ID 347「白虎之牙」×1；物品 ID 267「极龙之牙」×1","西霸白虎之牙"
"359","古代竜の牙","武器","612","金币：9200；材料：武器 ID 356「暴竜の牙」×1；物品 ID 263「神物の破片」×1","金币：9200；材料：武器 ID 356「暴龙之牙」×1；物品 ID 263「神物碎片」×1","古代龙之牙"
"360","暴竜の牙・咆吼","武器","613","金币：9200；材料：武器 ID 356「暴竜の牙」×1；物品 ID 267「極竜の牙」×1","金币：9200；材料：武器 ID 356「暴龙之牙」×1；物品 ID 267「极龙之牙」×1","暴龙之牙・咆哮"
"367","ランブルアクス","武器","42","金币：118；材料：武器 ID 366「ゴールドアクス」×1；物品 ID 172「混沌の欠片」×1","金币：118；材料：武器 ID 366「金斧」×1；物品 ID 172「混沌的碎片」×1","狂暴斧"
"368","アクアアクス","武器","92","金币：148；材料：武器 ID 366「ゴールドアクス」×1；物品 ID 71「水石」×1","金币：148；材料：武器 ID 366「金斧」×1；物品 ID 71「水石」×1","水之斧"
"370","シャインクリムゾン","武器","119","金币：240；材料：武器 ID 369「クリムゾンアクス」×1；物品 ID 75「聖石」×1","金币：240；材料：武器 ID 369「绯红之斧」×1；物品 ID 75「圣石」×1","闪耀绯红"
"373","ミノタウロスの斧","武器","153","金币：480；材料：武器 ID 370「シャインクリムゾン」×1；物品 ID 189「猛牛の角」×1","金币：480；材料：武器 ID 370「闪耀绯红」×1；物品 ID 189「猛牛之角」×1","米诺陶洛斯的斧头"
"375","ルーンアクス・アース","武器","211","金币：600；材料：武器 ID 374「ルーンアクス」×1；物品 ID 68「橙土石」×1","金币：600；材料：武器 ID 374「符文之斧」×1；物品 ID 68「橙土石」×1","符文之斧・土"
"377","混沌の魔神斧","武器","185","金币：730；材料：武器 ID 376「魔神の斧」×1；物品 ID 198「混沌の結晶」×1","金币：730；材料：武器 ID 376「魔神之斧」×1；物品 ID 198「混沌的结晶」×1","混沌魔神斧"
"381","巨人の斧・氷塊","武器","276","金币：620；材料：武器 ID 379「巨人の斧」×1；物品 ID 56「蒼氷石」×1","金币：620；材料：武器 ID 379「巨人之斧」×1；物品 ID 56「苍冰石」×1","巨人之斧・冰块"
"382","超重ミノタウロスの斧","武器","292","金币：770；材料：武器 ID 373「ミノタウロスの斧」×1；物品 ID 213「猛牛の蹄」×1","金币：770；材料：武器 ID 373「米诺陶洛斯的斧头」×1；物品 ID 213「猛牛的蹄」×1","超重米诺陶洛斯斧"
"383","シャドウアクス","武器","316","金币：850；材料：武器 ID 380「竜鱗の斧」×1；物品 ID 80「黒闇石」×1","金币：850；材料：武器 ID 380「龙鳞制斧」×1；物品 ID 80「黑暗石」×1","暗影斧"
"385","ミノタウロスブレイク","武器","362","金币：1400；材料：武器 ID 382「超重ミノタウロスの斧」×1；物品 ID 228「大一角」×1","金币：1400；材料：武器 ID 382「超重米诺陶洛斯斧」×1；物品 ID 228「大一角」×1","米诺陶洛斯粉碎"
"387","グランドプリズム","武器","401","金币：1830；材料：武器 ID 386「プリズムアクス」×1；物品 ID 69「土流橙土石」×1","金币：1830；材料：武器 ID 386「棱镜斧」×1；物品 ID 69「土流橙土石」×1","大地棱镜"
"388","妖力プリズムアクス","武器","422","金币：2100；材料：武器 ID 386「プリズムアクス」×1；物品 ID 236「妖力の結晶」×1","金币：2100；材料：武器 ID 386「棱镜斧」×1；物品 ID 236「妖力的结晶」×1","妖力棱镜斧"
"389","絶対零度グランドプリズム","武器","441","金币：2400；材料：武器 ID 387「グランドプリズム」×1；物品 ID 57「凍結蒼氷石」×1","金币：2400；材料：武器 ID 387「大地棱镜」×1；物品 ID 57「冻结苍冰石」×1","绝对零度大地棱镜"
"391","聖極光グランドメテオ","武器","473","金币：9700；材料：武器 ID 389「絶対零度グランドプリズム」×1；物品 ID 253「カオストロン」×1","金币：9700；材料：武器 ID 389「绝对零度大地棱镜」×1；物品 ID 253「混沌之核」×1","圣极光大地流星"
"392","ギガタウロスブレイク","武器","472","金币：9700；材料：武器 ID 385「ミノタウロスブレイク」×1；物品 ID 244「覇獣の爪」×1","金币：9700；材料：武器 ID 385「米诺陶洛斯粉碎」×1；物品 ID 244「霸兽的爪子」×1","巨人弥诺陶洛斯粉碎"
"395","ルーンブレイカー","武器","540","金币：12800；材料：武器 ID 375「ルーンアクス・アース」×1；物品 ID 257「偉大なる花びら」×1","金币：12800；材料：武器 ID 375「符文之斧・土」×1；物品 ID 257「伟大的花瓣」×1","符文破坏者"
"396","魔神斧ナノプラス","武器","614","金币：14800；材料：武器 ID 377「混沌の魔神斧」×1；物品 ID 265「ナノ歯車」×1","金币：14800；材料：武器 ID 377「混沌魔神斧」×1；物品 ID 265「纳米齿轮」×1","魔神斧纳米加强版"
"397","巨人の斧・氷華","武器","615","金币：14800；材料：武器 ID 381「巨人の斧・氷塊」×1；物品 ID 262「神々しい花びら」×1","金币：14800；材料：武器 ID 381「巨人之斧・冰块」×1；物品 ID 262「神圣花瓣」×1","巨人斧・冰华"
"398","ベルセルク","武器","703","金币：16500；材料：武器 ID 394「スパルタクス」×1；物品 ID 267「極竜の牙」×1","金币：16500；材料：武器 ID 394「斯巴达克斯」×1；物品 ID 267「极龙之牙」×1","狂怒战士"
"401","棍棒改","武器","7","金币：15；材料：武器 ID 400「棍棒」×1；物品 ID 161「ヌルヌル粘液」×1","金币：15；材料：武器 ID 400「棍棒」×1；物品 ID 161「黏滑粘液」×1","棍棒改"
"404","アイアンハンマー改","武器","23","金币：45；材料：武器 ID 403「アイアンハンマー」×1；物品 ID 167「硬い針」×1","金币：45；材料：武器 ID 403「铁锤」×1；物品 ID 167「硬针」×1","铁锤改"
"406","癒しの棍","武器","43","金币：105；材料：武器 ID 405「ゴールドハンマー」×1；物品 ID 169「不思議などんぐり」×1","金币：105；材料：武器 ID 405「金锤」×1；物品 ID 169「不可思议的橡果」×1","治愈之棍"
"407","アースハンマー","武器","70","金币：115；材料：武器 ID 405「ゴールドハンマー」×1；物品 ID 67「土石」×1","金币：115；材料：武器 ID 405「金锤」×1；物品 ID 67「土石」×1","大地锤"
"408","アクアハンマー","武器","93","金币：125；材料：武器 ID 405「ゴールドハンマー」×1；物品 ID 71「水石」×1","金币：125；材料：武器 ID 405「金锤」×1；物品 ID 71「水石」×1","水锤"
"410","闇ひのきの棍棒","武器","120","金币：220；材料：武器 ID 55「闇ひのきのぼう改＋」×1；物品 ID 184「キメラ細胞」×1","金币：220；材料：武器 ID 55「暗之桧木棒改＋」×1；物品 ID 184「奇美拉细胞」×1","暗柳棍棒"
"411","超癒しの棍","武器","121","金币：220；材料：武器 ID 406「癒しの棍」×1；物品 ID 75「聖石」×1","金币：220；材料：武器 ID 406「治愈之棍」×1；物品 ID 75「圣石」×1","超治愈之棍"
"413","闇ひのきの棍棒・エア","武器","154","金币：320；材料：武器 ID 410「闇ひのきの棍棒」×1；物品 ID 64「緑風石」×1","金币：320；材料：武器 ID 410「暗柳棍棒」×1；物品 ID 64「绿风石」×1","暗之木棍・风"
"414","サボテンハンマー","武器","186","金币：450；材料：武器 ID 412「ミスリルハンマー」×1；物品 ID 191「サボテンの棘」×1","金币：450；材料：武器 ID 412「秘银锤」×1；物品 ID 191「仙人掌的刺」×1","仙人掌锤"
"418","闇の棍棒・弐式エア","武器","230","金币：500；材料：武器 ID 413「闇ひのきの棍棒・エア」×1；物品 ID 203「式紙」×1","金币：500；材料：武器 ID 413「暗之木棍・风」×1；物品 ID 203「式纸」×1","暗之棍棒・二式风"
"419","混沌の魔神金槌","武器","187","金币：520；材料：武器 ID 415「魔神の金槌」×1；物品 ID 198「混沌の結晶」×1","金币：520；材料：武器 ID 415「魔神之金锤」×1；物品 ID 198「混沌的结晶」×1","混沌魔神金锤"
"421","妖棒・闇参式","武器","277","金币：650；材料：武器 ID 418「闇の棍棒・弐式エア」×1；物品 ID 210「妖怪の髪」×1","金币：650；材料：武器 ID 418「暗之棍棒・二式风」×1；物品 ID 210「妖怪的头发」×1","妖棒・暗三式"
"422","大地電塵ハンマー","武器","252","金币：780；材料：武器 ID 417「大地のハンマー」×1；物品 ID 60「黄雷石」×1","金币：780；材料：武器 ID 417「大地之锤」×1；物品 ID 60「黄雷石」×1","大地电尘锤"
"424","赤熱バーニングハンマー","武器","339","金币：1300；材料：武器 ID 423「オリハルコンのハンマー」×1；物品 ID 52「紅炎石」×1","金币：1300；材料：武器 ID 423「奥利哈钢制锤」×1；物品 ID 52「红炎石」×1","赤热燃烧锤"
"425","奇跡の棍","武器","363","金币：1400；材料：武器 ID 411「超癒しの棍」×1；物品 ID 229「精霊のどんぐり」×1","金币：1400；材料：武器 ID 411「超治愈之棍」×1；物品 ID 229「精灵的橡果」×1","奇迹之棍"
"426","金剛棒・零式","武器","364","金币：1500；材料：武器 ID 421「妖棒・闇参式」×1；物品 ID 228「大一角」×1","金币：1500；材料：武器 ID 421「妖棒・暗三式」×1；物品 ID 228「大一角」×1","金刚棒・零式"
"428","ギガントブレイカー","武器","423","金币：1700；材料：武器 ID 427「プリズムハンマー」×1；物品 ID 238「狂獣の爪」×1","金币：1700；材料：武器 ID 427「棱镜锤」×1；物品 ID 238「狂兽的爪子」×1","巨人破坏者"
"429","如意棒","武器","442","金币：1800；材料：武器 ID 426「金剛棒・零式」×1；物品 ID 241「天使の羽根」×1","金币：1800；材料：武器 ID 426「金刚棒・零式」×1；物品 ID 241「天使的羽毛」×1","如意棒"
"432","大奇跡の棍","武器","475","金币：8500；材料：武器 ID 425「奇跡の棍」×1；物品 ID 249「奇跡の卵」×1","金币：8500；材料：武器 ID 425「奇迹之棍」×1；物品 ID 249「奇迹的蛋」×1","大奇迹之棍"
"433","螺旋如意棒","武器","474","金币：8500；材料：武器 ID 429「如意棒」×1；物品 ID 250「神代紙」×1","金币：8500；材料：武器 ID 429「如意棒」×1；物品 ID 250「神代纸」×1","螺旋如意棒"
"435","世界樹のハンマー","武器","541","金币：11000；材料：武器 ID 414「サボテンハンマー」×1；物品 ID 257「偉大なる花びら」×1","金币：11000；材料：武器 ID 414「仙人掌锤」×1；物品 ID 257「伟大的花瓣」×1","世界树之锤"
"436","真・混沌魔神金槌","武器","542","金币：11000；材料：武器 ID 419「混沌の魔神金槌」×1；物品 ID 260「超力の結晶」×1","金币：11000；材料：武器 ID 419「混沌魔神金锤」×1；物品 ID 260「超力结晶」×1","真・混沌魔神金槌"
"438","竜殺しのミョルニル","武器","586","金币：12000；材料：武器 ID 431「ミョルニル」×1；物品 ID 267「極竜の牙」×1","金币：12000；材料：武器 ID 431「雷神之锤」×1；物品 ID 267「极龙之牙」×1","屠龙之锤 雷神之锤"
"439","バーバリアン","武器","616","金币：12800；材料：武器 ID 434「テルモピュライ」×1；物品 ID 265「ナノ歯車」×1","金币：12800；材料：武器 ID 434「泰尔莫皮拉伊」×1；物品 ID 265「纳米齿轮」×1","野蛮人"
"442","小悪魔の鎌","武器","14","金币：15；材料：武器 ID 441「草刈り鎌」×1；物品 ID 162「インプの尻尾」×1","金币：15；材料：武器 ID 441「割草镰」×1；物品 ID 162「小恶魔的尾巴」×1","小恶魔的镰"
"444","風切り鎌","武器","24","金币：45；材料：武器 ID 443「鉄の鎌」×1；物品 ID 63「風石」×1","金币：45；材料：武器 ID 443「铁制镰」×1；物品 ID 63「风石」×1","风切镰"
"447","デスシックル改","武器","122","金币：200；材料：武器 ID 446「デスシックル」×1；物品 ID 184「キメラ細胞」×1","金币：200；材料：武器 ID 446「死亡之镰」×1；物品 ID 184「奇美拉细胞」×1","死亡之镰改"
"449","デッドマンズシックル","武器","155","金币：450；材料：武器 ID 447「デスシックル改」×1；物品 ID 186「ゾンビパウダー」×1","金币：450；材料：武器 ID 447「死亡之镰改」×1；物品 ID 186「僵尸粉」×1","死人之刺"
"452","マジカルシックル","武器","253","金币：370；材料：武器 ID 451「ビッグシックル」×1；物品 ID 207「マジカル鱗粉」×1","金币：370；材料：武器 ID 451「巨型之刺」×1；物品 ID 207「魔法鳞粉」×1","魔法之刺"
"454","陰陽鎌","武器","278","金币：550；材料：武器 ID 453「竜鱗の鎌」×1；物品 ID 210「妖怪の髪」×1","金币：550；材料：武器 ID 453「龙鳞制镰」×1；物品 ID 210「妖怪的头发」×1","阴阳镰"
"455","破魔陰陽鎌","武器","293","金币：570；材料：武器 ID 454「陰陽鎌」×1；物品 ID 76「白聖石」×1","金币：570；材料：武器 ID 454「阴阳镰」×1；物品 ID 76「白圣石」×1","破魔阴阳镰"
"456","コキュートスシックル","武器","317","金币：590；材料：武器 ID 449「デッドマンズシックル」×1；物品 ID 221「ネクロパウダー」×1","金币：590；材料：武器 ID 449「死人之刺」×1；物品 ID 221「死灵粉末」×1","阴魂镰"
"457","クリムゾンシックル","武器","340","金币：680；材料：武器 ID 452「マジカルシックル」×1；物品 ID 52「紅炎石」×1","金币：680；材料：武器 ID 452「魔法之刺」×1；物品 ID 52「红炎石」×1","绯红镰"
"460","聖角陰陽鎌","武器","365","金币：1440；材料：武器 ID 455「破魔陰陽鎌」×1；物品 ID 228「大一角」×1","金币：1440；材料：武器 ID 455「破魔阴阳镰」×1；物品 ID 228「大一角」×1","圣角阴阳镰"
"461","エレメントシックル","武器","402","金币：1500；材料：武器 ID 459「虹の鎌」×1；物品 ID 65「疾風緑風石」×1；物品 ID 69「土流橙土石」×1；物品 ID 73「激流青水石」×1","金币：1500；材料：武器 ID 459「虹制镰」×1；物品 ID 65「疾风绿风石」×1；物品 ID 69「土流橙土石」×1；物品 ID 73「激流青水石」×1","元素镰"
"462","シャインシックル","武器","424","金币：1800；材料：武器 ID 461「エレメントシックル」×1；物品 ID 236「妖力の結晶」×1","金币：1800；材料：武器 ID 461「元素镰」×1；物品 ID 236「妖力的结晶」×1","闪光镰"
"464","六魂陰陽鎌","武器","477","金币：7100；材料：武器 ID 460「聖角陰陽鎌」×1；物品 ID 250「神代紙」×1","金币：7100；材料：武器 ID 460「圣角阴阳镰」×1；物品 ID 250「神代纸」×1","六魂阴阳镰"
"465","アーククリムゾン","武器","476","金币：7100；材料：武器 ID 457「クリムゾンシックル」×1；物品 ID 243「禍々しい結晶」×1","金币：7100；材料：武器 ID 457「绯红镰」×1；物品 ID 243「不祥的结晶」×1","弧形绯红"
"469","九魂陰陽鎌","武器","619","金币：9800；材料：武器 ID 464「六魂陰陽鎌」×1；物品 ID 267「極竜の牙」×1","金币：9800；材料：武器 ID 464「六魂阴阳镰」×1；物品 ID 267「极龙之牙」×1","九魂阴阳镰"
"470","エターナルシックル","武器","618","金币：9800；材料：武器 ID 462「シャインシックル」×1；物品 ID 263「神物の破片」×1","金币：9800；材料：武器 ID 462「闪光镰」×1；物品 ID 263「神物碎片」×1","永恒镰"
"475","風の杖","武器","25","金币：55；材料：武器 ID 474「魔導士の杖」×1；物品 ID 63「風石」×1","金币：55；材料：武器 ID 474「魔导士之杖」×1；物品 ID 63「风石」×1","风之杖"
"478","いかづちの杖","武器","44","金币：88；材料：武器 ID 477「ゴールドスタッフ」×1；物品 ID 59「雷石」×1","金币：88；材料：武器 ID 477「黄金杖」×1；物品 ID 59「雷石」×1","雷电之杖"
"479","暗闇の杖","武器","71","金币：96；材料：武器 ID 477「ゴールドスタッフ」×1；物品 ID 79「闇石」×1","金币：96；材料：武器 ID 477「黄金杖」×1；物品 ID 79「暗石」×1","黑暗之杖"
"480","さざなみの杖","武器","94","金币：128；材料：武器 ID 477「ゴールドスタッフ」×1；物品 ID 71「水石」×1","金币：128；材料：武器 ID 477「黄金杖」×1；物品 ID 71「水石」×1","波纹之杖"
"483","呪いの杖","武器","156","金币：280；材料：武器 ID 482「ミスリルスタッフ」×1；物品 ID 185「幽霊の髪」×1","金币：280；材料：武器 ID 482「秘银杖」×1；物品 ID 185「幽灵的头发」×1","诅咒之杖"
"485","ルーンスタッフ・バースト","武器","188","金币：500；材料：武器 ID 484「ルーンスタッフ」×1；物品 ID 195「魔力の結晶」×1","金币：500；材料：武器 ID 484「符文之杖」×1；物品 ID 195「魔力的结晶」×1","符文杖・爆发"
"486","ルーンスタッフ・ドグマ","武器","212","金币：600；材料：武器 ID 485「ルーンスタッフ・バースト」×1；物品 ID 199「ドグマ細胞」×1","金币：600；材料：武器 ID 485「符文杖・爆发」×1；物品 ID 199「教义细胞」×1","符文杖・教义"
"490","大奇跡の杖","武器","254","金币：550；材料：武器 ID 488「奇跡の杖」×1；物品 ID 208「マジカルエキス」×1","金币：550；材料：武器 ID 488「奇迹之杖」×1；物品 ID 208「魔法精华」×1","大奇迹之杖"
"491","超奇跡の杖","武器","294","金币：680；材料：武器 ID 490「大奇跡の杖」×1；物品 ID 216「不思議な葉っぱ」×1","金币：680；材料：武器 ID 490「大奇迹之杖」×1；物品 ID 216「不可思议的叶子」×1","超奇迹之杖"
"493","闇奇跡の杖","武器","318","金币：1200；材料：武器 ID 491「超奇跡の杖」×1；物品 ID 80「黒闇石」×1","金币：1200；材料：武器 ID 491「超奇迹之杖」×1；物品 ID 80「黑暗石」×1","暗奇迹之杖"
"495","トリニティスタッフ","武器","403","金币：1650；材料：武器 ID 494「プリズムスタッフ」×1；物品 ID 65「疾風緑風石」×1；物品 ID 69「土流橙土石」×1；物品 ID 73「激流青水石」×1","金币：1650；材料：武器 ID 494「棱镜杖」×1；物品 ID 65「疾风绿风石」×1；物品 ID 69「土流橙土石」×1；物品 ID 73「激流青水石」×1","三位一体杖"
"496","ヘブンズトリニティ","武器","443","金币：1800；材料：武器 ID 495「トリニティスタッフ」×1；物品 ID 241「天使の羽根」×1","金币：1800；材料：武器 ID 495「三位一体杖」×1；物品 ID 241「天使的羽毛」×1","天堂三位一体"
"498","カオストリニティ","武器","478","金币：7800；材料：武器 ID 496「ヘブンズトリニティ」×1；物品 ID 253「カオストロン」×1","金币：7800；材料：武器 ID 496「天堂三位一体」×1；物品 ID 253「混沌之核」×1","混沌三位一体"
"499","輝ける奇跡の杖","武器","479","金币：7800；材料：武器 ID 493「闇奇跡の杖」×1；物品 ID 249「奇跡の卵」×1","金币：7800；材料：武器 ID 493「暗奇迹之杖」×1；物品 ID 249「奇迹的蛋」×1","闪耀奇迹之杖"
"503","救世主の杖","武器","543","金币：10000；材料：武器 ID 500「救済の杖」×1；物品 ID 256「恩寵の羽根」×1","金币：10000；材料：武器 ID 500「救赎法杖」×1；物品 ID 256「恩宠的羽毛」×1","救世主之杖"
"505","銀河の杖","武器","620","金币：11200；材料：武器 ID 502「太陽の杖」×1；物品 ID 262「神々しい花びら」×1","金币：11200；材料：武器 ID 502「太阳之杖」×1；物品 ID 262「神圣花瓣」×1","银河之杖"
"507","アデプタス","武器","708","金币：12500；材料：武器 ID 503「救世主の杖」×1；物品 ID 262「神々しい花びら」×1","金币：12500；材料：武器 ID 503「救世主之杖」×1；物品 ID 262「神圣花瓣」×1","阿德普塔斯"
"510","小悪魔ロッド","武器","8","金币：18；材料：武器 ID 509「古木のロッド」×1；物品 ID 162「インプの尻尾」×1","金币：18；材料：武器 ID 509「古木法杖」×1；物品 ID 162「小恶魔的尾巴」×1","小恶魔法杖"
"512","風のロッド","武器","26","金币：48；材料：武器 ID 511「アイアンロッド」×1；物品 ID 63「風石」×1","金币：48；材料：武器 ID 511「铁法杖」×1；物品 ID 63「风石」×1","风之法杖"
"514","炎のロッド","武器","45","金币：85；材料：武器 ID 513「ゴールドロッド」×1；物品 ID 51「炎石」×1","金币：85；材料：武器 ID 513「黄金法杖」×1；物品 ID 51「炎石」×1","炎之法杖"
"515","氷のロッド","武器","46","金币：85；材料：武器 ID 513「ゴールドロッド」×1；物品 ID 55「氷石」×1","金币：85；材料：武器 ID 513「黄金法杖」×1；物品 ID 55「冰石」×1","冰之法杖"
"516","雷のロッド","武器","47","金币：85；材料：武器 ID 513「ゴールドロッド」×1；物品 ID 59「雷石」×1","金币：85；材料：武器 ID 513「黄金法杖」×1；物品 ID 59「雷石」×1","雷之法杖"
"517","癒しのロッド","武器","48","金币：95；材料：武器 ID 513「ゴールドロッド」×1；物品 ID 169「不思議などんぐり」×1","金币：95；材料：武器 ID 513「黄金法杖」×1；物品 ID 169「不可思议的橡果」×1","治愈的法杖"
"521","オックスロッド","武器","157","金币：340；材料：武器 ID 518「ストライクロッド」×1；物品 ID 189「猛牛の角」×1","金币：340；材料：武器 ID 518「打击法杖」×1；物品 ID 189「猛牛之角」×1","牛头法杖"
"523","天使のロッド・バースト","武器","189","金币：680；材料：武器 ID 522「天使のロッド」×1；物品 ID 195「魔力の結晶」×1","金币：680；材料：武器 ID 522「天使法杖」×1；物品 ID 195「魔力的结晶」×1","天使法杖・爆发"
"527","ホーリーロッド改","武器","255","金币：560；材料：武器 ID 525「ホーリーロッド」×1；物品 ID 208「マジカルエキス」×1","金币：560；材料：武器 ID 525「神圣法杖」×1；物品 ID 208「魔法精华」×1","神圣法杖改"
"528","ミノタウロスロッド","武器","295","金币：630；材料：武器 ID 521「オックスロッド」×1；物品 ID 213「猛牛の蹄」×1","金币：630；材料：武器 ID 521「牛头法杖」×1；物品 ID 213「猛牛的蹄」×1","米诺陶洛斯法杖"
"530","ホーリーロッド・ダブル","武器","296","金币：880；材料：武器 ID 527「ホーリーロッド改」×1；物品 ID 76「白聖石」×1","金币：880；材料：武器 ID 527「神圣法杖改」×1；物品 ID 76「白圣石」×1","神圣法杖・双重"
"531","ドラゴンロッド","武器","341","金币：920；材料：武器 ID 528「ミノタウロスロッド」×1；物品 ID 223「竜の牙」×1","金币：920；材料：武器 ID 528「米诺陶洛斯法杖」×1；物品 ID 223「龙的牙齿」×1","龙法杖"
"533","ホーリーソーサラー","武器","366","金币：1200；材料：武器 ID 530「ホーリーロッド・ダブル」×1；物品 ID 229「精霊のどんぐり」×1","金币：1200；材料：武器 ID 530「神圣法杖・双重」×1；物品 ID 229「精灵的橡果」×1","神圣法师"
"535","プリズムロッド・アクア","武器","404","金币：1680；材料：武器 ID 534「プリズムロッド」×1；物品 ID 73「激流青水石」×1","金币：1680；材料：武器 ID 534「棱镜法杖」×1；物品 ID 73「激流青水石」×1","棱镜法杖・水"
"536","ストライクドラグナー","武器","425","金币：1800；材料：武器 ID 531「ドラゴンロッド」×1；物品 ID 237「真竜の牙」×1","金币：1800；材料：武器 ID 531「龙法杖」×1；物品 ID 237「真龙的牙齿」×1","打击龙骑"
"538","グランウィザード","武器","444","金币：2500；材料：武器 ID 529「ウィザードロッド」×1；物品 ID 53「赤熱紅炎石」×1；物品 ID 57「凍結蒼氷石」×1；物品 ID 61「電光黄雷石」×1","金币：2500；材料：武器 ID 529「巫师法杖」×1；物品 ID 53「赤热红炎石」×1；物品 ID 57「冻结苍冰石」×1；物品 ID 61「电光黄雷石」×1","大巫师"
"540","マスタードラグナー","武器","480","金币：7800；材料：武器 ID 536「ストライクドラグナー」×1；物品 ID 247「覇竜の牙」×1","金币：7800；材料：武器 ID 536「打击龙骑」×1；物品 ID 247「霸龙的牙齿」×1","大师龙"
"541","マスターウィザード","武器","481","金币：7800；材料：武器 ID 538「グランウィザード」×1；物品 ID 253「カオストロン」×1","金币：7800；材料：武器 ID 538「大巫师」×1；物品 ID 253「混沌之核」×1","大师巫师"
"546","メシアソーサラー","武器","622","金币：12000；材料：武器 ID 533「ホーリーソーサラー」×1；物品 ID 262「神々しい花びら」×1","金币：12000；材料：武器 ID 533「神圣法师」×1；物品 ID 262「神圣花瓣」×1","救世主法师"
"551","風の弓矢","武器","27","金币：45；材料：武器 ID 550「アイアンボウ」×1；物品 ID 63「風石」×1","金币：45；材料：武器 ID 550「铁弓」×1；物品 ID 63「风石」×1","风之弓箭"
"553","炎の弓矢","武器","49","金币：88；材料：武器 ID 552「ゴールドボウ」×1；物品 ID 51「炎石」×1","金币：88；材料：武器 ID 552「金弓」×1；物品 ID 51「炎石」×1","炎之弓箭"
"554","氷の弓矢","武器","50","金币：88；材料：武器 ID 552「ゴールドボウ」×1；物品 ID 55「氷石」×1","金币：88；材料：武器 ID 552「金弓」×1；物品 ID 55「冰石」×1","冰之弓箭"
"555","雷の弓矢","武器","51","金币：88；材料：武器 ID 552「ゴールドボウ」×1；物品 ID 59「雷石」×1","金币：88；材料：武器 ID 552「金弓」×1；物品 ID 59「雷石」×1","雷之弓箭"
"557","キラーボウ改","武器","72","金币：118；材料：武器 ID 556「キラーボウ」×1；物品 ID 175「蜘蛛の糸」×1","金币：118；材料：武器 ID 556「杀手弓」×1；物品 ID 175「蜘蛛之丝」×1","杀手弓改"
"559","魅惑の弓矢","武器","123","金币：200；材料：武器 ID 558「エルフィンボウ」×1；物品 ID 181「淫魔の尻尾」×1","金币：200；材料：武器 ID 558「精灵弓」×1；物品 ID 181「淫魔的尾巴」×1","魅惑之弓箭"
"562","疾風の弓矢改","武器","158","金币：400；材料：武器 ID 561「疾風の弓矢」×1；物品 ID 188「妖精のどんぐり」×1","金币：400；材料：武器 ID 561「疾风之箭」×1；物品 ID 188「妖精的橡果」×1","疾风之弓箭改"
"564","ドグマキラー","武器","213","金币：500；材料：武器 ID 563「エイビスキラー」×1；物品 ID 199「ドグマ細胞」×1","金币：500；材料：武器 ID 563「龙鸟杀手」×1；物品 ID 199「教义细胞」×1","教条杀手"
"566","フローラルボウ","武器","256","金币：320；材料：武器 ID 565「クリスタルボウ」×1；物品 ID 205「アルラウネの花」×1","金币：320；材料：武器 ID 565「水晶弓」×1；物品 ID 205「阿娜温的花」×1","花香弓"
"568","破魔弓","武器","279","金币：490；材料：武器 ID 567「竜鱗の弓」×1；物品 ID 210「妖怪の髪」×1","金币：490；材料：武器 ID 567「龙鳞制弓」×1；物品 ID 210「妖怪的头发」×1","破魔弓"
"570","与一の弓・白金","武器","297","金币：720；材料：武器 ID 569「与一の弓」×1；物品 ID 76「白聖石」×1","金币：720；材料：武器 ID 569「与一之弓」×1；物品 ID 76「白圣石」×1","与一之弓・白金"
"571","与一の弓・入滅","武器","319","金币：750；材料：武器 ID 570「与一の弓・白金」×1；物品 ID 80「黒闇石」×1","金币：750；材料：武器 ID 570「与一之弓・白金」×1；物品 ID 80「黑暗石」×1","与一之弓・入灭"
"574","プリズムボウ・インフ","武器","367","金币：1550；材料：武器 ID 573「プリズムボウ」×1；物品 ID 222「艶めかしい尻尾」×1","金币：1550；材料：武器 ID 573「棱镜弓」×1；物品 ID 222「艳丽的尾巴」×1","棱镜弓・诱惑"
"575","イリスキラー","武器","368","金币：1800；材料：武器 ID 564「ドグマキラー」×1；物品 ID 225「イリス細胞」×1","金币：1800；材料：武器 ID 564「教条杀手」×1；物品 ID 225「伊莉丝细胞」×1","伊莉丝杀手"
"576","アクアレインボー","武器","405","金币：1900；材料：武器 ID 573「プリズムボウ」×1；物品 ID 73「激流青水石」×1","金币：1900；材料：武器 ID 573「棱镜弓」×1；物品 ID 73「激流青水石」×1","水之彩虹"
"577","イデアキラー","武器","445","金币：2200；材料：武器 ID 575「イリスキラー」×1；物品 ID 240「イデア細胞」×1","金币：2200；材料：武器 ID 575「伊莉丝杀手」×1；物品 ID 240「伊迪亚细胞」×1","伊迪亚杀手"
"579","万魔の狩人","武器","483","金币：7800；材料：武器 ID 568「破魔弓」×1；物品 ID 245「覇蛇の蛇尾」×1","金币：7800；材料：武器 ID 568「破魔弓」×1；物品 ID 245「霸蛇的蛇尾」×1","万魔猎人"
"580","カオスキラー","武器","482","金币：7800；材料：武器 ID 577「イデアキラー」×1；物品 ID 253「カオストロン」×1","金币：7800；材料：武器 ID 577「伊迪亚杀手」×1；物品 ID 253「混沌之核」×1","混沌杀手"
