"技能ID","日文名称","日文所属","日文说明","可学习职业（日文，含等级）","可学习种族（日文，含等级）","HP消耗","MP消耗","SP消耗（内部TP）","中文名称","中文所属","中文说明","可学习职业（中文，含等级）","可学习种族（中文，含等级）","技能类型ID"
"2033","不思議な踊り","踊る","威力：Ｅ（器・魔）　対象：敵単体　効果：MP吸収
魔力のこもった舞いで敵のMPを吸い取る","93:踊り子（Lv2）","215:風精（Lv3）；306:竜宮舞妓（Lv2）；329:ハイアンデッド（Lv5）","0","0","1","不可思议之舞","踊る","威力：Ｅ（器・魔）　対象：敵単体　効果：MP吸収
充满魔力的舞蹈，吸取敌人的MP","93:舞者（Lv2）","215:风精灵（Lv3）；306:龙宫舞妓（Lv2）；329:高级不死族（Lv5）","37"
"2034","衰弱の舞","踊る","対象：敵全体　効果：全能力ダウン
奇妙な舞いで敵全体をパワーダウンさせる","","259:蛇巫女（Lv10）","0","0","5","衰弱之舞","踊る","対象：敵全体　効果：全能力ダウン
奇妙的舞蹈，使全体敌人能力下降","","259:蛇巫女（Lv10）","37"
"2035","セクシーダンス","踊る","対象：敵全体　効果：敏感・恍惚
セクシーな舞いで敵を興奮させる","93:踊り子（Lv4）","306:竜宮舞妓（Lv9）；348:アカデミードール（Lv5）","0","0","2","性感之舞","踊る","対象：敵全体　効果：敏感・恍惚
性感的舞蹈，使敌人兴奋","93:舞者（Lv4）","306:龙宫舞妓（Lv9）；348:学院人偶（Lv5）","37"
"2036","呪いの踊り","踊る","対象：敵全体　効果：毒・暗闇・沈黙
呪いを込めた舞いで敵を状態異常にする","93:踊り子（Lv8）","219:ダークフェアリー（Lv9）；250:狐芸者（Lv8）；329:ハイアンデッド（Lv8）","0","0","2","诅咒之舞","踊る","対象：敵全体　効果：毒・暗闇・沈黙
注入诅咒的舞蹈使敌人陷入异常状态","93:舞者（Lv8）","219:暗黑妖精（Lv9）；250:狐艺伎（Lv8）；329:高级不死族（Lv8）","37"
"2037","フェアリーダンス","踊る","対象：敵全体　効果：ミニマム
妖精に伝わる舞いで敵を小さくする","","214:フェアリー（Lv6）","0","0","2","妖精之舞","踊る","対象：敵全体　効果：ミニマム
传承自妖精的舞蹈使敌人变小","","214:妖精（Lv6）","37"
"2038","ミステリーダンス","踊る","対象：敵全体　効果：混乱
奇妙な舞いで敵の心を乱す","","215:風精（Lv6）","0","0","2","神秘之舞","踊る","対象：敵全体　効果：混乱
奇妙的舞蹈扰乱敌人的心","","215:风精灵（Lv6）","37"
"2039","時濁の踊り","踊る","対象：敵全体　効果：スロウ・ストップ
時空の舞いで時の流れを阻害する","","306:竜宮舞妓（Lv7）","0","5","2","时浊之舞","踊る","対象：敵全体　効果：スロウ・ストップ
时空的舞蹈阻碍时间的流动","","306:龙宫舞妓（Lv7）","37"
"2040","メカニカルダンス","踊る","対象：敵全体　効果：スロウ・ストップ
機械的な踊りで敵の動きを鈍らせる","","348:アカデミードール（Lv2）","0","0","3","机械之舞","踊る","対象：敵全体　効果：スロウ・ストップ
机械般的舞蹈使敌人的动作迟钝","","348:学院人偶（Lv2）","37"
"2041","神災の踊り","踊る","対象：敵全体　効果：バーン・フリーズ・ショック
災いの踊りで敵全体に災厄をもたらす","","307:竜宮姫（Lv4）","0","0","3","神灾之舞","踊る","対象：敵全体　効果：バーン・フリーズ・ショック
灾祸的舞蹈给全体敌人带来灾厄","","307:龙宫姬（Lv4）","37"
"2042","死の踊り","踊る","対象：敵全体　効果：即死
死の舞いで敵全体の息の根を止める","93:踊り子（Lv10）","220:アークフェアリー（Lv2）；251:狐花魁（Lv7）；260:白蛇神楽（Lv3）；330:マスターアンデッド（Lv5）","0","0","5","死之舞","踊る","対象：敵全体　効果：即死
死亡之舞使全体敌人停止呼吸","93:舞者（Lv10）","220:大妖精（Lv2）；251:狐花魁（Lv7）；260:白蛇神乐（Lv3）；330:大师不死族（Lv5）","37"
"2043","破護の舞","踊る","対象：敵全体　効果：強化解除
不思議な舞いで敵の強化効果を解除する","","260:白蛇神楽（Lv2）","0","0","2","破护之舞","踊る","対象：敵全体　効果：強化解除
奇妙的舞蹈解除敌人的强化效果","","260:白蛇神乐（Lv2）","37"
"2044","竜宮の踊り","踊る","対象：敵全体　効果：全属性弱点
陰陽の力がこもった舞いで全属性を弱点にする","","306:竜宮舞妓（Lv10）","0","0","6","龙宫之舞","踊る","対象：敵全体　効果：全属性弱点
蕴含阴阳之力的舞蹈使全属性变为弱点","","306:龙宫舞妓（Lv10）","37"
"2045","召喚の踊り","踊る","効果：ランダム
魔力のこもった踊りでランダム召喚を行う","","220:アークフェアリー（Lv3）","0","0","4","召唤之舞","踊る","効果：ランダム
蕴含魔力的舞蹈进行随机召唤","","220:大妖精（Lv3）","37"
"2046","元気の踊り","踊る","対象：味方単体　効果：HP小回復
元気の出る踊りで味方単体を回復させる","","274:ハーピー（Lv4）","0","0","1","元气之舞","踊る","対象：味方単体　効果：HP小回復
充满元气的舞蹈，为我方单体进行回复","","274:哈比（Lv4）","37"
"2047","ハッスルダンス","踊る","対象：味方全体　効果：HP中回復
生命力みなぎる踊りで味方全体の体力を回復する","100:スーパースター（Lv5）","","0","0","2","活力之舞","踊る","対象：味方全体　効果：HP中回復
充满生命力的舞蹈，为我方全体恢复体力","100:超级巨星（Lv5）","","37"
"2048","蛇巫女の舞","踊る","対象：味方全体　効果：HP・MPターン小回復
ラミア族に伝わる踊りで新陳代謝を活性化させる","","259:蛇巫女（Lv2）","0","0","2","蛇巫女之舞","踊る","対象：味方全体　効果：HP・MPターン小回復
拉米亚族传承的舞蹈，激活新陈代谢","","259:蛇巫女（Lv2）","37"
"2049","不死鳥の踊り","踊る","対象：味方全体　効果：自動蘇生
ハーピー族に伝わる踊りで死者を自動蘇生させる","","281:クィーンハーピー（Lv8）","0","0","20","不死鸟之舞","踊る","対象：味方全体　効果：自動蘇生
哈比族传承的舞蹈，自动复活死者","","281:哈比女王（Lv8）","37"
"2050","生贄の舞い","踊る","対象：味方全体　効果：HP全回復・完全蘇生
自身を生け贄に捧げる舞いで味方を全回復・蘇生する","94:戦巫女（Lv8）","220:アークフェアリー（Lv6）；260:白蛇神楽（Lv6）","0","0","0","祭品之舞","踊る","対象：味方全体　効果：HP全回復・完全蘇生
以自身为祭品的舞蹈，为队友进行全回复和复活","94:战巫女（Lv8）","220:大妖精（Lv6）；260:白蛇神乐（Lv6）","37"
"2051","鼓舞の踊り","踊る","対象：味方全体　効果：力・素早さアップ
味方を鼓舞する踊りで攻撃力と素早さを高める","93:踊り子（Lv2）","259:蛇巫女（Lv4）","0","0","5","鼓舞之舞","踊る","対象：味方全体　効果：力・素早さアップ
鼓舞队友的舞蹈，提升攻击力和敏捷","93:舞者（Lv2）","259:蛇巫女（Lv4）","37"
"2052","キャットダンス","踊る","対象：味方全体　効果：回避率大アップ
ねこまたに伝わる踊りで味方全体の回避率をアップさせる","","241:ねこまた（Lv4）","0","0","4","猫之舞","踊る","対象：味方全体　効果：回避率大アップ
猫又传承的舞蹈，提升我方全体的回避率","","241:猫又（Lv4）","37"
"2053","バステトダンス","踊る","対象：味方全体　効果：回避率・魔法回避率大アップ
ねこまたに伝わる踊りで味方全体の回避率を大きくアップさせる","","242:武神キャット（Lv4）","0","0","8","芭丝特之舞","踊る","対象：味方全体　効果：回避率・魔法回避率大アップ
猫又传承的舞蹈，大幅提升我方全体的回避率","","242:武神猫（Lv4）","37"
"2054","ワイルドダンス","踊る","対象：味方全体　効果：回避率・カウンター率大アップ
野生の本能を呼び覚ます踊りで、回避率と反撃率をアップさせる","","241:ねこまた（Lv9）","0","0","6","野性之舞","踊る","対象：味方全体　効果：回避率・カウンター率大アップ
唤醒野性本能的舞蹈，提升回避率和反击率","","241:猫又（Lv9）","37"
"2055","武神の踊り","踊る","対象：味方全体　効果：乱れ打ち可能
特殊な踊りで武神の加護を授かり、連続攻撃が可能になる","","242:武神キャット（Lv9）","0","0","8","武神之舞","踊る","対象：味方全体　効果：乱れ打ち可能
特殊舞蹈获得武神庇佑，可进行连续攻击","","242:武神猫（Lv9）","37"
"2056","ハーピーダンス","踊る","対象：使用者　効果：素早さ・回避率・魔法回避率大アップ
ハーピー族に伝わる踊りで自身の身のこなしがアップする","","274:ハーピー（Lv7）","0","0","2","哈比之舞","踊る","対象：使用者　効果：素早さ・回避率・魔法回避率大アップ
哈比族传承的舞蹈，提升自身身手","","274:哈比（Lv7）","37"
"2057","天空の踊り","踊る","対象：味方全体　効果：素早さ・回避率・魔法回避率大アップ
ハーピー族に伝わる踊りで味方全員の身のこなしがアップする","","275:ウィングハーピー（Lv4）","0","0","6","天空之舞","踊る","対象：味方全体　効果：素早さ・回避率・魔法回避率大アップ
哈比族传承的舞蹈，提升全体队友身手","","275:翼身哈比（Lv4）","37"
"2058","無縫天舞","踊る","対象：使用者　効果：回避率・魔法回避率100%
いかなる攻撃も回避する伝説の舞い","","276:エルダーハーピー（Lv6）","0","0","10","无缝天舞","踊る","対象：使用者　効果：回避率・魔法回避率100%
传说中能回避任何攻击的舞蹈","","276:长老哈比（Lv6）","37"
"2059","戦士の踊り","踊る","対象：使用者　効果：攻撃力・素早さアップ
闘争本能を呼び覚まし、攻撃能力を強化する舞い","","277:ハーピーナイト（Lv4）","0","0","3","战士之舞","踊る","対象：使用者　効果：攻撃力・素早さアップ
唤醒斗争本能，强化攻击能力的舞蹈","","277:哈比骑士（Lv4）","37"
"2060","英雄の踊り","踊る","対象：使用者　効果：全能力アップ
闘争本能を呼び覚まし、全能力を強化する舞い","","278:スカイハイ（Lv4）","0","0","8","英雄之舞","踊る","対象：使用者　効果：全能力アップ
唤醒斗争本能，强化全能力的舞蹈","","278:至高天（Lv4）","37"
"2061","蛇神の舞","踊る","対象：味方全体　効果：反撃率100%・反撃攻撃力大アップ
全員がカウンター能力を向上させる蛇神の踊り","","263:クィーンラミア（Lv4）","0","0","5","蛇神之舞","踊る","対象：味方全体　効果：反撃率100%・反撃攻撃力大アップ
全体提升反击能力的蛇神之舞","","263:拉米亚女王（Lv4）","37"
"2062","狐の舞","踊る","対象：使用者　効果：消費MP・SP1/4
MPやSPの消費が格段に低下する妖狐族の踊り","","250:狐芸者（Lv9）","0","0","6","狐之舞","踊る","対象：使用者　効果：消費MP・SP1/4
妖狐族的舞蹈，大幅降低MP和SP消耗","","250:狐艺伎（Lv9）","37"
"2063","月宴の舞","踊る","対象：味方全体　効果：消費MP・SP1/4
全員のMPやSPの消費が格段に低下する妖狐族の踊り","","251:狐花魁（Lv9）","0","0","12","月宴之舞","踊る","対象：味方全体　効果：消費MP・SP1/4
全体成员的MP和SP消耗大幅降低的妖狐族舞蹈","","251:狐花魁（Lv9）","37"
"2064","十六夜神楽","踊る","対象：味方全体　効果：物理無効
物理攻撃を受け付けなくなるラミア族秘伝の舞い","","260:白蛇神楽（Lv7）","0","0","12","十六夜神乐","踊る","対象：味方全体　効果：物理無効
使物理攻击无效的拉米亚族秘传舞蹈","","260:白蛇神乐（Lv7）","37"
"2065","宵月神楽","踊る","対象：味方全体　効果：魔法無効
魔法攻撃を受け付けなくなるラミア族秘伝の舞い","","260:白蛇神楽（Lv8）","0","0","12","宵月神乐","踊る","対象：味方全体　効果：魔法無効
使魔法攻击无效的拉米亚族秘传舞蹈","","260:白蛇神乐（Lv8）","37"
"2066","わかめダンス","踊る","対象：敵全体　効果：睡眠・水弱点
ゆらゆらと揺れるような踊りで敵全体を眠らせる","","","0","0","2","海带之舞","踊る","対象：敵全体　効果：睡眠・水弱点
像摇曳的海藻一样的舞蹈让全体敌人陷入睡眠","","","37"
"2067","すずめのおどり","踊る","対象：味方全員　効果：混乱・睡眠の治療と防護・SP微回復
すずめの踊りが朝の目覚めを告げる","","","0","0","1","雀之舞","踊る","対象：味方全員　効果：混乱・睡眠の治療と防護・SP微回復
雀之舞宣告着清晨的觉醒","","","37"
"2068","快楽舞踏","踊る","威力：Ａ（器）　対象：敵ランダム4回　属性：快楽
舞いのような愛撫を繰り出し、一網打尽にする快楽技","","","0","0","6","快乐舞踏","踊る","威力：Ａ（器）　対象：敵ランダム4回　属性：快楽
像舞蹈一样的爱抚，一网打尽的快乐技","","","37"
"2069","時止めの舞","踊る","対象：全世界　効果：時間停止
時の流れに干渉し、時間を止める踊り","7066:極マリシ偶像（Lv17）","","0","0","12","时停之舞","踊る","対象：全世界　効果：時間停止
干涉时间流动，使时间停止的舞蹈","7066:极致偶像（Lv17）","","37"
"2071","うずしおの歌","歌う","威力：Ｃ（器）　対象：敵全体　属性：水　効果：睡眠
海の歌でうずしおを呼び、敵全体に水ダメージを与える","","195:ハイマーメイド（Lv4）；306:竜宮舞妓（Lv3）","0","5","3","漩涡之歌","歌唱","威力：Ｃ（器）　対象：敵全体　属性：水　効果：睡眠
用海之歌召唤漩涡，对全体敌人造成水属性伤害","","195:高等人鱼（Lv4）；306:龙宫舞妓（Lv3）","38"
"2072","大海の歌","歌う","威力：Ａ（器）　対象：敵全体　属性：水
海の主に捧げる歌で大海を荒ぶらせる","","196:ローレライ（Lv5）；307:竜宮姫（Lv9）","0","10","4","大海之歌","歌唱","威力：Ａ（器）　対象：敵全体　属性：水
献给海之主的歌，使大海狂暴","","196:罗蕾莱（Lv5）；307:龙宫姬（Lv9）","38"
"2073","舞唄・花散里","歌う","威力：Ｃ（器）　対象：敵全体　属性：土
狐族に伝わる歌で大地を揺るがす","","250:狐芸者（Lv10）","0","5","3","舞歌・花散里","歌唱","威力：Ｃ（器）　対象：敵全体　属性：土
狐族传承的歌谣，震撼大地","","250:狐艺伎（Lv10）","38"
"2074","終唄・夢浮橋","歌う","威力：Ａ（器）　対象：敵全体　属性：土
狐族に伝わる歌で大地の怒りを炸裂させる","","251:狐花魁（Lv10）","0","10","4","终歌・梦浮桥","歌唱","威力：Ａ（器）　対象：敵全体　属性：土
狐族传承的歌谣，引发大地之怒爆发","","251:狐花魁（Lv10）","38"
"2075","レクイエム","歌う","威力：Ｃ（器）　対象：敵全体　属性：音波　効果：ゾンビ・幽霊特攻
死者に捧げる鎮魂歌でアンデッドにダメージを与える","96:神唱の歌姫（Lv6）","196:ローレライ（Lv6）","0","0","4","镇魂曲","歌唱","威力：Ｃ（器）　対象：敵全体　属性：音波　効果：ゾンビ・幽霊特攻
献给死者的镇魂曲，对不死族造成伤害","96:神唱的歌姬（Lv6）","196:罗蕾莱（Lv6）","38"
"2076","レクイエム・キリエ","歌う","威力：Ｓ（器）　対象：敵全体　属性：音波　効果：ゾンビ・幽霊特攻
強力なレクイエムでアンデッドを消滅させる","7037:歌唱神（Lv4）","","0","0","12","镇魂曲・垂怜经","歌唱","威力：Ｓ（器）　対象：敵全体　属性：音波　効果：ゾンビ・幽霊特攻
强大的镇魂曲，消灭不死族","7037:歌唱神（Lv4）","","38"
"2077","サウンドインパクト","歌う","威力：Ｃ（器）　対象：敵全体　属性：音波
大音量で敵全体に衝撃を与える技","","347:ボーカロイド（Lv8）","0","0","4","音波冲击","歌唱","威力：Ｃ（器）　対象：敵全体　属性：音波
以巨大音量对全体敌人造成冲击的技能","","347:声乐人偶（Lv8）","38"
"2078","クリティカルシャウト","歌う","威力：Ａ（器）　対象：敵全体　属性：音波
音の衝撃波で空間を揺るがす奥義","","348:アカデミードール（Lv6）","0","0","6","致命呐喊","歌唱","威力：Ａ（器）　対象：敵全体　属性：音波
音波冲击波撼动空间的奥义","","348:学院人偶（Lv6）","38"
"2079","愛の歌","歌う","対象：敵全体　効果：恍惚
甘いメロディーで敵全体を恍惚に浸らせる","96:神唱の歌姫（Lv4）","","0","0","2","爱之歌","歌唱","対象：敵全体　効果：恍惚
甜美的旋律使全体敌人陷入恍惚","96:神唱的歌姬（Lv4）","","38"
"2080","人魚の歌","歌う","対象：敵全体　効果：誘惑
心をとろけさせる歌で敵全体を誘惑する","","194:マーメイド（Lv3）","0","0","2","人鱼之歌","歌唱","対象：敵全体　効果：誘惑
使心灵融化的歌声诱惑全体敌人","","194:人鱼（Lv3）","38"
"2081","キラッ☆","歌う","対象：敵全体　効果：スタン・誘惑
歌姫の輝きで全てのギャラリーを魅了する","100:スーパースター（Lv7）","","0","0","2","闪亮☆","歌唱","対象：敵全体　効果：スタン・誘惑
歌姬的光辉魅惑所有观众","100:超级巨星（Lv7）","","38"
"2082","ヒュプノスシンフォニー","歌う","対象：敵全体　効果：睡眠
眠りのメロディーで敵全体を睡眠に誘う","","347:ボーカロイド（Lv2）","0","0","2","催眠交响曲","歌唱","対象：敵全体　効果：睡眠
催眠的旋律诱使全体敌人入睡","","347:声乐人偶（Lv2）","38"
"2083","タナトスセレナーデ","歌う","対象：敵全体　効果：即死
死のメロディーで敵全体を即死させる","","347:ボーカロイド（Lv10）","0","0","5","塔纳托斯小夜曲","歌唱","対象：敵全体　効果：即死
用死亡的旋律使全体敌人立即死亡","","347:声乐人偶（Lv10）","38"
"2084","ちぃぱっぱの歌","歌う","対象：敵味方全体　効果：混乱
奇妙な歌で敵味方全体を混乱させる","","","0","0","1","叽啪啪之歌","歌唱","対象：敵味方全体　効果：混乱
用奇怪的歌使敌我全体陷入混乱","","","38"
"2085","精霊の歌","歌う","対象：味方全体　効果：蘇生
精霊に捧げる歌で戦闘不能の仲間を蘇生させる","96:神唱の歌姫（Lv10）","","0","0","3","精灵之歌","歌唱","対象：味方全体　効果：蘇生
献给精灵的歌，使战斗不能的同伴复活","96:神唱的歌姬（Lv10）","","38"
"2086","生命の歌","歌う","対象：味方全体　効果：ターンHP小回復
生命力を促進させる歌でターンごとにHPを回復する","95:吟遊詩人（Lv2）","306:竜宮舞妓（Lv4）；347:ボーカロイド（Lv3）","0","0","2","生命之歌","歌唱","対象：味方全体　効果：ターンHP小回復
促进生命力的歌，每回合恢复HP","95:吟游诗人（Lv2）","306:龙宫舞妓（Lv4）；347:声乐人偶（Lv3）","38"
"2087","活力の歌","歌う","対象：味方全体　効果：ターンSP小回復
活力を促進させる歌でターンごとにSPを回復する","95:吟遊詩人（Lv6）","347:ボーカロイド（Lv7）","0","0","2","活力之歌","歌唱","対象：味方全体　効果：ターンSP小回復
促进活力的歌，每回合恢复SP","95:吟游诗人（Lv6）","347:声乐人偶（Lv7）","38"
"2088","魔力の歌","歌う","対象：味方全体　効果：ターンMP小回復
魔力を促進させる歌でターンごとにMPを回復する","95:吟遊詩人（Lv10）","307:竜宮姫（Lv4）；348:アカデミードール（Lv3）","0","0","2","魔力之歌","歌唱","対象：味方全体　効果：ターンMP小回復
促进魔力的歌，每回合恢复MP","95:吟游诗人（Lv10）","307:龙宫姬（Lv4）；348:学院人偶（Lv3）","38"
"2089","攻勢の歌","歌う","対象：味方全体　効果：攻撃力・魔力アップ
華々しい歌で味方全体の闘争心を高める","95:吟遊詩人（Lv8）","195:ハイマーメイド（Lv10）","0","0","5","攻势之歌","歌唱","対象：味方全体　効果：攻撃力・魔力アップ
用华丽的歌提升我方全体的斗志","95:吟游诗人（Lv8）","195:高等人鱼（Lv10）","38"
"2090","守勢の歌","歌う","対象：味方全体　効果：防御力・魔法防御力アップ
落ち着いた歌で味方全体の防御性能を高める","95:吟遊詩人（Lv4）","195:ハイマーメイド（Lv4）","0","0","5","守势之歌","歌唱","対象：味方全体　効果：防御力・魔法防御力アップ
用平静的歌提升我方全体的防御性能","95:吟游诗人（Lv4）","195:高等人鱼（Lv4）","38"
"2091","英雄の歌","歌う","対象：味方全体　効果：全能力アップ
勇ましい歌で味方全体の潜在能力を引き出す","96:神唱の歌姫（Lv8）","251:狐花魁（Lv7）","0","0","8","英雄之歌","歌唱","対象：味方全体　効果：全能力アップ
用勇猛的歌激发我方全体的潜在能力","96:神唱的歌姬（Lv8）","251:狐花魁（Lv7）","38"
"2092","空蝉の歌","歌う","対象：味方全体　効果：回避率大アップ
不思議な歌で分身を生み出し、回避率をアップさせる","96:神唱の歌姫（Lv2）","","0","0","4","空蝉之歌","歌唱","対象：味方全体　効果：回避率大アップ
用神奇的歌声产生分身，提高回避率","96:神唱的歌姬（Lv2）","","38"
"2093","必中の歌","歌う","対象：味方全体　効果：命中率100%
集中力を高める歌で味方の攻撃が外れなくなる","","306:竜宮舞妓（Lv6）","0","0","3","必中之歌","歌唱","対象：味方全体　効果：命中率100%
集中力提升的歌声使友方的攻击不会落空","","306:龙宫舞妓（Lv6）","38"
"2094","魔鏡の歌","歌う","対象：味方全体　効果：魔法反射
魔力のこもった歌で敵の魔法を反射する","","307:竜宮姫（Lv3）","0","0","6","魔镜之歌","歌唱","対象：味方全体　効果：魔法反射
充满魔力的歌声反射敌人的魔法","","307:龙宫姬（Lv3）","38"
"2095","竜脈の歌","歌う","対象：味方全体　効果：風・土・水吸収
陰陽の歌で自然のエネルギーを吸収する","","306:竜宮舞妓（Lv9）","0","0","6","龙脉之歌","歌唱","対象：味方全体　効果：風・土・水吸収
阴阳之歌吸收自然能量","","306:龙宫舞妓（Lv9）","38"
"2096","海賊の歌","歌う","対象：味方全体　効果：バーサク
海賊に伝わる歌で味方全員を狂戦士と化す","","197:海賊マーメイド（Lv4）","0","0","1","海贼之歌","歌唱","対象：味方全体　効果：バーサク
海贼传承的歌声使全体友方化为狂战士","","197:海贼人鱼（Lv4）","38"
"2097","海賊王の歌","歌う","対象：味方全体　効果：バーサク・2回行動
海賊に伝わる歌で味方全員を究極の狂戦士と化す","","198:海賊王ローレライ（Lv4）","0","0","3","海贼王之歌","歌唱","対象：味方全体　効果：バーサク・2回行動
海贼传承的歌声使全体友方化为究极狂战士","","198:海贼王罗蕾莱（Lv4）","38"
"2098","技能の歌","歌う","対象：使用者　効果：全スキルタイプ使用可能
潜在能力を覚醒させ、全てのスキルタイプを使用できる","","250:狐芸者（Lv4）","0","0","2","技能之歌","歌唱","対象：使用者　効果：全スキルタイプ使用可能
觉醒潜在能力，可以使用所有技能类型","","250:狐艺伎（Lv4）","38"
"2099","全能の歌","歌う","対象：味方全員　効果：全スキル使用可能
味方全員の潜在能力が覚醒し、全スキルタイプを使用できる","","251:狐花魁（Lv5）","0","0","4","全能之歌","歌唱","対象：味方全員　効果：全スキル使用可能
全体友方的潜在能力觉醒，可以使用所有技能类型","","251:狐花魁（Lv5）","38"
"2100","避死歌謡","歌う","対象：味方全員　効果：即死・昇天・絶頂無効
祈りの歌で即死系の効果を受け付けなくなる","","250:狐芸者（Lv7）","0","0","3","避死歌谣","歌唱","対象：味方全員　効果：即死・昇天・絶頂無効
祈祷之歌使即死系效果无效","","250:狐艺伎（Lv7）","38"
"2101","デイジー・ベル","歌う","対象：味方全体　効果：全属性強化
加護の歌で全ての属性の力が上昇する","","347:ボーカロイド（Lv4）","0","0","7","Daisy Bell","歌唱","対象：味方全体　効果：全属性強化
加护之歌使所有属性的力量提升","","347:声乐人偶（Lv4）","38"
"2102","ラッキーソング","歌う","対象：味方全体　効果：獲得経験値・職業経験値2倍
幸福の歌で戦闘経験が倍になる","92:遊び人（Lv8）","","0","0","3","幸运之歌","歌唱","対象：味方全体　効果：獲得経験値・職業経験値2倍
幸福的歌声让战斗经验翻倍","92:游人（Lv8）","","38"
"2103","ミラクルソング","歌う","対象：味方全体　効果：獲得経験値・職業経験値3倍
奇跡の歌で戦闘経験が3倍になる","","348:アカデミードール（Lv4）","0","0","10","奇迹之歌","歌唱","対象：味方全体　効果：獲得経験値・職業経験値3倍
奇迹的歌声让战斗经验变为三倍","","348:学院人偶（Lv4）","38"
"2104","誘惑の歌","歌う","対象：敵全体　効果：誘惑
心をとろけさせる歌で敵全体を誘惑する","","","0","0","1","诱惑之歌","歌唱","対象：敵全体　効果：誘惑
使心灵融化的歌声诱惑全体敌人","","","38"
"2105","子守歌","歌う","対象：敵全体　効果：睡眠
優しい子守歌で敵全体を睡眠に誘う","","","0","0","1","摇篮曲","歌唱","対象：敵全体　効果：睡眠
温柔的摇篮曲让全体敌人陷入睡眠","","","38"
"2106","まほろばの歌","歌う","対象：味方全体　効果：全状態異常耐性アップ
パーティ全体が状態異常にかかりにくくなる","","","0","0","4","宝福之歌","歌唱","対象：味方全体　効果：全状態異常耐性アップ
全体队员对状态异常的抵抗力增强","","","38"
"2109","話し掛ける","話す","対象：敵単体　効果：敵と会話
フレンドリーに話し掛け、敵を会話に誘う","120:情報屋（Lv2）","","0","0","1","搭话","交谈","対象：敵単体　効果：敵と会話
友好地搭话，诱导敌人进行对话","120:情报贩子（Lv2）","","39"
"2110","ほめる","話す","対象：敵単体　効果：友好度小アップ
敵を褒め、友好度を少し上げる","120:情報屋（Lv10）","","0","0","3","称赞","交谈","対象：敵単体　効果：友好度小アップ
夸奖敌人，稍微提升友好度","120:情报贩子（Lv10）","","39"
"2111","大賞賛","話す","対象：敵単体　効果：友好度大アップ
敵を賞賛し、友好度を大きく上げる","122:話神（Lv10）","","0","0","10","大赞赏","交谈","対象：敵単体　効果：友好度大アップ
赞美敌人，大幅提升友好度","122:话神（Lv10）","","39"
"2112","挑発する","話す","対象：敵単体　効果：友好度小ダウン
敵を挑発し、友好度を少し下げる","120:情報屋（Lv4）","","0","0","1","挑衅","交谈","対象：敵単体　効果：友好度小ダウン
挑衅敌人，稍微降低友好度","120:情报贩子（Lv4）","","39"
"2113","大罵倒","話す","対象：敵単体　効果：友好度大ダウン
敵を罵倒し、友好度を大きく下げる","122:話神（Lv2）","","0","0","2","大骂倒","交谈","対象：敵単体　効果：友好度大ダウン
辱骂敌人，大幅降低友好度","122:话神（Lv2）","","39"
"2114","お金をもらう","話す","対象：敵単体　効果：ゴールド獲得・友好度微ダウン
敵からゴールドをもらうが、友好度が少し下がる","121:話術士（Lv4）","","0","0","2","获得金钱","交谈","対象：敵単体　効果：ゴールド獲得・友好度微ダウン
从敌人那里要到金币，但友好度会稍微下降","121:话术士（Lv4）","","39"
"2115","アイテムをもらう","話す","対象：敵単体　効果：アイテム獲得・友好度微ダウン
敵からアイテムをもらうが、友好度が少し下がる","121:話術士（Lv5）","","0","0","2","获得物品","交谈","対象：敵単体　効果：アイテム獲得・友好度微ダウン
从敌人那里要到物品，但友好度会稍微下降","121:话术士（Lv5）","","39"
"2116","仲間に誘う","話す","対象：敵全体　効果：仲間確率3倍
敵を勧誘し、その戦闘で仲間になりやすくする","121:話術士（Lv6）","","0","0","4","邀请成为伙伴","交谈","対象：敵全体　効果：仲間確率3倍
劝诱敌人，使其在这场战斗中更容易成为伙伴","121:话术士（Lv6）","","39"
"2117","おどす","話す","対象：敵単体　効果：敵逃走・友好度微ダウン
敵単体を脅し、戦闘から逃走させる","121:話術士（Lv2）","","0","0","2","威胁","交谈","対象：敵単体　効果：敵逃走・友好度微ダウン
恐吓单体敌人，使其从战斗中逃跑","121:话术士（Lv2）","","39"
"2118","帰ってもらう","話す","対象：敵全体　効果：敵逃走・友好度微ダウン
敵全体を言葉で諭し、帰ってもらう","121:話術士（Lv9）","","0","0","4","请回去","交谈","対象：敵全体　効果：敵逃走・友好度微ダウン
用言语劝说全体敌人，让其回去","121:话术士（Lv9）","","39"
"2119","おもしろい話","話す","対象：敵全体　効果：スタン
おもしろい話で敵全体をスタンさせる","120:情報屋（Lv5）","","0","0","2","有趣的故事","交谈","対象：敵全体　効果：スタン
用有趣的故事让全体敌人眩晕","120:情报贩子（Lv5）","","39"
"2120","いやらしい話","話す","対象：敵全体　効果：敏感
淫らな話で敵を敏感にする","120:情報屋（Lv6）","","0","0","2","下流的故事","交谈","対象：敵全体　効果：敏感
用淫秽的故事让敌人变得敏感","120:情报贩子（Lv6）","","39"
"2121","怖い話","話す","対象：敵全体　効果：麻痺
怖い話で敵全体を麻痺させる","120:情報屋（Lv8）","","0","0","2","恐怖的故事","交谈","対象：敵全体　効果：麻痺
用恐怖的故事让全体敌人麻痹","120:情报贩子（Lv8）","","39"
